Group,District,DistName,County,CntyName,Region,RegnName,ERW,Math,Total,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate
All Students,120905,Industrial ISD,120,Jackson County,03,Victoria,551,553,1104,90,40,44.4,13,32.5
All Students,121902,Brookeland ISD,121,Jasper County,05,Beaumont,591,530,1120,<50,<25,28.0,<25,28.6
All Students,121903,Buna ISD,121,Jasper County,05,Beaumont,525,503,1029,<100,<50,49.4,<25,9.8
All Students,121904,Jasper ISD,121,Jasper County,05,Beaumont,526,521,1047,156,37,23.7,8,21.6
All Students,121905,Kirbyville CISD,121,Jasper County,05,Beaumont,,,,<100,<25,1.1,<25,100
All Students,121906,Evadale ISD,121,Jasper County,05,Beaumont,526,492,1015,<50,<25,45.9,<25,5.9
All Students,122110,High Frontier School,122,Jeff Davis County,18,Midland,529,505,1034,<25,<25,,<25,30.0
All Students,122901,Ft Davis ISD,122,Jeff Davis County,18,Midland,545,605,1155,<25,<25,22.2,<25,50.0
All Students,122902,Valentine ISD,122,Jeff Davis County,18,Midland,,,,<25,<25,50.0,<25,
All Students,123503,Texas Academy Of Leadership In The,123,Jefferson County,05,Beaumont,630,611,1243,<25,<25,,<25,71.4
All Students,123803,Tekoa Academy Of Accelerated Studi,123,Jefferson County,05,Beaumont,433,413,847,<50,<25,7.5,<25,
All Students,123807,Bob Hope School,123,Jefferson County,05,Beaumont,446,444,889,<75,<75,98.2,<25,1.9
All Students,123905,Nederland ISD,123,Jefferson County,05,Beaumont,522,520,1042,373,237,63.5,44,18.6
All Students,123907,Port Arthur ISD,123,Jefferson County,05,Beaumont,449,438,887,<475,<200,42.9,<25,3.1
All Students,123908,Port Neches-Groves ISD,123,Jefferson County,05,Beaumont,538,520,1057,330,226,68.5,42,18.6
All Students,123910,Beaumont ISD,123,Jefferson County,05,Beaumont,492,474,966,1040,642,61.7,78,12.1
All Students,123913,Sabine Pass ISD,123,Jefferson County,05,Beaumont,495,468,964,<50,<25,61.1,<25,4.5
All Students,123914,Hamshire-Fannett ISD,123,Jefferson County,05,Beaumont,520,501,1021,<150,<100,61.9,<25,10.3
All Students,124901,Jim Hogg County ISD,124,Jim Hogg County,01,Edinburg,670,645,1315,<75,<25,2.9,<25,100
All Students,125901,Alice ISD,125,Jim Wells County,02,Corpus Christi,564,532,1096,<325,<25,1.6,<25,20.0
All Students,125902,Ben Bolt-Palito Blanco ISD,125,Jim Wells County,02,Corpus Christi,527,503,1030,<75,<25,12.0,<25,16.7
All Students,125903,Orange Grove ISD,125,Jim Wells County,02,Corpus Christi,536,476,1016,<150,<25,3.9,<25,
All Students,126901,Alvarado ISD,126,Johnson County,11,Fort Worth,500,486,986,236,101,42.8,13,12.9
All Students,126902,Burleson ISD,126,Johnson County,11,Fort Worth,539,526,1066,853,471,55.2,105,22.3
All Students,126903,Cleburne ISD,126,Johnson County,11,Fort Worth,514,494,1009,396,172,43.4,21,12.2
All Students,126904,Grandview ISD,126,Johnson County,11,Fort Worth,546,554,1098,84,20,23.8,6,30.0
All Students,126905,Joshua ISD,126,Johnson County,11,Fort Worth,537,519,1056,<350,<200,54.1,<50,19.1
All Students,126906,Keene ISD,126,Johnson County,11,Fort Worth,506,505,1011,<75,<50,48.6,<25,11.4
All Students,126907,Rio Vista ISD,126,Johnson County,11,Fort Worth,520,531,1051,<75,<25,32.8,<25,14.3
All Students,126908,Venus ISD,126,Johnson County,11,Fort Worth,489,494,981,<125,<50,38.1,<25,6.7
All Students,126911,Godley ISD,126,Johnson County,11,Fort Worth,526,515,1040,<125,<75,48.6,<25,13.7
All Students,127901,Anson ISD,127,Jones County,14,Abilene,605,593,1198,<50,<25,10.3,<25,50.0
All Students,127903,Hamlin ISD,127,Jones County,14,Abilene,,,,<50,<25,3.0,<25,
All Students,127904,Hawley ISD,127,Jones County,14,Abilene,556,516,1071,<50,<25,17.1,<25,28.6
All Students,127906,Stamford ISD,127,Jones County,14,Abilene,,,,<50,<25,3.1,<25,
All Students,128901,Karnes City ISD,128,Karnes County,03,Victoria,506,473,979,<75,<25,40.0,<25,16.7
All Students,128902,Kenedy ISD,128,Karnes County,03,Victoria,538,513,1052,<50,<25,16.7,<25,16.7
All Students,128903,Runge ISD,128,Karnes County,03,Victoria,507,460,967,<25,<25,15.8,<25,
All Students,128904,Falls City ISD,128,Karnes County,20,San Antonio,559,535,1092,<50,<25,37.1,<25,30.8
All Students,129901,Crandall ISD,129,Kaufman County,10,Richardson,527,508,1034,<250,<100,37.4,<25,17.4
All Students,129902,Forney ISD,129,Kaufman County,10,Richardson,532,518,1050,627,352,56.1,69,19.6
All Students,129903,Kaufman ISD,129,Kaufman County,10,Richardson,526,506,1033,251,80,31.9,9,11.3
All Students,129904,Kemp ISD,129,Kaufman County,10,Richardson,518,498,1017,<125,<50,33.3,<25,2.6
All Students,129905,Mabank ISD,129,Kaufman County,10,Richardson,544,519,1063,244,91,37.3,21,23.1
All Students,129906,Terrell ISD,129,Kaufman County,10,Richardson,498,495,993,<250,<50,17.2,<25,4.8
All Students,129910,Scurry-Rosser ISD,129,Kaufman County,10,Richardson,523,511,1034,<100,<50,33.7,<25,23.3
All Students,130801,Meadowland Charter District,130,Kendall County,20,San Antonio,,,,<25,<25,10.0,<25,100
All Students,130901,Boerne ISD,130,Kendall County,20,San Antonio,580,560,1141,654,466,71.3,192,41.2
All Students,130902,Comfort ISD,130,Kendall County,13,Austin,528,504,1032,<100,<50,56.1,<25,21.7
All Students,133901,Center Point ISD,133,Kerr County,20,San Antonio,499,458,955,<50,<25,48.5,<25,
All Students,133903,Kerrville ISD,133,Kerr County,20,San Antonio,543,527,1070,353,205,58.1,58,28.3
All Students,133904,Ingram ISD,133,Kerr County,20,San Antonio,508,482,991,<100,<75,55.8,<25,18.9
All Students,134901,Junction ISD,134,Kimble County,15,San Angelo,509,488,999,56,35,62.5,6,17.1
All Students,136901,Brackett ISD,136,Kinney County,20,San Antonio,486,511,996,<50,<50,68.1,<25,6.3
All Students,137901,Kingsville ISD,137,Kleberg County,02,Corpus Christi,490,466,955,<200,<75,31.0,<25,8.2
All Students,137903,Riviera ISD,137,Kleberg County,02,Corpus Christi,479,482,960,<50,<50,75.8,<25,20.0
All Students,137904,Santa Gertrudis ISD,137,Kleberg County,02,Corpus Christi,543,531,1074,93,30,32.3,8,26.7
All Students,138902,Knox City-O'Brien CISD,138,Knox County,09,Wichita Falls,,,,<50,<25,3.8,<25,
All Students,138903,Munday CISD,138,Knox County,09,Wichita Falls,,,,<50,<25,3.2,<25,
All Students,139905,Chisum ISD,139,Lamar County,08,Mt Pleasant,590,555,1145,<75,<25,12.7,<25,37.5
All Students,139909,Paris ISD,139,Lamar County,08,Mt Pleasant,551,531,1083,221,51,23.1,14,27.5
All Students,139911,North Lamar ISD,139,Lamar County,08,Mt Pleasant,534,510,1046,181,46,25.4,7,15.2
All Students,139912,Prairiland ISD,139,Lamar County,08,Mt Pleasant,540,513,1053,<75,<25,8.3,<25,16.7
All Students,140901,Amherst ISD,140,Lamb County,17,Lubbock,,,,<25,<25,11.1,<25,100
All Students,140904,Littlefield ISD,140,Lamb County,17,Lubbock,510,545,1055,<100,<25,6.7,<25,33.3
All Students,140905,Olton ISD,140,Lamb County,17,Lubbock,505,540,1045,<50,<25,10.8,<25,
All Students,140908,Sudan ISD,140,Lamb County,17,Lubbock,470,510,980,<50,<25,5.6,<25,
All Students,141901,Lampasas ISD,141,Lampasas County,12,Waco,538,518,1055,245,137,55.9,27,19.7
All Students,141902,Lometa ISD,141,Lampasas County,12,Waco,597,530,1127,<25,<25,35.3,<25,16.7
All Students,142901,Cotulla ISD,142,La Salle County,20,San Antonio,460,464,925,<100,<50,30.2,<25,3.8
All Students,143901,Hallettsville ISD,143,Lavaca County,03,Victoria,536,519,1055,87,25,28.7,6,24.0
All Students,143902,Moulton ISD,143,Lavaca County,03,Victoria,537,526,1064,<25,<25,52.4,<25,27.3
All Students,143903,Shiner ISD,143,Lavaca County,03,Victoria,526,519,1045,51,35,68.6,8,22.9
All Students,144901,Giddings ISD,144,Lee County,13,Austin,508,511,1020,<150,<75,48.9,<25,7.4
All Students,144902,Lexington ISD,144,Lee County,13,Austin,554,531,1085,58,31,53.4,7,22.6
All Students,145901,Buffalo ISD,145,Leon County,06,Huntsville,498,489,988,<75,<50,44.1,<25,13.3
All Students,145902,Centerville ISD,145,Leon County,06,Huntsville,543,486,1029,<50,<25,25.0,<25,20.0
All Students,145906,Normangee ISD,145,Leon County,06,Huntsville,517,484,1001,<50,<25,37.1,<25,
All Students,145907,Oakwood ISD,145,Leon County,06,Huntsville,471,464,936,<25,<25,70.0,<25,
All Students,145911,Leon ISD,145,Leon County,06,Huntsville,519,484,1002,<75,<25,27.4,<25,11.8
All Students,146901,Cleveland ISD,146,Liberty County,04,Houston,426,429,855,224,199,88.8,8,4.0
All Students,146902,Dayton ISD,146,Liberty County,04,Houston,507,494,1001,364,143,39.3,16,11.2
All Students,146904,Hardin ISD,146,Liberty County,04,Houston,478,469,947,<100,<50,36.7,<25,3.4
All Students,146905,Hull-Daisetta ISD,146,Liberty County,05,Beaumont,471,446,918,<50,<25,45.2,<25,5.3
All Students,146906,Liberty ISD,146,Liberty County,04,Houston,514,504,1018,<150,<75,51.4,<25,11.1
All Students,146907,Tarkington ISD,146,Liberty County,04,Houston,572,551,1123,103,36,35.0,9,25.0
All Students,147901,Coolidge ISD,147,Limestone County,12,Waco,448,465,913,<25,<25,40.0,<25,
All Students,147902,Groesbeck ISD,147,Limestone County,12,Waco,524,507,1031,<125,<25,12.5,<25,14.3
All Students,147903,Mexia ISD,147,Limestone County,12,Waco,494,486,980,<150,<25,3.5,<25,
All Students,149901,George West ISD,149,Live Oak County,02,Corpus Christi,510,482,992,<100,<50,32.1,<25,4.0
All Students,149902,Three Rivers ISD,149,Live Oak County,02,Corpus Christi,505,488,993,<50,<25,13.0,<25,
All Students,150901,Llano ISD,150,Llano County,13,Austin,550,532,1082,98,59,60.2,13,22.0
All Students,152504,Texas Tech University K-12,152,Lubbock County,17,Lubbock,577,551,1128,<25,<50,,<25,38.2
All Students,152803,South Plains Academy Charter Distr,152,Lubbock County,17,Lubbock,413,433,845,<75,<25,6.8,<25,
All Students,152901,Lubbock ISD,152,Lubbock County,17,Lubbock,483,475,958,1554,1357,87.3,216,15.9
All Students,152902,New Deal ISD,152,Lubbock County,17,Lubbock,522,502,1024,<75,<50,41.7,<25,12.0
All Students,152903,Slaton ISD,152,Lubbock County,17,Lubbock,480,473,952,<100,<25,31.6,<25,8.3
All Students,152906,Lubbock-Cooper ISD,152,Lubbock County,17,Lubbock,557,543,1099,<325,<125,33.2,<50,30.5
All Students,152907,Frenship ISD,152,Lubbock County,17,Lubbock,552,530,1082,613,265,43.2,67,25.3
All Students,152908,Roosevelt ISD,152,Lubbock County,17,Lubbock,480,502,982,<75,<50,38.5,<25,4.0
All Students,152909,Shallowater ISD,152,Lubbock County,17,Lubbock,539,535,1075,103,37,35.9,9,24.3
All Students,152910,Idalou ISD,152,Lubbock County,17,Lubbock,490,501,991,<75,<25,13.7,<25,28.6
All Students,153903,O'Donnell ISD,153,Lynn County,17,Lubbock,475,470,945,<25,<25,21.1,<25,
All Students,153904,Tahoka ISD,153,Lynn County,17,Lubbock,544,532,1076,<50,<25,32.5,<25,30.8
All Students,153905,New Home ISD,153,Lynn County,17,Lubbock,560,580,1140,<25,<25,20.0,<25,33.3
All Students,153907,Wilson ISD,153,Lynn County,17,Lubbock,423,412,835,<25,<25,75.0,<25,
All Students,154901,Madisonville CISD,154,Madison County,06,Huntsville,527,497,1024,123,58,47.2,6,10.3
All Students,154903,North Zulch ISD,154,Madison County,06,Huntsville,523,482,1006,<50,<25,54.8,<25,
All Students,155901,Jefferson ISD,155,Marion County,08,Mt Pleasant,540,490,1030,<100,<25,3.5,<25,33.3
All Students,156902,Stanton ISD,156,Martin County,18,Midland,484,472,956,<75,<25,40.7,<25,4.5
All Students,156905,Grady ISD,156,Martin County,18,Midland,,,,<25,<25,8.3,<25,
All Students,157901,Mason ISD,157,Mason County,15,San Angelo,544,525,1069,52,33,63.5,10,30.3
All Students,158901,Bay City ISD,158,Matagorda County,03,Victoria,501,505,1006,<225,<125,51.6,<25,13.9
All Students,158902,Tidehaven ISD,158,Matagorda County,03,Victoria,523,504,1027,<50,<25,54.8,<25,13.0
All Students,158905,Palacios ISD,158,Matagorda County,03,Victoria,520,509,1029,119,60,50.4,9,15.0
All Students,158906,Van Vleck ISD,158,Matagorda County,03,Victoria,538,515,1053,<100,<25,26.0,<25,20.0
All Students,159901,Eagle Pass ISD,159,Maverick County,20,San Antonio,484,480,965,1079,645,59.8,54,8.4
All Students,160901,Brady ISD,160,McCulloch County,15,San Angelo,522,520,1041,111,49,44.1,6,12.2
All Students,160905,Lohn ISD,160,McCulloch County,15,San Angelo,,,,<25,<25,20.0,<25,
All Students,161802,Rapoport Academy Public School,161,McLennan County,12,Waco,574,542,1116,<50,<25,62.5,<25,40.0
All Students,161807,Harmony Science Acad (Waco),161,McLennan County,12,Waco,533,528,1061,357,385,100,108,28.1
All Students,161901,Crawford ISD,161,McLennan County,12,Waco,570,564,1133,<50,<25,42.9,<25,33.3
All Students,161903,Midway ISD,161,McLennan County,12,Waco,563,542,1105,584,309,52.9,101,32.7
All Students,161906,La Vega ISD,161,McLennan County,12,Waco,482,442,924,<175,<50,20.6,<25,
All Students,161907,Lorena ISD,161,McLennan County,12,Waco,551,541,1092,120,45,37.5,13,28.9
All Students,161908,Mart ISD,161,McLennan County,12,Waco,505,513,1018,<50,<25,38.6,<25,11.8
All Students,161909,McGregor ISD,161,McLennan County,12,Waco,553,528,1084,112,29,25.9,7,24.1
All Students,161910,Moody ISD,161,McLennan County,12,Waco,512,498,1008,<75,<25,11.8,<25,
All Students,161912,Riesel ISD,161,McLennan County,12,Waco,521,539,1057,<50,<25,19.4,<25,14.3
All Students,161914,Waco ISD,161,McLennan County,12,Waco,472,456,928,697,221,31.7,13,5.9
All Students,161916,West ISD,161,McLennan County,12,Waco,568,556,1124,124,44,35.5,14,31.8
All Students,161918,Axtell ISD,161,McLennan County,12,Waco,499,507,1005,<50,<25,46.9,<25,13.0
All Students,161919,Bruceville-Eddy ISD,161,McLennan County,12,Waco,570,528,1097,<75,<25,34.4,<25,19.0
All Students,161920,China Spring ISD,161,McLennan County,12,Waco,580,550,1131,194,84,43.3,30,35.7
All Students,161921,Connally ISD,161,McLennan County,12,Waco,470,467,937,<175,<100,55.0,<25,9.1
All Students,161922,Robinson ISD,161,McLennan County,12,Waco,542,501,1045,146,29,19.9,9,31.0
All Students,161923,Bosqueville ISD,161,McLennan County,12,Waco,540,537,1074,42,18,42.9,6,33.3
All Students,161925,Gholson ISD,161,McLennan County,12,Waco,492,491,983,<25,<25,65.0,<25,15.4
All Students,162904,McMullen County ISD,162,McMullen County,02,Corpus Christi,526,468,994,<25,<25,29.4,<25,
All Students,163901,Devine ISD,163,Medina County,20,San Antonio,521,499,1021,<150,<75,50.4,<25,18.2
All Students,163902,D'Hanis School,163,Medina County,20,San Antonio,604,585,1191,27,10,37.0,5,50.0
All Students,163903,Natalia ISD,163,Medina County,20,San Antonio,483,474,957,<75,<50,53.4,<25,7.7
All Students,163904,Hondo ISD,163,Medina County,20,San Antonio,507,491,998,<150,<25,9.7,<25,7.7
All Students,163908,Medina Valley ISD,163,Medina County,20,San Antonio,525,514,1038,287,30,10.5,6,20.0
All Students,164901,Menard ISD,164,Menard County,15,San Angelo,460,410,870,<25,<25,11.1,<25,
All Students,165901,Midland ISD,165,Midland County,18,Midland,529,535,1064,1380,518,37.5,127,24.5
All Students,165902,Greenwood ISD,165,Midland County,18,Midland,530,519,1049,<150,<75,46.5,<25,16.7
All Students,166901,Cameron ISD,166,Milam County,06,Huntsville,510,491,1004,99,28,28.3,5,17.9
All Students,166903,Milano ISD,166,Milam County,06,Huntsville,580,543,1123,<50,<25,17.1,<25,50.0
All Students,166904,Rockdale ISD,166,Milam County,06,Huntsville,545,515,1062,95,24,25.3,5,20.8
All Students,166905,Thorndale ISD,166,Milam County,13,Austin,528,521,1050,<50,<25,31.3,<25,30.0
All Students,166907,Buckholts ISD,166,Milam County,06,Huntsville,525,495,1020,<25,<25,50.0,<25,
All Students,167901,Goldthwaite ISD,167,Mills County,12,Waco,603,565,1177,<50,<25,15.0,<25,50.0
All Students,167904,Priddy ISD,167,Mills County,12,Waco,508,482,990,<25,<25,55.6,<25,20.0
All Students,168901,Colorado ISD,168,Mitchell County,14,Abilene,580,563,1143,<75,<25,4.2,<25,33.3
All Students,169901,Bowie ISD,169,Montague County,09,Wichita Falls,517,519,1035,113,63,55.8,9,14.3
All Students,169902,Nocona ISD,169,Montague County,09,Wichita Falls,501,503,1001,<50,<25,16.3,<25,
All Students,169906,Gold Burg ISD,169,Montague County,09,Wichita Falls,536,552,1088,<25,<25,55.6,<25,20.0
All Students,169910,Forestburg ISD,169,Montague County,09,Wichita Falls,520,444,964,<25,<25,58.3,<25,14.3
All Students,169911,Saint Jo ISD,169,Montague County,09,Wichita Falls,507,460,967,<25,<25,30.0,<25,
All Students,170902,Conroe ISD,170,Montgomery County,06,Huntsville,573,569,1142,3791,2310,60.9,998,43.2
All Students,170903,Montgomery ISD,170,Montgomery County,06,Huntsville,560,549,1108,541,276,51.0,84,30.4
All Students,170904,Willis ISD,170,Montgomery County,06,Huntsville,511,504,1015,425,204,48.0,25,12.3
All Students,170906,Magnolia ISD,170,Montgomery County,06,Huntsville,543,539,1082,910,494,54.3,135,27.3
All Students,170907,Splendora ISD,170,Montgomery County,06,Huntsville,531,482,1013,265,64,24.2,7,10.9
All Students,170908,New Caney ISD,170,Montgomery County,06,Huntsville,519,498,1017,886,356,40.2,38,10.7
All Students,171901,Dumas ISD,171,Moore County,16,Amarillo,533,535,1068,<350,<25,1.2,<25,50.0
All Students,171902,Sunray ISD,171,Moore County,16,Amarillo,,,,<50,<25,2.7,<25,100
All Students,172902,Daingerfield-Lone Star ISD,172,Morris County,08,Mt Pleasant,580,510,1092,<75,<25,7.7,<25,20.0
All Students,172905,Pewitt CISD,172,Morris County,08,Mt Pleasant,436,461,895,<75,<25,16.4,<25,
All Students,174902,Cushing ISD,174,Nacogdoches County,07,Kilgore,552,541,1097,<50,<25,27.5,<25,27.3
All Students,174903,Garrison ISD,174,Nacogdoches County,07,Kilgore,524,547,1074,<50,<25,20.4,<25,20.0
All Students,174904,Nacogdoches ISD,174,Nacogdoches County,07,Kilgore,513,503,1016,399,171,42.9,31,18.1
All Students,174906,Woden ISD,174,Nacogdoches County,07,Kilgore,530,505,1035,<75,<25,39.3,<25,4.5
All Students,174908,Central Heights ISD,174,Nacogdoches County,07,Kilgore,566,529,1096,70,26,37.1,9,34.6
All Students,174909,Martinsville ISD,174,Nacogdoches County,07,Kilgore,620,540,1160,<25,<25,8.3,<25,50.0
All Students,174911,Douglass ISD,174,Nacogdoches County,07,Kilgore,520,514,1034,<25,<25,70.0,<25,14.3
All Students,175902,Blooming Grove ISD,175,Navarro County,12,Waco,517,510,1027,<75,<50,48.1,<25,11.5
All Students,175903,Corsicana ISD,175,Navarro County,12,Waco,503,494,998,347,162,46.7,22,13.6
All Students,175904,Dawson ISD,175,Navarro County,12,Waco,550,508,1058,<50,<25,12.8,<25,20.0
All Students,175905,Frost ISD,175,Navarro County,12,Waco,512,508,1019,<50,<25,45.7,<25,6.3
All Students,175907,Kerens ISD,175,Navarro County,12,Waco,533,506,1037,<50,<25,16.7,<25,14.3
All Students,175910,Mildred ISD,175,Navarro County,12,Waco,551,535,1085,52,22,42.3,5,22.7
All Students,175911,Rice ISD,175,Navarro County,12,Waco,485,475,959,<50,<50,63.3,<25,
All Students,176901,Burkeville ISD,176,Newton County,05,Beaumont,640,603,1243,<25,<25,15.0,<25,100
All Students,176902,Newton ISD,176,Newton County,05,Beaumont,536,540,1076,<75,<25,11.8,<25,25.0
All Students,176903,Deweyville ISD,176,Newton County,05,Beaumont,517,465,982,<75,<25,40.0,<25,5.0
All Students,177901,Roscoe Collegiate ISD,177,Nolan County,14,Abilene,560,460,1030,<50,<25,14.3,<25,25.0
All Students,177902,Sweetwater ISD,177,Nolan County,14,Abilene,525,493,1018,<150,<25,4.7,<25,33.3
All Students,177903,Blackwell CISD,177,Nolan County,14,Abilene,597,537,1133,<25,<25,23.1,<25,
All Students,177905,Highland ISD,177,Nolan County,14,Abilene,,,,<25,<25,10.0,<25,100
All Students,178902,Bishop CISD,178,Nueces County,02,Corpus Christi,516,485,1002,<100,<50,47.6,<25,5.0
All Students,178903,Calallen ISD,178,Nueces County,02,Corpus Christi,525,514,1039,<300,<175,57.0,<50,20.4
All Students,178904,Corpus Christi ISD,178,Nueces County,02,Corpus Christi,514,495,1010,2468,1218,49.4,210,17.2
All Students,178906,London ISD,178,Nueces County,02,Corpus Christi,568,558,1126,51,34,66.7,11,32.4
All Students,178908,Port Aransas ISD,178,Nueces County,02,Corpus Christi,556,534,1090,55,28,50.9,9,32.1
All Students,178909,Robstown ISD,178,Nueces County,02,Corpus Christi,477,440,917,<175,<25,1.8,<25,
All Students,178912,Tuloso-Midway ISD,178,Nueces County,20,San Antonio,513,494,1007,312,103,33.0,13,12.6
All Students,178913,Banquete ISD,178,Nueces County,02,Corpus Christi,492,537,1028,<100,<25,8.0,<25,50.0
All Students,178914,Flour Bluff ISD,178,Nueces County,02,Corpus Christi,556,567,1123,438,240,54.8,96,40.0
All Students,178915,West Oso ISD,178,Nueces County,02,Corpus Christi,468,437,905,<150,<50,34.6,<25,2.2
All Students,179901,Perryton ISD,179,Ochiltree County,16,Amarillo,522,498,1020,<175,<25,3.5,<25,
All Students,180901,Boys Ranch ISD,180,Oldham County,16,Amarillo,515,482,997,<50,<25,14.6,<25,16.7
All Students,180902,Vega ISD,180,Oldham County,16,Amarillo,565,546,1111,<50,<25,29.6,<25,37.5
All Students,180903,Adrian ISD,180,Oldham County,16,Amarillo,550,465,1015,<25,<25,40.0,<25,
All Students,181901,Bridge City ISD,181,Orange County,05,Beaumont,512,503,1015,166,91,54.8,10,11.0
All Students,181905,Orangefield ISD,181,Orange County,05,Beaumont,554,546,1099,114,61,53.5,18,29.5
All Students,181906,West Orange-Cove CISD,181,Orange County,05,Beaumont,460,453,912,<175,<100,54.0,<25,4.9
All Students,181907,Vidor ISD,181,Orange County,05,Beaumont,515,503,1018,<325,<150,44.6,<25,15.0
All Students,181908,Little Cypress-Mauriceville CISD,181,Orange County,05,Beaumont,545,536,1081,238,114,47.9,39,34.2
All Students,182901,Gordon ISD,182,Palo Pinto County,11,Fort Worth,558,533,1090,<25,<25,38.1,<25,
All Students,182902,Graford ISD,182,Palo Pinto County,11,Fort Worth,495,490,985,<50,<25,42.9,<25,16.7
All Students,182903,Mineral Wells ISD,182,Palo Pinto County,11,Fort Worth,507,495,1002,<225,<100,39.1,<25,9.9
All Students,182904,Santo ISD,182,Palo Pinto County,11,Fort Worth,536,517,1053,<50,<25,27.8,<25,20.0
All Students,182905,Strawn ISD,182,Palo Pinto County,11,Fort Worth,543,518,1062,<25,<25,42.9,<25,16.7
All Students,183801,Panola Charter School,183,Panola County,07,Kilgore,517,467,977,<50,<25,9.7,<25,
All Students,183901,Beckville ISD,183,Panola County,07,Kilgore,580,520,1100,<50,<25,4.8,<25,
All Students,183902,Carthage ISD,183,Panola County,07,Kilgore,556,541,1098,162,21,13.0,5,23.8
All Students,183904,Gary ISD,183,Panola County,07,Kilgore,540,445,985,<50,<25,6.3,<25,
All Students,184801,Crosstimbers Academy,184,Parker County,11,Fort Worth,,,,<50,<25,2.6,<25,
All Students,184901,Poolville ISD,184,Parker County,11,Fort Worth,472,471,943,<50,<25,43.2,<25,12.5
All Students,184902,Springtown ISD,184,Parker County,11,Fort Worth,541,503,1045,202,88,43.6,15,17.0
All Students,184903,Weatherford ISD,184,Parker County,11,Fort Worth,542,508,1050,590,244,41.4,59,24.2
All Students,184904,Millsap ISD,184,Parker County,11,Fort Worth,543,514,1057,<75,<25,35.6,<25,23.8
All Students,184907,Aledo ISD,184,Parker County,11,Fort Worth,573,580,1153,402,279,69.4,125,44.8
All Students,184908,Peaster ISD,184,Parker County,11,Fort Worth,565,553,1118,58,20,34.5,5,25.0
All Students,184909,Brock ISD,184,Parker County,11,Fort Worth,559,573,1133,97,40,41.2,14,35.0
All Students,185902,Farwell ISD,185,Parmer County,16,Amarillo,540,533,1075,<50,<25,12.9,<25,
All Students,185903,Friona ISD,185,Parmer County,16,Amarillo,,,,<75,<25,1.4,<25,
All Students,186901,Buena Vista ISD,186,Pecos County,18,Midland,486,498,983,<25,<25,75.0,<25,11.1
All Students,186902,Fort Stockton ISD,186,Pecos County,18,Midland,483,488,971,<175,<75,39.1,<25,1.7
All Students,186903,Iraan-Sheffield ISD,186,Pecos County,18,Midland,572,529,1104,46,10,21.7,5,50.0
All Students,187901,Big Sandy ISD,187,Polk County,06,Huntsville,552,553,1105,<50,<25,19.4,<25,33.3
All Students,187903,Goodrich ISD,187,Polk County,06,Huntsville,443,453,890,<25,<25,100,<25,
All Students,187904,Corrigan-Camden ISD,187,Polk County,06,Huntsville,476,479,955,<75,<50,54.7,<25,6.9
All Students,187906,Leggett ISD,187,Polk County,06,Huntsville,523,423,947,<25,<25,85.7,<25,16.7
All Students,187907,Livingston ISD,187,Polk County,06,Huntsville,497,478,975,289,108,37.4,6,5.6
All Students,187910,Onalaska ISD,187,Polk County,06,Huntsville,552,526,1078,<75,<25,46.2,<25,29.2
All Students,188901,Amarillo ISD,188,Potter County,16,Amarillo,468,480,949,1915,1768,92.3,194,11.0
All Students,188902,River Road ISD,188,Potter County,16,Amarillo,514,514,1027,<125,<25,19.2,<25,20.0
All Students,188903,Highland Park ISD,188,Potter County,16,Amarillo,520,494,1014,<75,<25,39.3,<25,12.5
All Students,188904,Bushland ISD,188,Potter County,16,Amarillo,545,538,1082,135,22,16.3,6,27.3
All Students,189902,Presidio ISD,189,Presidio County,18,Midland,474,487,961,<125,<50,34.2,<25,7.7
All Students,190903,Rains ISD,190,Rains County,07,Kilgore,537,501,1039,<125,<25,13.7,<25,18.8
All Students,191901,Canyon ISD,191,Randall County,16,Amarillo,563,554,1115,657,91,13.9,33,36.3
All Students,192901,Reagan County ISD,192,Reagan County,18,Midland,,,,<50,<25,2.0,<25,100
All Students,193801,Big Springs Charter School,193,Real County,20,San Antonio,455,455,910,<25,<25,16.7,<25,
All Students,193902,Leakey ISD,193,Real County,20,San Antonio,580,558,1138,<25,<25,19.0,<25,50.0
All Students,194903,Rivercrest ISD,194,Red River County,08,Mt Pleasant,496,470,966,<50,<25,10.2,<25,
All Students,194904,Clarksville ISD,194,Red River County,08,Mt Pleasant,447,380,827,<50,<25,11.5,<25,
All Students,194905,Detroit ISD,194,Red River County,08,Mt Pleasant,495,470,970,<50,<25,6.3,<25,
All Students,195901,Pecos-Barstow-Toyah ISD,195,Reeves County,18,Midland,478,466,943,<175,<75,44.1,<25,6.0
All Students,195902,Balmorhea ISD,195,Reeves County,18,Midland,478,460,938,<25,<25,55.6,<25,
All Students,196901,Austwell-Tivoli ISD,196,Refugio County,03,Victoria,538,484,1022,<25,<25,66.7,<25,30.0
All Students,196902,Woodsboro ISD,196,Refugio County,03,Victoria,473,540,1013,<50,<25,8.8,<25,
All Students,196903,Refugio ISD,196,Refugio County,03,Victoria,499,510,1004,<50,<25,22.5,<25,11.1
All Students,197902,Miami ISD,197,Roberts County,16,Amarillo,,,,<25,<25,7.1,<25,
All Students,198901,Bremond ISD,198,Robertson County,06,Huntsville,523,514,1037,<50,<25,67.7,<25,14.3
All Students,198902,Calvert ISD,198,Robertson County,06,Huntsville,360,447,807,<25,<25,30.0,<25,
