Group,District,DistName,cntyname,RegnName,REGION,Exnees_Above_Crit_Rate,Part_Rate,Students_Mskd,Exnees_Mskd,Exnees_Crit_Mskd,Exams_Mskd,Exams_Crit_Mskd,Exams_Above_Crit_Rate
All students,001903,Elkhart ISD,Anderson County,Kilgore,07,61.1,11.4,158,18,11,31,16,51.6
All students,001904,Frankston ISD,Anderson County,Kilgore,07,,6.8,103,7,<5,7,<5,
All students,001907,Palestine ISD,Anderson County,Kilgore,07,33.3,17.3,365,63,21,86,29,33.7
All students,001908,Westwood ISD,Anderson County,Kilgore,07,40,7.1,211,15,6,23,7,30.4
All students,002901,Andrews ISD,Andrews County,Midland,18,20.5,11,399,44,9,45,9,20
All students,003902,Hudson ISD,Angelina County,Kilgore,07,72.2,11.1,323,36,26,37,26,70.3
All students,003903,Lufkin ISD,Angelina County,Kilgore,07,58.7,20.3,1027,208,122,475,238,50.1
All students,003905,Diboll ISD,Angelina County,Kilgore,07,,20.1,234,47,<5,64,<5,
All students,003907,Central ISD,Angelina County,Kilgore,07,,4.5,220,10,<5,10,<5,
All students,004901,Aransas County ISD,Aransas County,Corpus Christi,02,54.7,17,442,75,41,169,73,43.2
All students,005901,Archer City ISD,Archer County,Wichita Falls,09,42.9,18.7,75,14,6,16,6,37.5
All students,005902,Holliday ISD,Archer County,Wichita Falls,09,55.3,30.9,123,38,21,39,21,53.8
All students,005904,Windthorst ISD,Archer County,Wichita Falls,09,,,76,<5,<5,<5,<5,
All students,007902,Jourdanton ISD,Atascosa County,San Antonio,20,,13.3,166,22,<5,35,<10,
All students,007904,Lytle ISD,Atascosa County,San Antonio,20,25,8.2,244,20,5,20,5,25
All students,007905,Pleasanton ISD,Atascosa County,San Antonio,20,20.7,14.1,411,58,12,89,18,20.2
All students,007906,Poteet ISD,Atascosa County,San Antonio,20,,12.3,228,28,<5,31,<5,
All students,008901,Bellville ISD,Austin County,Huntsville,06,,16.4,341,56,<35,69,37,53.6
All students,008902,Sealy ISD,Austin County,Huntsville,06,30.9,25.4,382,97,30,145,37,25.5
All students,009901,Muleshoe ISD,Bailey County,Lubbock,17,,,159,<5,<5,<5,<5,
All students,010901,Medina ISD,Bandera County,San Antonio,20,,,63,<10,<5,<10,<5,
All students,010902,Bandera ISD,Bandera County,San Antonio,20,46.3,14.8,365,54,25,87,32,36.8
All students,011901,Bastrop ISD,Bastrop County,Austin,13,65.2,10.3,1090,112,73,221,131,59.3
All students,011902,Elgin ISD,Bastrop County,Austin,13,45.7,6.5,541,35,16,47,21,44.7
All students,011904,Smithville ISD,Bastrop County,Austin,13,,3.2,251,8,<5,13,<5,
All students,012901,Seymour ISD,Baylor County,Wichita Falls,09,,17.1,76,13,<5,15,<5,
All students,013901,Beeville ISD,Bee County,Corpus Christi,02,51.1,9.8,457,45,23,82,39,47.6
All students,013905,Skidmore-Tynan ISD,Bee County,Corpus Christi,02,,31,129,40,<5,54,<5,
All students,014804,Orenda Charter School,Bell County,Waco,12,,19.8,111,22,<5,38,<5,
All students,014901,Academy ISD,Bell County,Waco,12,48.1,18,150,27,13,30,15,50
All students,014903,Belton ISD,Bell County,Waco,12,69.8,16.6,1141,189,132,436,270,61.9
All students,014906,Killeen ISD,Bell County,Waco,12,38.7,21,4191,879,340,1725,543,31.5
All students,014908,Salado ISD,Bell County,Waco,12,59.3,26.9,219,59,35,97,60,61.9
All students,014909,Temple ISD,Bell County,Waco,12,53.9,21.2,851,180,97,388,190,49
All students,014910,Troy ISD,Bell County,Waco,12,48.4,16.8,184,31,15,51,15,29.4
All students,015801,Por Vida Academy,Bexar County,San Antonio,20,,5.7,175,10,<5,12,<5,
All students,015806,School Of Excellence In Education,Bexar County,San Antonio,20,,39.7,116,46,<5,55,<5,
All students,015807,Southwest Preparatory School,Bexar County,San Antonio,20,,2.1,327,7,<5,13,6,46.2
All students,015822,Jubilee Academic Center,Bexar County,San Antonio,20,,,65,<5,<5,<5,<5,
All students,015826,Kipp San Antonio,Bexar County,San Antonio,20,,76.4,72,55,<10,78,6,7.7
All students,015827,School Of Science And Technology,Bexar County,San Antonio,20,58.5,46.1,89,41,24,71,39,54.9
All students,015828,Harmony Science Acad (San Antonio),Bexar County,San Antonio,20,35.7,53.8,52,28,10,40,13,32.5
All students,015830,Brooks Academy Of Science And Engi,Bexar County,San Antonio,20,34.4,27.4,117,32,11,40,11,27.5
All students,015901,Alamo Heights ISD,Bexar County,San Antonio,20,71.3,48.9,726,355,253,836,554,66.3
All students,015904,Harlandale ISD,Bexar County,San Antonio,20,13,18.4,1715,315,41,464,53,11.4
All students,015905,Edgewood ISD,Bexar County,San Antonio,20,15,22.1,1086,240,36,422,37,8.8
All students,015906,Randolph Field ISD,Bexar County,San Antonio,20,56.5,43.1,160,69,39,131,73,55.7
All students,015907,San Antonio ISD,Bexar County,San Antonio,20,14.8,26.6,5550,1478,219,2726,279,10.2
All students,015908,South San Antonio ISD,Bexar County,San Antonio,20,,7.8,916,71,<20,113,18,15.9
All students,015909,Somerset ISD,Bexar County,San Antonio,20,,8.2,427,35,<5,39,<5,
All students,015910,North East ISD,Bexar County,San Antonio,20,55.9,33.4,9298,3106,1735,7875,3739,47.5
All students,015911,East Central ISD,Bexar County,San Antonio,20,34.7,16.8,1203,202,70,334,103,30.8
All students,015912,Southwest ISD,Bexar County,San Antonio,20,12,5.6,1483,83,10,83,10,12
All students,015913,Lackland ISD,Bexar County,San Antonio,20,62.5,42.1,76,32,20,59,34,57.6
All students,015914,Ft Sam Houston ISD,Bexar County,San Antonio,20,50.8,41.5,142,59,30,115,46,40
All students,015915,Northside ISD,Bexar County,San Antonio,20,42.2,32,12386,3958,1670,8592,3129,36.4
All students,015916,Judson ISD,Bexar County,San Antonio,20,46.4,11.5,2684,308,143,541,215,39.7
All students,015917,Southside ISD,Bexar County,San Antonio,20,35.1,17.5,634,111,39,193,49,25.4
All students,016901,Johnson City ISD,Blanco County,Austin,13,,8.2,98,8,<5,10,<5,
All students,016902,Blanco ISD,Blanco County,Austin,13,51.5,22.1,149,33,17,55,26,47.3
All students,018901,Clifton ISD,Bosque County,Waco,12,,3.3,151,5,<5,9,<5,
All students,019903,Maud ISD,Bowie County,Mt Pleasant,08,,,74,<5,<5,<5,<5,
All students,019905,New Boston ISD,Bowie County,Mt Pleasant,08,,,178,<5,<5,6,<5,
All students,019906,Redwater ISD,Bowie County,Mt Pleasant,08,,,190,<5,<5,<5,<5,
All students,019907,Texarkana ISD,Bowie County,Mt Pleasant,08,63.7,12.3,922,113,72,197,105,53.3
All students,019912,Pleasant Grove ISD,Bowie County,Mt Pleasant,08,,11.5,287,33,<25,51,27,52.9
All students,020901,Alvin ISD,Brazoria County,Houston,04,62,20.5,2065,424,263,970,474,48.9
All students,020902,Angleton ISD,Brazoria County,Houston,04,46.3,11.7,815,95,44,164,59,36
All students,020904,Danbury ISD,Brazoria County,Houston,04,,7.6,92,7,<5,7,<5,
All students,020905,Brazosport ISD,Brazoria County,Houston,04,63.5,12.9,1639,211,134,434,288,66.4
All students,020906,Sweeny ISD,Brazoria County,Houston,04,50,10,299,30,15,33,16,48.5
All students,020907,Columbia-Brazoria ISD,Brazoria County,Houston,04,,,385,<5,<5,<5,<5,
All students,020908,Pearland ISD,Brazoria County,Houston,04,64.6,27.5,2510,689,445,1701,1009,59.3
All students,021804,Harmony Science Acad (College Stat,Brazos County,Huntsville,06,,,<5,<10,<5,12,6,50
All students,021901,College Station ISD,Brazos County,Huntsville,06,83.5,30.5,1365,417,348,1033,849,82.2
All students,021902,Bryan ISD,Brazos County,Huntsville,06,51.9,19.5,1730,337,175,632,314,49.7
All students,022901,Alpine ISD,Brewster County,Midland,18,44.4,13.4,134,18,8,19,8,42.1
All students,024901,Brooks County ISD,Brooks County,Corpus Christi,02,,8.7,183,16,<5,16,<5,
All students,025902,Brownwood ISD,Brown County,San Angelo,15,,,412,<5,<5,<5,<5,
All students,025909,Early ISD,Brown County,San Angelo,15,59.2,30.4,161,49,29,73,44,60.3
All students,026901,Caldwell ISD,Burleson County,Huntsville,06,59.3,11.2,242,27,16,36,21,58.3
All students,026903,Snook ISD,Burleson County,Huntsville,06,,,59,<5,<5,<5,<5,
All students,027903,Burnet CISD,Burnet County,Austin,13,18.2,22.6,438,99,18,183,18,9.8
All students,027904,Marble Falls ISD,Burnet County,Austin,13,48.3,16.4,532,87,42,164,62,37.8
All students,028902,Lockhart ISD,Caldwell County,Austin,13,42.3,17.5,634,111,47,183,72,39.3
All students,028903,Luling ISD,Caldwell County,Austin,13,,,177,<5,<5,<5,<5,
All students,029901,Calhoun County ISD,Calhoun County,Victoria,03,29.6,15.3,530,81,24,187,54,28.9
All students,030901,Cross Plains ISD,Callahan County,Abilene,14,,,55,<5,<5,<5,<5,
All students,030902,Clyde CISD,Callahan County,Abilene,14,36,12.9,194,25,9,30,<15,
All students,030903,Baird ISD,Callahan County,Abilene,14,,,40,<5,<5,<5,<5,
All students,030906,Eula ISD,Callahan County,Abilene,14,,,47,<5,<5,<5,<5,
All students,031803,Harmony Science Academy - Brownsvi,Cameron County,Edinburg,01,,,11,<10,<5,16,<5,
All students,031901,Brownsville ISD,Cameron County,Edinburg,01,23.8,25.5,5722,1459,347,2464,419,17
All students,031903,Harlingen CISD,Cameron County,Edinburg,01,26,16.8,2314,388,101,713,132,18.5
All students,031905,La Feria ISD,Cameron County,Edinburg,01,21.7,25.5,470,120,26,238,36,15.1
All students,031906,Los Fresnos CISD,Cameron County,Edinburg,01,61.2,13.3,1245,165,101,340,173,50.9
All students,031909,Point Isabel ISD,Cameron County,Edinburg,01,33.7,31.4,283,89,30,116,32,27.6
All students,031911,Rio Hondo ISD,Cameron County,Edinburg,01,34.8,7.8,294,23,8,26,8,30.8
All students,031912,San Benito CISD,Cameron County,Edinburg,01,43.2,7.1,1329,95,41,162,58,35.8
All students,031913,Santa Maria ISD,Cameron County,Edinburg,01,,,<75,7,<5,12,<5,
All students,031914,Santa Rosa ISD,Cameron County,Edinburg,01,17.1,21.6,162,35,6,39,6,15.4
All students,031916,South Texas ISD,Cameron County,Edinburg,01,39,89.6,1053,944,368,3204,711,22.2
All students,032902,Pittsburg ISD,Camp County,Mt Pleasant,08,,11.3,309,35,<5,46,<5,
All students,033901,Groom ISD,Carson County,Amarillo,16,,,24,<5,<5,<5,<5,
All students,034901,Atlanta ISD,Cass County,Mt Pleasant,08,,,237,<10,<5,7,<5,
All students,034902,Avinger ISD,Cass County,Mt Pleasant,08,,,22,<5,<5,<5,<5,
All students,035901,Dimmitt ISD,Castro County,Amarillo,16,,6.7,134,9,<5,9,<5,
All students,036901,Anahuac ISD,Chambers County,Houston,04,,26.3,171,45,<5,64,<10,
All students,036902,Barbers Hill ISD,Chambers County,Houston,04,50,12.5,562,70,35,103,52,50.5
All students,037904,Jacksonville ISD,Cherokee County,Kilgore,07,47.2,7.2,503,36,17,47,26,55.3
All students,037907,Rusk ISD,Cherokee County,Kilgore,07,,3.6,248,9,<10,12,10,83.3
All students,039902,Henrietta ISD,Clay County,Wichita Falls,09,47.1,10.9,156,17,8,21,8,38.1
All students,040902,Whiteface CISD,Cochran County,Lubbock,17,,,32,<5,<5,<5,<5,
All students,041901,Bronte ISD,Coke County,San Angelo,15,,13.5,52,7,<5,7,<5,
All students,041902,Robert Lee ISD,Coke County,San Angelo,15,,,40,<5,<5,<5,<5,
All students,042901,Coleman ISD,Coleman County,San Angelo,15,,5.5,91,5,<5,5,<5,
All students,043901,Allen ISD,Collin County,Richardson,10,74,33.8,2559,864,639,2005,1321,65.9
All students,043902,Anna ISD,Collin County,Richardson,10,,,270,<5,<5,<5,<5,
All students,043903,Celina ISD,Collin County,Richardson,10,64.6,27.6,297,82,53,138,82,59.4
All students,043904,Farmersville ISD,Collin County,Richardson,10,35.5,16.1,193,31,11,34,11,32.4
All students,043905,Frisco ISD,Collin County,Richardson,10,77.2,34.1,4224,1440,1111,3356,2403,71.6
All students,043907,McKinney ISD,Collin County,Richardson,10,68.9,46.9,3154,1478,1018,3832,2405,62.8
All students,043908,Melissa ISD,Collin County,Richardson,10,21.1,19.3,197,38,8,38,8,21.1
All students,043910,Plano ISD,Collin County,Richardson,10,83.8,40.5,7792,3157,2647,8627,6884,79.8
All students,043911,Princeton ISD,Collin County,Richardson,10,50,8.2,392,32,16,50,20,40
All students,043912,Prosper ISD,Collin County,Richardson,10,70.5,48.2,548,264,186,547,349,63.8
All students,043914,Wylie ISD,Collin County,Richardson,10,70.2,21,1483,312,219,619,359,58
All students,043918,Community ISD,Collin County,Richardson,10,35.3,14.6,233,34,12,41,12,29.3
All students,043919,Lovejoy ISD,Collin County,Richardson,10,71.9,64.8,532,345,248,921,561,60.9
All students,045902,Columbus ISD,Colorado County,Victoria,03,,,261,<5,<5,5,<5,
All students,046901,New Braunfels ISD,Comal County,Austin,13,67.4,27.2,1046,285,192,792,434,54.8
All students,046902,Comal ISD,Comal County,Austin,13,52.1,27.9,2372,662,345,1399,586,41.9
All students,047901,Comanche ISD,Comanche County,Abilene,14,50,6.5,153,10,5,13,5,38.5
All students,047902,De Leon ISD,Comanche County,Abilene,14,,,79,<5,<5,<5,<5,
All students,049902,Muenster ISD,Cooke County,Fort Worth,11,64.7,23.6,72,17,11,23,17,73.9
All students,049903,Valley View ISD,Cooke County,Fort Worth,11,,,85,<10,<5,<10,<5,
All students,049905,Callisburg ISD,Cooke County,Fort Worth,11,,8,162,13,<5,17,<5,
All students,049907,Lindsay ISD,Cooke County,Fort Worth,11,,28.4,81,23,<15,34,13,38.2
All students,050902,Gatesville ISD,Coryell County,Waco,12,22.7,5.4,404,22,5,32,6,18.8
All students,050910,Copperas Cove ISD,Coryell County,Waco,12,36.3,17.4,981,171,62,331,99,29.9
All students,052901,Crane ISD,Crane County,Midland,18,,8.7,150,13,<5,17,<5,
All students,053001,Crockett County Consolidated CSD,Crockett County,San Angelo,15,,15.9,88,14,<5,14,<5,
All students,054901,Crosbyton CISD,Crosby County,Lubbock,17,,18.2,55,10,<5,10,<5,
All students,054903,Ralls ISD,Crosby County,Lubbock,17,,14.9,67,10,<5,10,<5,
All students,057802,Pegasus School Of Liberal Arts And,Dallas County,Richardson,10,,21,62,13,<5,14,<5,
All students,057803,Uplift Education - North Hills Pre,Dallas County,Richardson,10,63.8,73.8,187,138,88,328,184,56.1
All students,057807,Life School,Dallas County,Richardson,10,,4.8,270,13,<5,19,<5,
All students,057808,Universal Academy,Dallas County,Richardson,10,,,44,<5,<5,7,<5,
All students,057825,Honors Academy,Dallas County,Richardson,10,,,143,<5,<5,<10,<5,
All students,057829,A+ Academy,Dallas County,Richardson,10,,13.6,103,14,<5,18,<5,
All students,057838,Uplift Education - Peak Preparator,Dallas County,Richardson,10,,,112,<110,44,357,47,13.2
All students,057842,Uplift Education - Williams Prepar,Dallas County,Richardson,10,50,78.2,87,68,34,182,<50,
All students,057843,Uplift Education - Hampton Prepara,Dallas County,Richardson,10,,20,60,12,<5,24,<5,
All students,057903,Carrollton-Farmers Branch ISD,Dallas County,Richardson,10,60.8,27.5,3403,937,570,1988,1046,52.6
All students,057904,Cedar Hill ISD,Dallas County,Richardson,10,20.6,5.3,1188,63,13,109,22,20.2
All students,057905,Dallas ISD,Dallas County,Richardson,10,29.7,33.4,16678,5569,1656,12825,3157,24.6
All students,057906,Desoto ISD,Dallas County,Richardson,10,19.5,16.1,1246,200,39,357,48,13.4
All students,057907,Duncanville ISD,Dallas County,Richardson,10,67.6,7.8,1749,136,92,301,177,58.8
All students,057909,Garland ISD,Dallas County,Richardson,10,48.6,19,8133,1549,753,3196,1285,40.2
All students,057910,Grand Prairie ISD,Dallas County,Richardson,10,36.4,21.1,3345,707,257,1345,367,27.3
All students,057911,Highland Park ISD,Dallas County,Richardson,10,79.1,,<980,764,604,2368,1569,66.3
All students,057912,Irving ISD,Dallas County,Richardson,10,33.9,25.6,4054,1037,352,2103,591,28.1
All students,057913,Lancaster ISD,Dallas County,Richardson,10,6.3,17.5,727,127,8,213,9,4.2
All students,057914,Mesquite ISD,Dallas County,Richardson,10,50,14.9,5008,746,373,1399,547,39.1
All students,057916,Richardson ISD,Dallas County,Richardson,10,67.1,36.7,4327,1588,1066,3773,2299,60.9
All students,057922,Coppell ISD,Dallas County,Richardson,10,79.6,40.1,1553,623,496,1326,971,73.2
All students,058909,Sands CISD,Dawson County,Lubbock,17,,,26,<5,<5,<5,<5,
All students,059901,Hereford ISD,Deaf Smith County,Amarillo,16,,2.6,531,14,<10,18,6,33.3
All students,061501,University Of North Texas,Denton County,Fort Worth,11,,,<5,<5,<5,7,7,100
All students,061901,Denton ISD,Denton County,Fort Worth,11,56.8,20.6,2740,565,321,1269,609,48
All students,061902,Lewisville ISD,Denton County,Fort Worth,11,76.2,28,7187,2014,1534,4392,3178,72.4
All students,061903,Pilot Point ISD,Denton County,Fort Worth,11,34.8,11,209,23,8,23,8,34.8
All students,061905,Krum ISD,Denton County,Fort Worth,11,75.9,14.8,196,29,22,46,32,69.6
All students,061906,Ponder ISD,Denton County,Fort Worth,11,,4.1,172,7,<5,7,<5,
All students,061907,Aubrey ISD,Denton County,Fort Worth,11,64,10.5,237,25,16,28,18,64.3
All students,061908,Sanger ISD,Denton County,Fort Worth,11,39.4,10.4,318,33,13,33,13,39.4
All students,061910,Argyle ISD,Denton County,Fort Worth,11,69.7,27.8,320,89,62,202,126,62.4
All students,061911,Northwest ISD,Denton County,Fort Worth,11,54.6,33,1871,617,337,1444,639,44.3
All students,061912,Lake Dallas ISD,Denton County,Fort Worth,11,56.9,12.4,579,72,41,106,56,52.8
All students,061914,Little Elm ISD,Denton County,Fort Worth,11,40.6,24.5,674,165,67,390,110,28.2
All students,062901,Cuero ISD,Dewitt County,Victoria,03,41.2,7.2,236,17,7,28,8,28.6
All students,062903,Yoakum ISD,Dewitt County,Victoria,03,,6.3,208,13,<5,13,<5,
All students,063906,Patton Springs ISD,Dickens County,Lubbock,17,,,9,<5,<5,8,<5,
All students,064903,Carrizo Springs CISD,Dimmit County,San Antonio,20,,,260,<10,<5,<10,<5,
All students,065901,Clarendon ISD,Donley County,Amarillo,16,,,88,<5,<5,<5,<5,
All students,066902,San Diego ISD,Duval County,Corpus Christi,02,,,179,<15,<5,13,<5,
All students,067903,Eastland ISD,Eastland County,Abilene,14,43.8,9.6,167,16,7,17,8,47.1
All students,067904,Gorman ISD,Eastland County,Abilene,14,,,35,<5,<5,<5,<5,
All students,068801,Richard Milburn Academy (Ector Cou,Ector County,Midland,18,,,397,<5,<5,<5,<5,
All students,068901,Ector County ISD,Ector County,Midland,18,37,12.8,2835,362,134,612,204,33.3
All students,069901,Rocksprings ISD,Edwards County,San Angelo,15,,20,35,7,<5,7,<5,
All students,070903,Ennis ISD,Ellis County,Richardson,10,43.2,20.5,677,139,60,229,86,37.6
All students,070905,Ferris ISD,Ellis County,Richardson,10,,2.9,308,9,<10,10,5,50
All students,070907,Italy ISD,Ellis County,Richardson,10,,,91,<5,<5,<5,<5,
All students,070908,Midlothian ISD,Ellis County,Richardson,10,50.5,20.5,1055,216,109,420,185,44
All students,070911,Red Oak ISD,Ellis County,Richardson,10,56.4,12.2,905,110,62,198,92,46.5
All students,070912,Waxahachie ISD,Ellis County,Richardson,10,45.5,9.9,1001,99,45,175,70,40
All students,071801,Burnham Wood Charter School Distri,El Paso County,El Paso,19,,16.2,37,6,<5,14,<5,
All students,071806,Harmony Science Acad (El Paso),El Paso County,El Paso,19,42.5,57.1,70,40,17,77,25,32.5
All students,071901,Clint ISD,El Paso County,El Paso,19,34.6,21,1360,286,99,362,106,29.3
All students,071902,El Paso ISD,El Paso County,El Paso,19,45.9,18.8,8498,1598,734,2811,1107,39.4
All students,071903,Fabens ISD,El Paso County,El Paso,19,,,342,<40,12,44,12,27.3
All students,071904,San Elizario ISD,El Paso County,El Paso,19,14.7,31.1,482,150,22,247,24,9.7
All students,071905,Ysleta ISD,El Paso County,El Paso,19,27.6,28.5,6245,1781,491,3022,690,22.8
All students,071906,Anthony ISD,El Paso County,El Paso,19,,25.8,93,24,<10,27,<10,
All students,071907,Canutillo ISD,El Paso County,El Paso,19,28.4,16.9,833,141,40,214,43,20.1
All students,071909,Socorro ISD,El Paso County,El Paso,19,30.6,13.9,5833,811,248,1593,343,21.5
All students,072801,Premier High Schools,Erath County,Fort Worth,11,,0.4,2007,8,<5,11,<5,
All students,072902,Dublin ISD,Erath County,Fort Worth,11,37,18.8,144,27,10,27,10,37
All students,072903,Stephenville,Erath County,Fort Worth,11,62.8,21,447,94,59,123,72,58.5
All students,073903,Marlin ISD,Falls County,Waco,12,,12.2,148,18,<5,18,<5,
All students,073905,Rosebud-Lott ISD,Falls County,Waco,12,,,116,<5,<5,<5,<5,
All students,074903,Bonham ISD,Fannin County,Richardson,10,,2.5,244,6,<5,7,<5,
All students,074907,Honey Grove ISD,Fannin County,Richardson,10,50,10.5,95,10,5,10,5,50
All students,074909,Leonard ISD,Fannin County,Richardson,10,,,116,<5,<5,<5,<5,
All students,074917,Sam Rayburn ISD,Fannin County,Richardson,10,,,81,<5,<5,<5,<5,
All students,075901,Flatonia ISD,Fayette County,Austin,13,,13,77,10,<5,13,<5,
All students,075902,La Grange ISD,Fayette County,Austin,13,60.3,21.3,272,58,35,83,53,63.9
All students,075903,Schulenburg ISD,Fayette County,Austin,13,,15.6,96,15,<5,15,<5,
All students,075906,Fayetteville ISD,Fayette County,Austin,13,,23.5,34,8,<5,9,<5,
All students,076904,Rotan ISD,Fisher County,Abilene,14,,,49,<5,<5,<5,<5,
All students,077901,Floydada ISD,Floyd County,Lubbock,17,,18,111,20,<10,26,6,23.1
All students,079901,Lamar CISD,Fort Bend County,Houston,04,66.2,14.5,2881,417,276,854,533,62.4
All students,079906,Needville ISD,Fort Bend County,Houston,04,61.3,8.5,363,31,19,37,23,62.2
All students,079907,Fort Bend ISD,Fort Bend County,Houston,04,76.8,25.3,10313,2607,2003,6951,5136,73.9
All students,079910,Stafford MSD,Fort Bend County,Houston,04,53.2,17.2,448,77,41,128,52,40.6
All students,080901,Mount Vernon ISD,Franklin County,Mt Pleasant,08,,5.5,199,11,<5,11,<5,
All students,081902,Fairfield ISD,Freestone County,Waco,12,,25.8,225,58,<20,83,18,21.7
All students,082903,Pearsall ISD,Frio County,San Antonio,20,,,263,<5,<5,<5,<5,
All students,083903,Seminole ISD,Gaines County,Lubbock,17,,2.6,305,8,<5,9,<5,
All students,084901,Dickinson ISD,Galveston County,Houston,04,29.9,8.1,1068,87,26,141,32,22.7
All students,084902,Galveston ISD,Galveston County,Houston,04,40,23.1,931,215,86,468,157,33.5
All students,084903,High Island ISD,Galveston County,Beaumont,05,,,48,<5,<5,<5,<5,
All students,084904,La Marque ISD,Galveston County,Houston,04,,27.2,305,83,<5,140,<5,
All students,084906,Texas City ISD,Galveston County,Houston,04,39.4,4.5,733,33,13,59,15,25.4
All students,084909,Santa Fe ISD,Galveston County,Houston,04,39.2,11.8,667,79,31,106,39,36.8
All students,084910,Clear Creek ISD,Galveston County,Houston,04,72.8,27.1,5648,1532,1116,3264,2315,70.9
All students,084911,Friendswood ISD,Galveston County,Houston,04,82.6,33.4,961,321,265,744,608,81.7
All students,085902,Post ISD,Garza County,Lubbock,17,,12.2,98,12,<5,17,<5,
All students,086901,Fredericksburg ISD,Gillespie County,Austin,13,71.8,22.2,465,103,74,193,119,61.7
All students,086902,Harper ISD,Gillespie County,Austin,13,57.1,14.4,97,14,8,19,8,42.1
All students,088902,Goliad ISD,Goliad County,Victoria,03,,19.1,199,38,<5,57,<10,
All students,089901,Gonzales ISD,Gonzales County,Austin,13,14.7,10.4,327,34,5,45,6,13.3
All students,090904,Pampa ISD,Gray County,Amarillo,16,17.6,22.2,460,102,18,133,19,14.3
All students,091903,Denison ISD,Grayson County,Richardson,10,66.4,20.1,593,119,79,291,155,53.3
All students,091905,Howe ISD,Grayson County,Richardson,10,53.3,9.7,154,15,8,15,8,53.3
All students,091906,Sherman ISD,Grayson County,Richardson,10,59.9,21.8,767,167,100,363,188,51.8
All students,091908,Van Alstyne ISD,Grayson County,Richardson,10,42.1,9.3,204,19,8,21,8,38.1
All students,091909,Whitesboro ISD,Grayson County,Richardson,10,36,14,178,25,9,33,13,39.4
All students,091913,Pottsboro ISD,Grayson County,Richardson,10,59.3,15.8,171,27,16,28,17,60.7
All students,091914,S And S CISD,Grayson County,Richardson,10,,17.1,123,21,<5,33,<5,
All students,091917,Gunter ISD,Grayson County,Richardson,10,44,17.2,145,25,11,36,14,38.9
All students,091918,Tom Bean ISD,Grayson County,Richardson,10,44.4,15.3,118,18,8,18,8,44.4
All students,092901,Gladewater ISD,Gregg County,Kilgore,07,,3,271,8,<10,8,<10,
All students,092902,Kilgore ISD,Gregg County,Kilgore,07,27,8.3,447,37,10,50,11,22
All students,092903,Longview ISD,Gregg County,Kilgore,07,20,8.7,972,85,17,156,21,13.5
All students,092904,Pine Tree ISD,Gregg County,Kilgore,07,55.1,29.4,605,178,98,381,188,49.3
All students,092907,Spring Hill ISD,Gregg County,Kilgore,07,40.8,20.7,237,49,20,65,29,44.6
All students,092908,White Oak ISD,Gregg County,Kilgore,07,,11,210,23,<20,27,22,81.5
All students,093901,Anderson-Shiro CISD,Grimes County,Huntsville,06,,13.2,106,14,<5,24,<5,
All students,093904,Navasota ISD,Grimes County,Huntsville,06,38.7,22.9,327,75,29,114,36,31.6
All students,094901,Seguin ISD,Guadalupe County,Austin,13,19.3,20.4,863,176,34,218,41,18.8
All students,094902,Schertz-Cibolo-U City ISD,Guadalupe County,San Antonio,20,48.3,29.8,1942,578,279,1154,441,38.2
All students,094903,Navarro ISD,Guadalupe County,Austin,13,65.9,18.6,236,44,29,66,33,50
All students,094904,Marion ISD,Guadalupe County,Austin,13,62.5,14.7,163,24,15,29,17,58.6
All students,095902,Cotton Center ISD,Hale County,Lubbock,17,,,10,<5,<5,<5,<5,
All students,095905,Plainview ISD,Hale County,Lubbock,17,,1.7,647,11,<10,17,8,47.1
All students,096904,Memphis ISD,Hall County,Amarillo,16,,,64,<5,<5,<5,<5,
All students,096905,Turkey-Quitaque ISD,Hall County,Amarillo,16,,,47,<5,<5,<5,<5,
All students,097902,Hamilton ISD,Hamilton County,Waco,12,,,100,<5,<5,6,<10,
All students,098901,Gruver ISD,Hansford County,Amarillo,16,,13,54,7,<5,9,<5,
