DistName,RegnName,Year,ACT-Composite,ACT-Part_Rate,AP-11&12 Participating Students,AP-Total Exams,AP-Passed(%),AP-Exams Taken Per Student,Enrolled 4-Year,Total Graduated,Enrolled 4-Year (%),SAT-Total,SAT-Part_Rate,Wealth/ADA,Graduated 4-Year (%)
SPRING BRANCH ISD,Houston,2013,23.4,46.7,1559.0,4145.0,58.7,2.6587556130000003,479.0,2011.0,23.81899552,1028.0,73.1,610700.0,52.0
SPRING BRANCH ISD,Houston,2014,23.8,48.0,1538.0,4098.0,57.9,2.66449935,442.0,2048.0,21.58203125,1037.0,71.8,631879.0,46.0
SPRING BRANCH ISD,Houston,2015,23.0,52.5,1694.0,3712.5,56.9,2.191558442,433.0,1998.0,21.67167167,1002.0,77.9,684766.0,44.30788516564331
SPRING BRANCH ISD,Houston,2016,23.2,51.8,1785.0,4752.0,53.2,2.6621848740000003,512.0,2143.0,23.89174055,943.0,99.2,755873.0,37.985277234876094
SPRING BRANCH ISD,Houston,2017,23.9,43.1,1812.0,4723.0,54.6,2.606512141,478.0,2199.0,21.73715325,1038.0,95.6,888938.0,49.10999236882117
SPRING BRANCH ISD,Houston,2018,23.56092860312608,48.638786471503934,1590.0366517570983,4074.7026165587777,58.812517401931416,2.5705451568333686,461.787133136574,2018.541077644805,22.953591986066666,1022.0069721132376,81.56918557833862,690256.6398022781,45.74830967486983
SPRING BRANCH ISD,Houston,2019,23.572603988955173,48.662888942500715,1590.8245787401295,4076.7217952587566,58.841661364965105,2.5718189651370515,462.0159671966021,2019.5413457704958,22.964966412224282,1022.5134175900032,81.60960638387796,690598.6896733397,45.80311221968276
SPRING BRANCH ISD,Houston,2020,23.58427937478428,48.686991413497495,1591.6125057231613,4078.740973958737,58.87080532799875,2.573092773440736,462.24480125663,2020.5416138961875,22.97634083838189,1023.0198630667693,81.65002718941727,690940.7395444013,45.85791476449573
SPRING ISD,Houston,2011,17.8,25.5,613.0,1232.0,23.8,2.009787928,412.0,1891.0,21.78741407,888.0,60.5,229818.0,19.0
SPRING ISD,Houston,2012,17.7,27.6,590.0,1160.0,25.7,1.966101695,404.0,1943.0,20.79258878,866.0,58.6,214581.0,25.0
