DistName,RegnName,SAT-Total,SAT-Part_Rate,Year
Weatherford ISD,Fort Worth,966.0,47.1,2016
Millsap ISD,Fort Worth,937.0,58.6,2016
Aledo ISD,Fort Worth,1066.0,67.0,2016
Peaster ISD,Fort Worth,1077.0,42.6,2016
Brock ISD,Fort Worth,1013.0,29.4,2016
Leakey ISD,San Antonio,1053.0,21.4,2016
Rockwall ISD,Richardson,1054.0,61.5,2016
Royse City ISD,Richardson,975.0,42.6,2016
Glen Rose ISD,Fort Worth,998.0,56.2,2016
Arlington ISD,Fort Worth,938.0,62.1,2016
Birdville ISD,Fort Worth,980.0,48.2,2016
Everman ISD,Fort Worth,842.0,41.9,2016
Fort Worth ISD,Fort Worth,818.0,98.3,2016
Grapevine-Colleyville ISD,Fort Worth,1100.0,70.4,2016
Keller ISD,Fort Worth,1037.0,60.9,2016
Mansfield ISD,Fort Worth,964.0,67.4,2016
Lake Worth ISD,Fort Worth,867.0,35.7,2016
Crowley ISD,Fort Worth,895.0,54.4,2016
Kennedale ISD,Fort Worth,976.0,63.8,2016
Azle ISD,Fort Worth,945.0,44.6,2016
Hurst-Euless-Bedford ISD,Fort Worth,987.0,60.6,2016
Castleberry ISD,Fort Worth,857.0,48.5,2016
Eagle Mt-Saginaw ISD,Fort Worth,951.0,51.2,2016
Carroll ISD,Fort Worth,1186.0,76.2,2016
White Settlement ISD,Fort Worth,936.0,53.8,2016
Austin ISD,Austin,1014.0,67.6,2016
Pflugerville ISD,Austin,976.0,56.4,2016
Manor ISD,Austin,843.0,56.1,2016
Eanes ISD,Austin,1237.0,72.7,2016
Del Valle ISD,Austin,845.0,41.0,2016
Lago Vista ISD,Austin,1008.0,73.5,2016
Lake Travis ISD,Austin,1119.0,77.0,2016
Knippa ISD,San Antonio,1092.0,60.0,2016
Sabinal ISD,San Antonio,946.0,43.6,2016
Utopia ISD,San Antonio,962.0,41.7,2016
Canton ISD,Richardson,1010.0,57.4,2016
Wills Point ISD,Richardson,990.0,24.2,2016
Hempstead ISD,Houston,928.0,28.2,2016
Waller ISD,Houston,930.0,41.4,2016
Royal ISD,Houston,833.0,37.1,2016
Florence ISD,Austin,902.0,48.6,2016
Georgetown ISD,Austin,1022.0,59.2,2016
Granger ISD,Austin,973.0,44.4,2016
Hutto ISD,Austin,944.0,53.3,2016
Jarrell ISD,Austin,924.0,50.6,2016
Liberty Hill ISD,Austin,1039.0,68.1,2016
Round Rock ISD,Austin,1013.0,99.4,2016
Taylor ISD,Austin,925.0,52.1,2016
Thrall ISD,Austin,984.0,43.9,2016
Leander ISD,Austin,1091.0,68.1,2016
Floresville ISD,San Antonio,936.0,44.0,2016
La Vernia ISD,San Antonio,935.0,60.3,2016
Poth ISD,San Antonio,1023.0,41.9,2016
Stockdale ISD,San Antonio,948.0,49.1,2016
Alvord ISD,Fort Worth,932.0,20.0,2016
Boyd ISD,Fort Worth,983.0,29.9,2016
Bridgeport ISD,Fort Worth,958.0,50.6,2016
Chico ISD,Fort Worth,888.0,48.1,2016
Decatur ISD,Fort Worth,972.0,36.7,2016
Paradise ISD,Fort Worth,943.0,44.7,2016
Slidell ISD,Fort Worth,1122.0,31.6,2016
Crystal City ISD,San Antonio,821.0,26.2,2016
La Pryor ISD,San Antonio,923.0,11.1,2016
Charlotte ISD,San Antonio,911.0,26.8,2017
Jourdanton ISD,San Antonio,1034.0,32.6,2017
Lytle ISD,San Antonio,983.0,31.5,2017
Pleasanton ISD,San Antonio,967.0,59.0,2017
Poteet ISD,San Antonio,976.0,38.5,2017
Medina ISD,San Antonio,1015.0,88.9,2017
Bandera ISD,San Antonio,1065.0,55.0,2017
Bastrop ISD,Austin,1010.0,45.5,2017
Elgin ISD,Austin,928.0,89.9,2017
Smithville ISD,Austin,1001.0,38.7,2017
Bartlett ISD,Austin,870.0,43.3,2017
Alamo Heights ISD,San Antonio,1159.0,79.3,2017
Harlandale ISD,San Antonio,855.0,90.7,2017
Edgewood ISD,San Antonio,894.0,42.8,2017
Randolph Field ISD,San Antonio,1087.0,75.7,2017
San Antonio ISD,San Antonio,857.0,100.0,2017
South San Antonio ISD,San Antonio,858.0,82.6,2017
Somerset ISD,San Antonio,863.0,96.0,2017
North East ISD,San Antonio,1089.0,67.5,2017
East Central ISD,San Antonio,992.0,48.4,2017
Southwest ISD,San Antonio,837.0,87.0,2017
Lackland ISD,San Antonio,1102.0,52.6,2017
Ft Sam Houston ISD,San Antonio,1040.0,75.3,2017
Northside ISD,San Antonio,981.0,95.3,2017
Judson ISD,San Antonio,917.0,91.1,2017
Southside ISD,San Antonio,857.0,99.7,2017
Johnson City ISD,Austin,1105.0,60.3,2017
Blanco ISD,Austin,1053.0,31.6,2017
Alvin ISD,Houston,978.0,76.4,2017
Angleton ISD,Houston,1048.0,37.6,2017
Danbury ISD,Houston,1062.0,49.2,2017
Brazosport ISD,Houston,1078.0,23.2,2017
Sweeny ISD,Houston,1061.0,44.1,2017
Columbia-Brazoria ISD,Houston,1028.0,34.1,2017
Pearland ISD,Houston,1119.0,62.5,2017
Damon ISD,Houston,,100.0,2017
Marble Falls ISD,Austin,1090.0,43.3,2017
Lockhart ISD,Austin,912.0,83.7,2017
Luling ISD,Austin,961.0,36.2,2017
Prairie Lea ISD,Austin,1001.0,100.0,2017
Anahuac ISD,Houston,1008.0,47.7,2017
Barbers Hill ISD,Houston,1094.0,39.5,2017
Allen ISD,Richardson,1130.0,93.7,2017
Anna ISD,Richardson,1046.0,61.0,2017
Celina ISD,Richardson,1170.0,21.5,2017
Farmersville ISD,Richardson,1069.0,22.1,2017
Frisco ISD,Richardson,1178.0,67.1,2017
McKinney ISD,Richardson,1139.0,63.5,2017
Melissa ISD,Richardson,1039.0,37.0,2017
Plano ISD,Richardson,1216.0,69.0,2017
Princeton ISD,Richardson,1032.0,38.5,2017
Prosper ISD,Richardson,1145.0,49.6,2017
Wylie ISD,Richardson,1103.0,57.4,2017
Blue Ridge ISD,Richardson,1001.0,40.0,2017
Community ISD,Richardson,1038.0,36.6,2017
Lovejoy ISD,Richardson,1206.0,71.2,2017
New Braunfels ISD,Austin,1094.0,58.1,2017
Comal ISD,San Antonio,1062.0,84.3,2017
Gainesville ISD,Fort Worth,1034.0,16.0,2017
Muenster ISD,Fort Worth,1119.0,34.6,2017
Valley View ISD,Fort Worth,1096.0,38.3,2017
Callisburg ISD,Fort Worth,1090.0,11.8,2017
Era ISD,Fort Worth,1057.0,17.1,2017
Lindsay ISD,Fort Worth,1188.0,50.0,2017
Carrollton-Farmers Branch ISD,Richardson,1058.0,57.1,2017
Cedar Hill ISD,Richardson,996.0,56.4,2017
Dallas ISD,Richardson,921.0,97.7,2017
Desoto ISD,Richardson,885.0,92.4,2017
Duncanville ISD,Richardson,943.0,63.5,2017
Garland ISD,Richardson,970.0,94.0,2017
Grand Prairie ISD,Richardson,938.0,89.5,2017
Highland Park ISD,Richardson,1309.0,52.0,2017
Irving ISD,Richardson,922.0,86.9,2017
Lancaster ISD,Richardson,892.0,43.9,2017
Mesquite ISD,Richardson,981.0,52.8,2017
Richardson ISD,Richardson,1118.0,51.9,2017
Sunnyvale ISD,Richardson,1154.0,69.7,2017
Coppell ISD,Richardson,1249.0,67.6,2017
Denton ISD,Fort Worth,1078.0,54.9,2017
Lewisville ISD,Fort Worth,1159.0,64.7,2017
Pilot Point ISD,Fort Worth,1050.0,38.3,2017
Krum ISD,Fort Worth,1083.0,48.5,2017
Ponder ISD,Fort Worth,1076.0,45.2,2017
Aubrey ISD,Fort Worth,1122.0,44.0,2017
Sanger ISD,Fort Worth,1069.0,24.3,2017
Argyle ISD,Fort Worth,1162.0,63.9,2017
Northwest ISD,Fort Worth,1048.0,96.1,2017
Lake Dallas ISD,Fort Worth,1079.0,59.3,2017
Little Elm ISD,Fort Worth,1051.0,47.6,2017
Avalon ISD,Richardson,1034.0,47.1,2017
Ennis ISD,Richardson,1061.0,18.3,2017
Ferris ISD,Richardson,1091.0,16.1,2017
Italy ISD,Richardson,962.0,27.5,2017
Midlothian ISD,Richardson,1111.0,46.0,2017
Milford ISD,Richardson,1043.0,42.9,2017
Palmer ISD,Richardson,1031.0,44.1,2017
Red Oak ISD,Richardson,1020.0,52.1,2017
Waxahachie ISD,Richardson,1067.0,53.6,2017
Maypearl ISD,Richardson,1041.0,49.3,2017
Dublin ISD,Fort Worth,1008.0,50.8,2017
Stephenville ISD,Fort Worth,1073.0,50.4,2017
Huckabay ISD,Fort Worth,,12.5,2017
Lingleville ISD,Fort Worth,1133.0,23.5,2017
Bonham ISD,Richardson,1009.0,32.1,2017
Dodd City ISD,Richardson,1105.0,7.1,2017
Ector ISD,Richardson,1066.0,50.0,2017
Honey Grove ISD,Richardson,1042.0,28.9,2017
Leonard ISD,Richardson,1069.0,39.3,2017
Savoy ISD,Richardson,1089.0,50.0,2017
Trenton ISD,Richardson,1095.0,35.7,2017
Sam Rayburn ISD,Richardson,980.0,9.1,2017
Flatonia ISD,Austin,1034.0,67.4,2017
La Grange ISD,Austin,1039.0,57.8,2017
Schulenburg ISD,Austin,989.0,51.8,2017
Fayetteville ISD,Austin,1079.0,70.0,2017
Round Top-Carmine ISD,Austin,1021.0,81.0,2017
Needville ISD,Houston,1075.0,44.5,2017
Fort Bend ISD,Houston,1108.0,73.3,2017
Dilley ISD,San Antonio,853.0,40.4,2017
Pearsall ISD,San Antonio,945.0,20.3,2017
Dickinson ISD,Houston,965.0,80.6,2017
Galveston ISD,Houston,1017.0,49.4,2017
Texas City ISD,Houston,948.0,39.1,2017
Hitchcock ISD,Houston,914.0,56.3,2017
Santa Fe ISD,Houston,1030.0,39.8,2017
Clear Creek ISD,Houston,1138.0,65.0,2017
Friendswood ISD,Houston,1175.0,68.7,2017
Fredericksburg ISD,Austin,1062.0,53.5,2017
Harper ISD,Austin,1021.0,62.0,2017
Gonzales ISD,Austin,1016.0,36.1,2017
Waelder ISD,Austin,788.0,64.3,2017
Bells ISD,Richardson,1072.0,26.5,2017
Collinsville ISD,Richardson,1068.0,12.2,2017
Denison ISD,Richardson,1074.0,28.1,2017
Howe ISD,Richardson,1060.0,38.4,2017
Sherman ISD,Richardson,1105.0,33.3,2017
Tioga ISD,Richardson,1077.0,27.3,2017
Van Alstyne ISD,Richardson,1096.0,28.3,2017
Whitesboro ISD,Richardson,1141.0,7.8,2017
Whitewright ISD,Richardson,1133.0,43.8,2017
Pottsboro ISD,Richardson,1076.0,45.5,2017
Gunter ISD,Richardson,1165.0,32.3,2017
Tom Bean ISD,Richardson,989.0,42.9,2017
Seguin ISD,Austin,994.0,39.0,2017
Schertz-Cibolo-U City ISD,San Antonio,1023.0,91.7,2017
Navarro ISD,Austin,1041.0,63.3,2017
Marion ISD,San Antonio,1019.0,60.7,2017
Aldine ISD,Houston,876.0,92.9,2017
Alief ISD,Houston,920.0,93.2,2017
Channelview ISD,Houston,977.0,50.6,2017
Crosby ISD,Houston,958.0,89.0,2017
Cypress-Fairbanks ISD,Houston,1097.0,53.6,2017
Deer Park ISD,Houston,1065.0,47.2,2017
Galena Park ISD,Houston,985.0,24.5,2017
Houston ISD,Houston,950.0,90.1,2017
Humble ISD,Houston,1074.0,57.5,2017
Katy ISD,Houston,1145.0,70.9,2017
Klein ISD,Houston,1083.0,50.9,2017
La Porte ISD,Houston,1043.0,45.3,2017
Pasadena ISD,Houston,991.0,53.3,2017
Spring ISD,Houston,883.0,90.2,2017
Spring Branch ISD,Houston,1038.0,95.6,2017
Tomball ISD,Houston,1122.0,66.0,2017
Sheldon ISD,Houston,866.0,90.8,2017
Huffman ISD,Houston,1024.0,56.8,2017
Dripping Springs ISD,Austin,1179.0,63.1,2017
Wimberley ISD,Austin,1119.0,72.4,2017
Athens ISD,Richardson,1029.0,19.3,2017
Granbury ISD,Fort Worth,1084.0,46.0,2017
Lipan ISD,Fort Worth,943.0,42.9,2017
Tolar ISD,Fort Worth,975.0,58.1,2017
Caddo Mills ISD,Richardson,1023.0,35.0,2017
Celeste ISD,Richardson,961.0,24.3,2017
Commerce ISD,Richardson,1073.0,19.3,2017
Lone Oak ISD,Richardson,1053.0,31.3,2017
Quinlan ISD,Richardson,1043.0,31.7,2017
Wolfe City ISD,Richardson,1145.0,13.6,2017
Campbell ISD,Richardson,985.0,45.8,2017
Bland ISD,Richardson,1044.0,47.7,2017
Boles ISD,Richardson,1030.0,43.8,2017
Alvarado ISD,Fort Worth,986.0,42.8,2017
Burleson ISD,Fort Worth,1066.0,55.2,2017
Cleburne ISD,Fort Worth,1009.0,43.4,2017
Grandview ISD,Fort Worth,1098.0,23.8,2017
Joshua ISD,Fort Worth,1056.0,54.1,2017
Keene ISD,Fort Worth,1011.0,48.6,2017
Rio Vista ISD,Fort Worth,1051.0,32.8,2017
Venus ISD,Fort Worth,981.0,38.1,2017
Godley ISD,Fort Worth,1040.0,48.6,2017
Falls City ISD,San Antonio,1092.0,37.1,2017
Crandall ISD,Richardson,1034.0,37.4,2017
Forney ISD,Richardson,1050.0,56.1,2017
Kaufman ISD,Richardson,1033.0,31.9,2017
Kemp ISD,Richardson,1017.0,33.3,2017
Mabank ISD,Richardson,1063.0,37.3,2017
Terrell ISD,Richardson,993.0,17.2,2017
Scurry-Rosser ISD,Richardson,1034.0,33.7,2017
Boerne ISD,San Antonio,1141.0,71.3,2017
Comfort ISD,Austin,1032.0,56.1,2017
Center Point ISD,San Antonio,955.0,48.5,2017
Kerrville ISD,San Antonio,1070.0,58.1,2017
Ingram ISD,San Antonio,991.0,55.8,2017
Brackett ISD,San Antonio,996.0,68.1,2017
Cotulla ISD,San Antonio,925.0,30.2,2017
Giddings ISD,Austin,1020.0,48.9,2017
Lexington ISD,Austin,1085.0,53.4,2017
Cleveland ISD,Houston,855.0,88.8,2017
Dayton ISD,Houston,1001.0,39.3,2017
Hardin ISD,Houston,947.0,36.7,2017
Liberty ISD,Houston,1018.0,51.4,2017
Tarkington ISD,Houston,1123.0,35.0,2017
Llano ISD,Austin,1082.0,60.2,2017
Eagle Pass ISD,San Antonio,965.0,59.8,2017
Devine ISD,San Antonio,1021.0,50.4,2017
Natalia ISD,San Antonio,957.0,53.4,2017
Hondo ISD,San Antonio,998.0,9.7,2017
Medina Valley ISD,San Antonio,1038.0,10.5,2017
Thorndale ISD,Austin,1050.0,31.3,2017
Tuloso-Midway ISD,San Antonio,1007.0,33.0,2017
Gordon ISD,Fort Worth,1090.0,38.1,2017
Graford ISD,Fort Worth,985.0,42.9,2017
Mineral Wells ISD,Fort Worth,1002.0,39.1,2017
Santo ISD,Fort Worth,1053.0,27.8,2017
Strawn ISD,Fort Worth,1062.0,42.9,2017
Poolville ISD,Fort Worth,943.0,43.2,2017
Springtown ISD,Fort Worth,1045.0,43.6,2017
Weatherford ISD,Fort Worth,1050.0,41.4,2017
Millsap ISD,Fort Worth,1057.0,35.6,2017
Aledo ISD,Fort Worth,1153.0,69.4,2017
Peaster ISD,Fort Worth,1118.0,34.5,2017
Brock ISD,Fort Worth,1133.0,41.2,2017
Leakey ISD,San Antonio,1138.0,19.0,2017
Rockwall ISD,Richardson,1138.0,61.2,2017
Royse City ISD,Richardson,1066.0,46.6,2017
Glen Rose ISD,Fort Worth,1052.0,61.3,2017
Arlington ISD,Fort Worth,1026.0,61.4,2017
Birdville ISD,Fort Worth,1073.0,51.8,2017
Everman ISD,Fort Worth,922.0,48.7,2017
Fort Worth ISD,Fort Worth,916.0,96.2,2017
Grapevine-Colleyville ISD,Fort Worth,1159.0,67.3,2017
Keller ISD,Fort Worth,1111.0,61.9,2017
Mansfield ISD,Fort Worth,1063.0,67.9,2017
Lake Worth ISD,Fort Worth,955.0,67.7,2017
Crowley ISD,Fort Worth,960.0,57.7,2017
Kennedale ISD,Fort Worth,1034.0,63.8,2017
Azle ISD,Fort Worth,1057.0,39.2,2017
Hurst-Euless-Bedford ISD,Fort Worth,1077.0,57.3,2017
Castleberry ISD,Fort Worth,950.0,44.4,2017
Eagle Mt-Saginaw ISD,Fort Worth,1038.0,51.1,2017
Carroll ISD,Fort Worth,1261.0,70.2,2017
White Settlement ISD,Fort Worth,1001.0,55.0,2017
Austin ISD,Austin,1098.0,65.2,2017
Pflugerville ISD,Austin,1070.0,53.3,2017
Manor ISD,Austin,930.0,58.2,2017
Eanes ISD,Austin,1280.0,72.8,2017
Del Valle ISD,Austin,868.0,85.1,2017
Lago Vista ISD,Austin,1116.0,55.3,2017
Lake Travis ISD,Austin,1190.0,76.1,2017
Knippa ISD,San Antonio,1189.0,42.1,2017
Sabinal ISD,San Antonio,1036.0,45.0,2017
Utopia ISD,San Antonio,1097.0,60.0,2017
Canton ISD,Richardson,1104.0,56.0,2017
Wills Point ISD,Richardson,1026.0,36.8,2017
Hempstead ISD,Houston,971.0,44.8,2017
Waller ISD,Houston,1014.0,34.4,2017
Royal ISD,Houston,957.0,48.8,2017
Florence ISD,Austin,1017.0,62.5,2017
Georgetown ISD,Austin,1097.0,61.5,2017
Granger ISD,Austin,1003.0,70.3,2017
Hutto ISD,Austin,1043.0,55.8,2017
Jarrell ISD,Austin,1001.0,56.3,2017
Liberty Hill ISD,Austin,1104.0,63.9,2017
Round Rock ISD,Austin,1104.0,96.6,2017
Taylor ISD,Austin,1030.0,59.8,2017
Thrall ISD,Austin,1092.0,42.0,2017
Leander ISD,Austin,1169.0,67.7,2017
Floresville ISD,San Antonio,1045.0,38.6,2017
La Vernia ISD,San Antonio,1043.0,68.4,2017
Poth ISD,San Antonio,1077.0,71.2,2017
Stockdale ISD,San Antonio,1019.0,57.5,2017
Alvord ISD,Fort Worth,1031.0,25.5,2017
Boyd ISD,Fort Worth,987.0,38.3,2017
Bridgeport ISD,Fort Worth,1007.0,49.6,2017
Chico ISD,Fort Worth,1019.0,36.0,2017
Decatur ISD,Fort Worth,1036.0,38.5,2017
Paradise ISD,Fort Worth,1038.0,51.1,2017
Slidell ISD,Fort Worth,996.0,45.0,2017
Crystal City ISD,San Antonio,889.0,12.8,2017
