DistName,Enrolled 4-Year,Total Graduated,Enrolled 4-Year (%),Year
GLASSCOCK COUNTY ISD,6.0,17.0,35.294117647058826,2013
GLEN ROSE ISD,48.0,135.0,35.55555555555556,2013
GODLEY ISD,12.0,82.0,14.634146341463413,2013
GOLD BURG ISD,,14.0,,2013
GOLDTHWAITE ISD,10.0,45.0,22.22222222222222,2013
GOLIAD ISD,22.0,77.0,28.57142857142857,2013
GONZALES ISD,34.0,163.0,20.858895705521473,2013
GOODRICH ISD,,17.0,,2013
GORDON ISD,,21.0,,2013
GORMAN ISD,,16.0,,2013
GRADY ISD,,23.0,,2013
GRAFORD ISD,,14.0,,2013
GRAHAM ISD,46.0,159.0,28.930817610062892,2013
GRANBURY ISD,118.0,397.0,29.72292191435768,2013
GRAND PRAIRIE ISD,254.0,1640.0,15.487804878048781,2013
GRAND SALINE ISD,9.0,67.0,13.432835820895523,2013
GRANDFALLS-ROYALTY ISD,,,,2013
GRANDVIEW ISD,23.0,90.0,25.555555555555554,2013
GRANGER ISD,6.0,37.0,16.216216216216218,2013
GRAPE CREEK ISD,14.0,70.0,20.0,2013
GRAPELAND ISD,7.0,35.0,20.0,2013
GRAPEVINE-COLLEYVILLE ISD,268.0,1106.0,24.23146473779385,2013
GREENVILLE ISD,40.0,282.0,14.184397163120568,2013
GREENWOOD ISD,18.0,105.0,17.142857142857142,2013
GREGORY-PORTLAND ISD,93.0,293.0,31.74061433447099,2013
GROESBECK ISD,24.0,126.0,19.047619047619047,2013
GROOM ISD,,9.0,,2013
GROVETON ISD,10.0,48.0,20.833333333333336,2013
GRUVER ISD,,34.0,,2013
GUNTER ISD,17.0,79.0,21.518987341772153,2013
GUSTINE ISD,,11.0,,2013
HALE CENTER ISD,7.0,32.0,21.875,2013
HALLETTSVILLE ISD,8.0,74.0,10.81081081081081,2013
HALLSVILLE ISD,49.0,267.0,18.352059925093634,2013
HAMILTON ISD,13.0,53.0,24.528301886792452,2013
HAMLIN ISD,,23.0,,2013
HAMSHIRE-FANNETT ISD,39.0,118.0,33.05084745762712,2013
HAPPY ISD,,15.0,,2013
HARDIN ISD,16.0,76.0,21.052631578947366,2013
HARDIN-JEFFERSON ISD,46.0,114.0,40.35087719298245,2013
HARLANDALE ISD,102.0,842.0,12.114014251781473,2013
HARLETON ISD,5.0,46.0,10.869565217391305,2013
HARMONY ISD,12.0,86.0,13.953488372093023,2013
HARPER ISD,11.0,49.0,22.448979591836736,2013
HARROLD ISD,,6.0,,2013
HART ISD,6.0,19.0,31.57894736842105,2013
HARTLEY ISD,,13.0,,2013
HAWKINS ISD,,57.0,,2013
HAWLEY ISD,,49.0,,2013
HEARNE ISD,8.0,65.0,12.307692307692308,2013
HEDLEY ISD,,14.0,,2013
HEMPHILL ISD,10.0,56.0,17.857142857142858,2013
HEMPSTEAD ISD,16.0,83.0,19.27710843373494,2013
HENDERSON ISD,23.0,200.0,11.5,2013
HENRIETTA ISD,24.0,75.0,32.0,2013
HEREFORD ISD,41.0,246.0,16.666666666666664,2013
HERMLEIGH ISD,,14.0,,2013
HICO ISD,,36.0,,2013
HIDALGO ISD,65.0,223.0,29.14798206278027,2013
HIGGINS ISD,,5.0,,2013
HIGH ISLAND ISD,6.0,22.0,27.27272727272727,2013
HIGHLAND ISD,,15.0,,2013
HIGHLAND PARK ISD,142.0,474.0,29.957805907172997,2013
HIGHLAND PARK ISD,15.0,48.0,31.25,2013
HILLSBORO ISD,6.0,94.0,6.382978723404255,2013
HITCHCOCK ISD,5.0,54.0,9.25925925925926,2013
HOLLAND ISD,9.0,38.0,23.684210526315788,2013
HOLLIDAY ISD,20.0,65.0,30.76923076923077,2013
HONDO ISD,33.0,146.0,22.602739726027394,2013
HONEY GROVE ISD,8.0,40.0,20.0,2013
HOOKS ISD,5.0,85.0,5.88235294117647,2013
HOUSTON ISD,2015.0,9487.0,21.239591019289556,2013
HOWE ISD,11.0,78.0,14.102564102564102,2013
HUBBARD ISD,,35.0,,2013
HUCKABAY ISD,,12.0,,2013
HUDSON ISD,21.0,166.0,12.650602409638553,2013
HUFFMAN ISD,35.0,186.0,18.817204301075268,2013
HUGHES SPRINGS ISD,13.0,74.0,17.56756756756757,2013
HULL-DAISETTA ISD,,43.0,,2013
HUMBLE ISD,595.0,2557.0,23.269456394211968,2013
HUNTINGTON ISD,17.0,114.0,14.912280701754385,2013
HUNTSVILLE ISD,99.0,394.0,25.12690355329949,2013
HURST-EULESS-BEDFORD ISD,254.0,1422.0,17.862165963431785,2013
HUTTO ISD,71.0,335.0,21.19402985074627,2013
IDALOU ISD,20.0,68.0,29.411764705882355,2013
INDUSTRIAL ISD,15.0,76.0,19.736842105263158,2013
INGLESIDE ISD,17.0,125.0,13.600000000000001,2013
INGRAM ISD,19.0,82.0,23.170731707317074,2013
IOLA ISD,7.0,35.0,20.0,2013
IRA ISD,,13.0,,2013
IRAAN-SHEFFIELD ISD,9.0,90.0,10.0,2013
IREDELL ISD,,5.0,,2013
IRION COUNTY ISD,6.0,24.0,25.0,2013
IRVING ISD,271.0,2010.0,13.482587064676618,2013
ITALY ISD,5.0,47.0,10.638297872340425,2013
ITASCA ISD,7.0,48.0,14.583333333333334,2013
JACKSBORO ISD,18.0,58.0,31.03448275862069,2013
JACKSONVILLE ISD,18.0,216.0,8.333333333333332,2013
JARRELL ISD,16.0,68.0,23.52941176470588,2013
JASPER ISD,38.0,160.0,23.75,2013
JAYTON-GIRARD ISD,,9.0,,2013
JEFFERSON ISD,14.0,82.0,17.073170731707318,2013
JIM HOGG COUNTY ISD,19.0,69.0,27.536231884057973,2013
JOAQUIN ISD,8.0,45.0,17.77777777777778,2013
JOHNSON CITY ISD,12.0,48.0,25.0,2013
JONESBORO ISD,,15.0,,2013
JOSHUA ISD,61.0,305.0,20.0,2013
JOURDANTON ISD,15.0,74.0,20.27027027027027,2013
JUDSON ISD,275.0,1334.0,20.614692653673163,2013
JUNCTION ISD,13.0,50.0,26.0,2013
KARNACK ISD,,8.0,,2013
KARNES CITY ISD,19.0,65.0,29.230769230769234,2013
KATY ISD,954.0,4259.0,22.39962432495891,2013
KAUFMAN ISD,38.0,228.0,16.666666666666664,2013
KEENE ISD,8.0,61.0,13.114754098360656,2013
KELLER ISD,499.0,2172.0,22.974217311233886,2013
KELTON ISD,,,,2013
KEMP ISD,8.0,83.0,9.63855421686747,2013
KENEDY ISD,7.0,42.0,16.666666666666664,2013
KENNARD ISD,,24.0,,2013
KENNEDALE ISD,51.0,226.0,22.566371681415927,2013
KERENS ISD,,39.0,,2013
KERMIT ISD,14.0,64.0,21.875,2013
KERRVILLE ISD,65.0,335.0,19.402985074626866,2013
KILGORE ISD,23.0,204.0,11.27450980392157,2013
KILLEEN ISD,310.0,2024.0,15.316205533596838,2013
KINGSVILLE ISD,62.0,211.0,29.383886255924168,2013
KLEIN ISD,720.0,3106.0,23.1809401159047,2013
KLONDIKE ISD,8.0,19.0,42.10526315789473,2013
KNIPPA ISD,,11.0,,2013
KOPPERL ISD,,15.0,,2013
KOUNTZE ISD,18.0,75.0,24.0,2013
KRESS ISD,,16.0,,2013
KRUM ISD,24.0,111.0,21.62162162162162,2013
LA FERIA ISD,44.0,215.0,20.46511627906977,2013
LA GRANGE ISD,30.0,154.0,19.480519480519483,2013
LA JOYA ISD,305.0,1601.0,19.05059337913804,2013
LA MARQUE ISD,29.0,151.0,19.205298013245034,2013
LA PORTE ISD,59.0,544.0,10.845588235294118,2013
LA PRYOR ISD,,41.0,,2013
LA VEGA ISD,9.0,157.0,5.7324840764331215,2013
LA VERNIA ISD,37.0,200.0,18.5,2013
LA VILLA ISD,,43.0,,2013
LACKLAND ISD,6.0,38.0,15.789473684210526,2013
LAGO VISTA ISD,24.0,97.0,24.742268041237114,2013
LAKE DALLAS ISD,60.0,282.0,21.27659574468085,2013
LAKE TRAVIS ISD,186.0,494.0,37.65182186234818,2013
LAKE WORTH ISD,20.0,131.0,15.267175572519085,2013
LAMESA ISD,12.0,87.0,13.793103448275861,2013
LAMPASAS ISD,38.0,216.0,17.59259259259259,2013
LANCASTER ISD,79.0,348.0,22.701149425287355,2013
LANEVILLE ISD,,7.0,,2013
LAPOYNOR ISD,,27.0,,2013
LAREDO ISD,247.0,1152.0,21.44097222222222,2013
LASARA ISD,,26.0,,2013
LATEXO ISD,,34.0,,2013
LAZBUDDIE ISD,,12.0,,2013
LEAKEY ISD,5.0,16.0,31.25,2013
LEANDER ISD,567.0,2076.0,27.3121387283237,2013
LEFORS ISD,,11.0,,2013
LEGGETT ISD,,13.0,,2013
LEON ISD,6.0,47.0,12.76595744680851,2013
LEONARD ISD,18.0,63.0,28.57142857142857,2013
LEVELLAND ISD,6.0,157.0,3.821656050955414,2013
LEVERETTS CHAPEL ISD,,17.0,,2013
LEWISVILLE ISD,820.0,3577.0,22.924238188426056,2013
LEXINGTON ISD,10.0,60.0,16.666666666666664,2013
LIBERTY HILL ISD,37.0,167.0,22.15568862275449,2013
LIBERTY ISD,26.0,117.0,22.22222222222222,2013
LIBERTY-EYLAU ISD,19.0,162.0,11.728395061728394,2013
LINDALE ISD,46.0,258.0,17.829457364341085,2013
LINDSAY ISD,7.0,37.0,18.91891891891892,2013
LINGLEVILLE ISD,,17.0,,2013
LIPAN ISD,,15.0,,2013
LITTLE ELM ISD,51.0,341.0,14.95601173020528,2013
LITTLEFIELD ISD,16.0,84.0,19.047619047619047,2013
LIVINGSTON ISD,54.0,250.0,21.6,2013
LLANO ISD,27.0,97.0,27.835051546391753,2013
LOCKHART ISD,64.0,320.0,20.0,2013
LOCKNEY ISD,15.0,31.0,48.38709677419355,2013
LOHN ISD,,11.0,,2013
LOMETA ISD,,22.0,,2013
LONE OAK ISD,13.0,61.0,21.311475409836063,2013
LONGVIEW ISD,53.0,516.0,10.271317829457365,2013
LOOP ISD,,13.0,,2013
LORAINE ISD,,6.0,,2013
LORENA ISD,23.0,115.0,20.0,2013
LORENZO ISD,,13.0,,2013
LOUISE ISD,,30.0,,2013
LOVEJOY ISD,78.0,274.0,28.467153284671532,2013
LOVELADY ISD,5.0,30.0,16.666666666666664,2013
LUBBOCK ISD,292.0,1579.0,18.492716909436353,2013
LUBBOCK-COOPER ISD,57.0,204.0,27.941176470588236,2013
LUFKIN ISD,78.0,528.0,14.772727272727273,2013
LULING ISD,13.0,78.0,16.666666666666664,2013
LUMBERTON ISD,84.0,242.0,34.710743801652896,2013
LYTLE ISD,22.0,108.0,20.37037037037037,2013
MABANK ISD,40.0,236.0,16.94915254237288,2013
MAGNOLIA ISD,129.0,802.0,16.084788029925186,2013
MALAKOFF ISD,6.0,63.0,9.523809523809524,2013
MANOR ISD,75.0,373.0,20.10723860589812,2013
MANSFIELD ISD,519.0,2159.0,24.038906901343214,2013
MARATHON ISD,,,,2013
MARBLE FALLS ISD,66.0,266.0,24.81203007518797,2013
MARFA ISD,,26.0,,2013
MARION ISD,18.0,91.0,19.78021978021978,2013
MARLIN ISD,14.0,57.0,24.561403508771928,2013
MARSHALL ISD,26.0,295.0,8.813559322033898,2013
MART ISD,,44.0,,2013
MARTINS MILL ISD,,22.0,,2013
MARTINSVILLE ISD,,27.0,,2013
MASON ISD,16.0,44.0,36.36363636363637,2013
MATHIS ISD,16.0,91.0,17.582417582417584,2013
MAUD ISD,5.0,35.0,14.285714285714285,2013
MAY ISD,,11.0,,2013
MAYPEARL ISD,11.0,78.0,14.102564102564102,2013
MCALLEN ISD,477.0,1485.0,32.121212121212125,2013
MCCAMEY ISD,6.0,30.0,20.0,2013
MCGREGOR ISD,6.0,78.0,7.6923076923076925,2013
MCKINNEY ISD,315.0,1562.0,20.166453265044815,2013
MCLEAN ISD,,13.0,,2013
MCLEOD ISD,,33.0,,2013
MCMULLEN COUNTY ISD,6.0,17.0,35.294117647058826,2013
MEADOW ISD,5.0,19.0,26.31578947368421,2013
MEDINA ISD,,30.0,,2013
MEDINA VALLEY ISD,62.0,237.0,26.160337552742618,2013
MELISSA ISD,12.0,91.0,13.186813186813188,2013
MEMPHIS ISD,7.0,31.0,22.58064516129032,2013
MENARD ISD,,24.0,,2013
MERCEDES ISD,73.0,334.0,21.856287425149702,2013
MERIDIAN ISD,12.0,38.0,31.57894736842105,2013
MERKEL ISD,9.0,68.0,13.23529411764706,2013
MESQUITE ISD,394.0,2490.0,15.823293172690764,2013
MEXIA ISD,19.0,129.0,14.728682170542637,2013
MIAMI ISD,,13.0,,2013
MIDLAND ISD,206.0,1251.0,16.466826538768984,2013
MIDLOTHIAN ISD,114.0,521.0,21.8809980806142,2013
MIDWAY ISD,,9.0,,2013
MIDWAY ISD,67.0,519.0,12.909441233140656,2013
MILANO ISD,7.0,26.0,26.923076923076923,2013
MILDRED ISD,11.0,54.0,20.37037037037037,2013
MILES ISD,14.0,43.0,32.55813953488372,2013
MILFORD ISD,,13.0,,2013
MILLER GROVE ISD,,18.0,,2013
MILLSAP ISD,,47.0,,2013
MINEOLA ISD,13.0,110.0,11.818181818181818,2013
MINERAL WELLS ISD,19.0,233.0,8.15450643776824,2013
MONAHANS-WICKETT-PYOTE ISD,31.0,127.0,24.409448818897637,2013
MONTE ALTO ISD,9.0,52.0,17.307692307692307,2013
MONTGOMERY ISD,104.0,450.0,23.11111111111111,2013
MOODY ISD,6.0,43.0,13.953488372093023,2013
MORAN ISD,,11.0,,2013
MORGAN ISD,,8.0,,2013
MORTON ISD,,20.0,,2013
MOTLEY COUNTY ISD,,11.0,,2013
MOULTON ISD,,16.0,,2013
MOUNT CALM ISD,,8.0,,2013
MOUNT ENTERPRISE ISD,,32.0,,2013
MOUNT PLEASANT ISD,14.0,316.0,4.430379746835443,2013
MOUNT VERNON ISD,10.0,94.0,10.638297872340425,2013
MUENSTER ISD,12.0,34.0,35.294117647058826,2013
MULESHOE ISD,19.0,87.0,21.839080459770116,2013
MULLIN ISD,,8.0,,2013
MUMFORD ISD,7.0,33.0,21.21212121212121,2013
NACOGDOCHES ISD,89.0,364.0,24.45054945054945,2013
NATALIA ISD,,62.0,,2013
NAVARRO ISD,43.0,110.0,39.09090909090909,2013
NAVASOTA ISD,26.0,167.0,15.568862275449103,2013
NAZARETH ISD,,19.0,,2013
NECHES ISD,,19.0,,2013
NEDERLAND ISD,117.0,328.0,35.670731707317074,2013
NEEDVILLE ISD,38.0,174.0,21.839080459770116,2013
NEW BOSTON ISD,13.0,72.0,18.055555555555554,2013
NEW BRAUNFELS ISD,133.0,555.0,23.963963963963963,2013
NEW CANEY ISD,74.0,630.0,11.746031746031745,2013
NEW DEAL ISD,10.0,48.0,20.833333333333336,2013
NEW DIANA ISD,13.0,73.0,17.80821917808219,2013
NEW HOME ISD,,15.0,,2013
NEW SUMMERFIELD ISD,,37.0,,2013
NEW WAVERLY ISD,14.0,56.0,25.0,2013
NEWCASTLE ISD,,7.0,,2013
NEWTON ISD,15.0,69.0,21.73913043478261,2013
NOCONA ISD,15.0,46.0,32.608695652173914,2013
NORDHEIM ISD,,5.0,,2013
NORMANGEE ISD,8.0,36.0,22.22222222222222,2013
NORTH EAST ISD,1096.0,4634.0,23.65127319810099,2013
NORTH FOREST ISD,39.0,251.0,15.53784860557769,2013
NORTH HOPKINS ISD,6.0,31.0,19.35483870967742,2013
NORTH LAMAR ISD,18.0,220.0,8.181818181818182,2013
NORTH ZULCH ISD,,12.0,,2013
NORTHSIDE ISD,1185.0,6038.0,19.62570387545545,2013
NORTHSIDE ISD,,17.0,,2013
NORTHWEST ISD,222.0,964.0,23.029045643153527,2013
OAKWOOD ISD,,17.0,,2013
ODEM-EDROY ISD,21.0,72.0,29.166666666666668,2013
O'DONNELL ISD,,11.0,,2013
OGLESBY ISD,,12.0,,2013
OLNEY ISD,7.0,36.0,19.444444444444446,2013
OLTON ISD,8.0,42.0,19.047619047619047,2013
ONALASKA ISD,,47.0,,2013
ORANGE GROVE ISD,28.0,136.0,20.588235294117645,2013
ORANGEFIELD ISD,34.0,113.0,30.08849557522124,2013
ORE CITY ISD,,43.0,,2013
OVERTON ISD,8.0,37.0,21.62162162162162,2013
PADUCAH ISD,,16.0,,2013
PAINT CREEK ISD,,9.0,,2013
PAINT ROCK ISD,,17.0,,2013
PALACIOS ISD,23.0,109.0,21.100917431192663,2013
PALESTINE ISD,23.0,200.0,11.5,2013
PALMER ISD,14.0,75.0,18.666666666666668,2013
PAMPA ISD,39.0,214.0,18.22429906542056,2013
PANHANDLE ISD,12.0,44.0,27.27272727272727,2013
PARADISE ISD,19.0,86.0,22.093023255813954,2013
PARIS ISD,22.0,171.0,12.865497076023392,2013
PASADENA ISD,343.0,2997.0,11.444778111444778,2013
PATTON SPRINGS ISD,,,,2013
PEARLAND ISD,282.0,1327.0,21.250941974378296,2013
PEARSALL ISD,15.0,125.0,12.0,2013
PEASTER ISD,10.0,75.0,13.333333333333334,2013
PECOS-BARSTOW-TOYAH ISD,23.0,131.0,17.557251908396946,2013
PENELOPE ISD,,14.0,,2013
PERRYTON ISD,14.0,140.0,10.0,2013
PETERSBURG ISD,,19.0,,2013
PETROLIA ISD,11.0,26.0,42.30769230769231,2013
PETTUS ISD,6.0,27.0,22.22222222222222,2013
PFLUGERVILLE ISD,388.0,1471.0,26.37661454792658,2013
PHARR-SAN JUAN-ALAMO ISD,462.0,1934.0,23.888314374353673,2013
PILOT POINT ISD,24.0,104.0,23.076923076923077,2013
PINE TREE ISD,39.0,327.0,11.926605504587156,2013
PITTSBURG ISD,16.0,172.0,9.30232558139535,2013
PLAINS ISD,,27.0,,2013
PLAINVIEW ISD,29.0,315.0,9.206349206349207,2013
PLANO ISD,916.0,3802.0,24.092582851130985,2013
PLEASANT GROVE ISD,37.0,156.0,23.717948717948715,2013
PLEASANTON ISD,25.0,218.0,11.46788990825688,2013
POINT ISABEL ISD,34.0,143.0,23.776223776223777,2013
PONDER ISD,23.0,92.0,25.0,2013
POOLVILLE ISD,5.0,33.0,15.151515151515152,2013
PORT ARANSAS ISD,14.0,50.0,28.000000000000004,2013
PORT ARTHUR ISD,61.0,428.0,14.252336448598129,2013
PORT NECHES-GROVES ISD,103.0,316.0,32.594936708860764,2013
POST ISD,6.0,45.0,13.333333333333334,2013
POTEET ISD,12.0,103.0,11.650485436893204,2013
POTH ISD,19.0,63.0,30.158730158730158,2013
POTTSBORO ISD,13.0,81.0,16.049382716049383,2013
PRAIRIE LEA ISD,,12.0,,2013
PRAIRIE VALLEY ISD,,10.0,,2013
PRAIRILAND ISD,5.0,90.0,5.555555555555555,2013
PREMONT ISD,7.0,37.0,18.91891891891892,2013
PRESIDIO ISD,36.0,96.0,37.5,2013
PRIDDY ISD,,9.0,,2013
PRINCETON ISD,24.0,209.0,11.483253588516746,2013
PROGRESO ISD,22.0,114.0,19.298245614035086,2013
PROSPER ISD,56.0,278.0,20.14388489208633,2013
QUANAH ISD,9.0,30.0,30.0,2013
QUEEN CITY ISD,14.0,85.0,16.470588235294116,2013
QUINLAN ISD,19.0,144.0,13.194444444444445,2013
QUITMAN ISD,19.0,93.0,20.43010752688172,2013
RAINS ISD,13.0,103.0,12.62135922330097,2013
RALLS ISD,5.0,33.0,15.151515151515152,2013
RANDOLPH FIELD ISD,27.0,84.0,32.142857142857146,2013
RANGER ISD,,18.0,,2013
RANKIN ISD,6.0,20.0,30.0,2013
RAYMONDVILLE ISD,18.0,120.0,15.0,2013
REAGAN COUNTY ISD,12.0,39.0,30.76923076923077,2013
RED OAK ISD,99.0,465.0,21.29032258064516,2013
REDWATER ISD,7.0,99.0,7.07070707070707,2013
REFUGIO ISD,8.0,52.0,15.384615384615385,2013
RICE ISD,6.0,45.0,13.333333333333334,2013
RICHARDS ISD,,8.0,,2013
RICHARDSON ISD,457.0,2025.0,22.567901234567902,2013
RICHLAND SPRINGS ISD,,16.0,,2013
RIESEL ISD,5.0,44.0,11.363636363636363,2013
RIO HONDO ISD,20.0,131.0,15.267175572519085,2013
RIO VISTA ISD,8.0,47.0,17.02127659574468,2013
RISING STAR ISD,,11.0,,2013
RIVER ROAD ISD,10.0,87.0,11.494252873563218,2013
RIVERCREST ISD,8.0,47.0,17.02127659574468,2013
RIVIERA ISD,25.0,57.0,43.859649122807014,2013
ROBERT LEE ISD,5.0,17.0,29.411764705882355,2013
ROBINSON ISD,25.0,154.0,16.233766233766232,2013
ROBSTOWN ISD,34.0,168.0,20.238095238095237,2013
ROCHELLE ISD,,19.0,,2013
ROCKDALE ISD,11.0,80.0,13.750000000000002,2013
ROCKSPRINGS ISD,,21.0,,2013
ROCKWALL ISD,244.0,955.0,25.54973821989529,2013
ROGERS ISD,14.0,65.0,21.53846153846154,2013
ROMA ISD,112.0,359.0,31.197771587743734,2013
ROOSEVELT ISD,7.0,61.0,11.475409836065573,2013
ROPES ISD,5.0,27.0,18.51851851851852,2013
ROSCOE COLLEGIATE ISD,,28.0,,2013
ROSEBUD-LOTT ISD,9.0,61.0,14.754098360655737,2013
ROTAN ISD,10.0,33.0,30.303030303030305,2013
ROUND ROCK ISD,802.0,2921.0,27.45635056487504,2013
ROUND TOP-CARMINE ISD,,15.0,,2013
ROXTON ISD,,25.0,,2013
ROYAL ISD,17.0,112.0,15.178571428571427,2013
ROYSE CITY ISD,39.0,298.0,13.087248322147651,2013
RULE ISD,,6.0,,2013
RUNGE ISD,,24.0,,2013
RUSK ISD,11.0,127.0,8.661417322834646,2013
SABINAL ISD,10.0,28.0,35.714285714285715,2013
SABINE ISD,6.0,76.0,7.894736842105263,2013
SABINE PASS ISD,10.0,28.0,35.714285714285715,2013
SAINT JO ISD,,15.0,,2013
SALADO ISD,27.0,116.0,23.275862068965516,2013
SALTILLO ISD,,22.0,,2013
SAM RAYBURN ISD,7.0,41.0,17.073170731707318,2013
SAN ANGELO ISD,242.0,869.0,27.848101265822784,2013
SAN ANTONIO ISD,345.0,2693.0,12.810991459339027,2013
SAN AUGUSTINE ISD,11.0,55.0,20.0,2013
SAN DIEGO ISD,15.0,87.0,17.24137931034483,2013
SAN ELIZARIO ISD,24.0,245.0,9.795918367346939,2013
SAN ISIDRO ISD,7.0,20.0,35.0,2013
SAN PERLITA ISD,,20.0,,2013
SAN SABA ISD,16.0,53.0,30.18867924528302,2013
SANFORD-FRITCH ISD,,51.0,,2013
SANGER ISD,15.0,164.0,9.146341463414634,2013
SANTA ANNA ISD,,20.0,,2013
SANTA FE ISD,42.0,304.0,13.815789473684212,2013
SANTA GERTRUDIS ISD,28.0,56.0,50.0,2013
SANTA MARIA ISD,6.0,35.0,17.142857142857142,2013
SANTA ROSA ISD,18.0,95.0,18.947368421052634,2013
SANTO ISD,8.0,46.0,17.391304347826086,2013
SAVOY ISD,,20.0,,2013
SCHERTZ-CIBOLO-U CITY ISD,213.0,1020.0,20.88235294117647,2013
SCHLEICHER ISD,15.0,45.0,33.33333333333333,2013
SCHULENBURG ISD,8.0,46.0,17.391304347826086,2013
SCURRY-ROSSER ISD,7.0,60.0,11.666666666666666,2013
SEAGRAVES ISD,,38.0,,2013
SEALY ISD,41.0,197.0,20.812182741116754,2013
SEGUIN ISD,82.0,472.0,17.372881355932204,2013
SEMINOLE ISD,15.0,149.0,10.06711409395973,2013
SEYMOUR ISD,6.0,36.0,16.666666666666664,2013
SHALLOWATER ISD,24.0,107.0,22.429906542056074,2013
SHAMROCK ISD,,20.0,,2013
SHARYLAND ISD,234.0,719.0,32.5452016689847,2013
SHELBYVILLE ISD,10.0,42.0,23.809523809523807,2013
SHELDON ISD,44.0,378.0,11.64021164021164,2013
SHEPHERD ISD,16.0,115.0,13.91304347826087,2013
SHERMAN ISD,49.0,340.0,14.411764705882351,2013
SHINER ISD,15.0,44.0,34.090909090909086,2013
SIDNEY ISD,,9.0,,2013
SIERRA BLANCA ISD,,15.0,,2013
SILSBEE ISD,43.0,172.0,25.0,2013
SILVERTON ISD,5.0,14.0,35.714285714285715,2013
SIMMS ISD,,38.0,,2013
SINTON ISD,32.0,141.0,22.69503546099291,2013
SKIDMORE-TYNAN ISD,13.0,70.0,18.571428571428573,2013
SLATON ISD,5.0,76.0,6.578947368421052,2013
SLIDELL ISD,,24.0,,2013
SLOCUM ISD,,25.0,,2013
SMITHVILLE ISD,29.0,159.0,18.238993710691823,2013
SMYER ISD,5.0,20.0,25.0,2013
SNOOK ISD,,31.0,,2013
SNYDER ISD,14.0,165.0,8.484848484848486,2013
SOCORRO ISD,761.0,3000.0,25.366666666666664,2013
SOMERSET ISD,23.0,210.0,10.952380952380953,2013
SOMERVILLE ISD,,39.0,,2013
SONORA ISD,20.0,58.0,34.48275862068966,2013
SOUTH SAN ANTONIO ISD,44.0,431.0,10.208816705336426,2013
SOUTH TEXAS ISD,354.0,569.0,62.214411247803156,2013
SOUTHLAND ISD,,5.0,,2013
SOUTHSIDE ISD,31.0,287.0,10.801393728222997,2013
SOUTHWEST ISD,45.0,719.0,6.258692628650904,2013
SPEARMAN ISD,12.0,50.0,24.0,2013
SPLENDORA ISD,27.0,220.0,12.272727272727273,2013
SPRING BRANCH ISD,479.0,2011.0,23.81899552461462,2013
SPRING HILL ISD,17.0,95.0,17.894736842105264,2013
SPRING ISD,389.0,2019.0,19.266963843486877,2013
SPRINGLAKE-EARTH ISD,9.0,30.0,30.0,2013
SPRINGTOWN ISD,22.0,215.0,10.232558139534884,2013
SPUR ISD,,12.0,,2013
SPURGER ISD,,22.0,,2013
STAMFORD ISD,15.0,57.0,26.31578947368421,2013
STANTON ISD,11.0,48.0,22.916666666666664,2013
STAR ISD,,8.0,,2013
STERLING CITY ISD,,15.0,,2013
STOCKDALE ISD,18.0,61.0,29.508196721311474,2013
STRATFORD ISD,,35.0,,2013
STRAWN ISD,,10.0,,2013
SUDAN ISD,,31.0,,2013
SULPHUR BLUFF ISD,,18.0,,2013
SULPHUR SPRINGS ISD,51.0,237.0,21.518987341772153,2013
SUNDOWN ISD,7.0,48.0,14.583333333333334,2013
SUNNYVALE ISD,41.0,85.0,48.23529411764706,2013
SUNRAY ISD,,34.0,,2013
SWEENY ISD,24.0,144.0,16.666666666666664,2013
SWEETWATER ISD,27.0,122.0,22.131147540983605,2013
TAFT ISD,6.0,69.0,8.695652173913043,2013
TAHOKA ISD,,29.0,,2013
TARKINGTON ISD,16.0,140.0,11.428571428571429,2013
TATUM ISD,7.0,92.0,7.608695652173914,2013
TAYLOR ISD,38.0,217.0,17.51152073732719,2013
TEAGUE ISD,7.0,74.0,9.45945945945946,2013
TEMPLE ISD,68.0,516.0,13.178294573643413,2013
TENAHA ISD,,23.0,,2013
TERRELL COUNTY ISD,,5.0,,2013
TERRELL ISD,16.0,224.0,7.142857142857142,2013
TEXARKANA ISD,55.0,436.0,12.614678899082568,2013
TEXAS CITY ISD,36.0,364.0,9.89010989010989,2013
TEXLINE ISD,,10.0,,2013
THORNDALE ISD,11.0,55.0,20.0,2013
THRALL ISD,6.0,38.0,15.789473684210526,2013
THREE RIVERS ISD,6.0,47.0,12.76595744680851,2013
THROCKMORTON ISD,7.0,18.0,38.88888888888889,2013
TIDEHAVEN ISD,7.0,44.0,15.909090909090908,2013
TIMPSON ISD,,35.0,,2013
TOLAR ISD,20.0,57.0,35.08771929824561,2013
TOM BEAN ISD,9.0,60.0,15.0,2013
TOMBALL ISD,165.0,694.0,23.77521613832853,2013
TORNILLO ISD,10.0,83.0,12.048192771084338,2013
TRENT ISD,,14.0,,2013
TRENTON ISD,,35.0,,2013
TRINIDAD ISD,,5.0,,2013
TRINITY ISD,9.0,72.0,12.5,2013
TROUP ISD,13.0,69.0,18.84057971014493,2013
TROY ISD,18.0,85.0,21.176470588235293,2013
TULIA ISD,9.0,66.0,13.636363636363635,2013
TULOSO-MIDWAY ISD,78.0,293.0,26.621160409556317,2013
TURKEY-QUITAQUE ISD,8.0,18.0,44.44444444444444,2013
