DistName,Enrolled 4-Year,Total Graduated,Enrolled 4-Year (%),Year
NEW DEAL ISD,7.0,56.0,12.5,2014
NEW DIANA ISD,7.0,56.0,12.5,2014
NEW HOME ISD,,15.0,,2014
NEW SUMMERFIELD ISD,,26.0,,2014
NEW WAVERLY ISD,10.0,51.0,19.607843137254903,2014
NEWCASTLE ISD,,11.0,,2014
NEWTON ISD,10.0,70.0,14.285714285714285,2014
NOCONA ISD,11.0,50.0,22.0,2014
NORDHEIM ISD,,8.0,,2014
NORMANGEE ISD,5.0,35.0,14.285714285714285,2014
NORTH EAST ISD,1151.0,4676.0,24.615055603079554,2014
NORTH HOPKINS ISD,6.0,34.0,17.647058823529413,2014
NORTH LAMAR ISD,,6.0,,2014
NORTH ZULCH ISD,,27.0,,2014
NORTHSIDE ISD,1412.0,6444.0,21.91185599006828,2014
NORTHSIDE ISD,,11.0,,2014
NORTHWEST ISD,273.0,1083.0,25.20775623268698,2014
OAKWOOD ISD,,10.0,,2014
ODEM-EDROY ISD,15.0,69.0,21.73913043478261,2014
O'DONNELL ISD,,14.0,,2014
OGLESBY ISD,,12.0,,2014
OLNEY ISD,10.0,46.0,21.73913043478261,2014
OLTON ISD,18.0,56.0,32.142857142857146,2014
ONALASKA ISD,6.0,33.0,18.181818181818183,2014
ORANGE GROVE ISD,32.0,123.0,26.01626016260163,2014
ORANGEFIELD ISD,25.0,125.0,20.0,2014
ORE CITY ISD,,43.0,,2014
OVERTON ISD,,30.0,,2014
PADUCAH ISD,,15.0,,2014
PAINT CREEK ISD,,12.0,,2014
PAINT ROCK ISD,,9.0,,2014
PALACIOS ISD,23.0,94.0,24.46808510638298,2014
PALESTINE ISD,31.0,176.0,17.613636363636363,2014
PALMER ISD,11.0,71.0,15.492957746478872,2014
PAMPA ISD,33.0,219.0,15.068493150684931,2014
PANHANDLE ISD,17.0,58.0,29.310344827586203,2014
PARADISE ISD,18.0,69.0,26.08695652173913,2014
PARIS ISD,20.0,173.0,11.560693641618498,2014
PASADENA ISD,436.0,2997.0,14.54788121454788,2014
PATTON SPRINGS ISD,,,,2014
PEARLAND ISD,336.0,1332.0,25.225225225225223,2014
PEARSALL ISD,15.0,106.0,14.150943396226415,2014
PEASTER ISD,17.0,55.0,30.909090909090907,2014
PECOS-BARSTOW-TOYAH ISD,20.0,130.0,15.384615384615385,2014
PENELOPE ISD,,24.0,,2014
PERRYTON ISD,23.0,149.0,15.436241610738255,2014
PETERSBURG ISD,,17.0,,2014
PETROLIA ISD,8.0,37.0,21.62162162162162,2014
PETTUS ISD,,24.0,,2014
PFLUGERVILLE ISD,413.0,1520.0,27.171052631578945,2014
PHARR-SAN JUAN-ALAMO ISD,487.0,1861.0,26.168726491133796,2014
PILOT POINT ISD,19.0,87.0,21.839080459770116,2014
PINE TREE ISD,41.0,271.0,15.129151291512915,2014
PITTSBURG ISD,16.0,151.0,10.596026490066226,2014
PLAINS ISD,6.0,26.0,23.076923076923077,2014
PLAINVIEW ISD,56.0,315.0,17.77777777777778,2014
PLANO ISD,967.0,3796.0,25.47418335089568,2014
PLEASANT GROVE ISD,24.0,145.0,16.551724137931036,2014
PLEASANTON ISD,38.0,213.0,17.84037558685446,2014
POINT ISABEL ISD,38.0,166.0,22.89156626506024,2014
PONDER ISD,15.0,80.0,18.75,2014
POOLVILLE ISD,,31.0,,2014
PORT ARANSAS ISD,22.0,48.0,45.83333333333333,2014
PORT ARTHUR ISD,60.0,414.0,14.492753623188406,2014
PORT NECHES-GROVES ISD,83.0,318.0,26.10062893081761,2014
POST ISD,9.0,56.0,16.071428571428573,2014
POTEET ISD,14.0,100.0,14.000000000000002,2014
POTH ISD,10.0,52.0,19.230769230769234,2014
POTTSBORO ISD,14.0,71.0,19.718309859154928,2014
PRAIRIE LEA ISD,,14.0,,2014
PRAIRIE VALLEY ISD,,6.0,,2014
PRAIRILAND ISD,5.0,76.0,6.578947368421052,2014
PREMONT ISD,,22.0,,2014
PRESIDIO ISD,28.0,97.0,28.865979381443296,2014
PRIDDY ISD,,7.0,,2014
PRINCETON ISD,20.0,223.0,8.968609865470851,2014
PROGRESO ISD,22.0,118.0,18.64406779661017,2014
PROSPER ISD,92.0,343.0,26.82215743440233,2014
QUANAH ISD,,36.0,,2014
QUEEN CITY ISD,,66.0,,2014
QUINLAN ISD,21.0,139.0,15.107913669064748,2014
QUITMAN ISD,14.0,83.0,16.867469879518072,2014
RAINS ISD,12.0,101.0,11.881188118811881,2014
RALLS ISD,,29.0,,2014
RANDOLPH FIELD ISD,20.0,60.0,33.33333333333333,2014
RANGER ISD,,29.0,,2014
RANKIN ISD,,12.0,,2014
RAYMONDVILLE ISD,27.0,125.0,21.6,2014
REAGAN COUNTY ISD,10.0,66.0,15.151515151515152,2014
RED OAK ISD,104.0,451.0,23.059866962305986,2014
REDWATER ISD,10.0,84.0,11.904761904761903,2014
REFUGIO ISD,9.0,51.0,17.647058823529413,2014
RICE ISD,8.0,74.0,10.81081081081081,2014
RICHARDS ISD,,14.0,,2014
RICHARDSON ISD,469.0,2082.0,22.526416906820366,2014
RICHLAND SPRINGS ISD,,10.0,,2014
RIESEL ISD,7.0,50.0,14.000000000000002,2014
RIO HONDO ISD,27.0,129.0,20.930232558139537,2014
RIO VISTA ISD,11.0,49.0,22.448979591836736,2014
RISING STAR ISD,,10.0,,2014
RIVER ROAD ISD,15.0,89.0,16.853932584269664,2014
RIVERCREST ISD,,39.0,,2014
RIVIERA ISD,15.0,43.0,34.883720930232556,2014
ROBERT LEE ISD,,15.0,,2014
ROBINSON ISD,19.0,177.0,10.734463276836157,2014
ROBSTOWN ISD,32.0,145.0,22.06896551724138,2014
ROCHELLE ISD,,17.0,,2014
ROCKDALE ISD,21.0,100.0,21.0,2014
ROCKSPRINGS ISD,,21.0,,2014
ROCKWALL ISD,286.0,1007.0,28.401191658391262,2014
ROGERS ISD,11.0,79.0,13.924050632911392,2014
ROMA ISD,98.0,391.0,25.063938618925828,2014
ROOSEVELT ISD,7.0,58.0,12.068965517241379,2014
ROPES ISD,5.0,19.0,26.31578947368421,2014
ROSCOE COLLEGIATE ISD,,23.0,,2014
ROSEBUD-LOTT ISD,5.0,47.0,10.638297872340425,2014
ROTAN ISD,,20.0,,2014
ROUND ROCK ISD,860.0,3054.0,28.159790438768827,2014
ROUND TOP-CARMINE ISD,,14.0,,2014
ROXTON ISD,,20.0,,2014
ROYAL ISD,18.0,108.0,16.666666666666664,2014
ROYSE CITY ISD,55.0,271.0,20.29520295202952,2014
RULE ISD,,,,2014
RUNGE ISD,,25.0,,2014
RUSK ISD,14.0,128.0,10.9375,2014
SABINAL ISD,12.0,36.0,33.33333333333333,2014
SABINE ISD,12.0,76.0,15.789473684210526,2014
SABINE PASS ISD,12.0,31.0,38.70967741935484,2014
SAINT JO ISD,,15.0,,2014
SALADO ISD,26.0,118.0,22.033898305084744,2014
SALTILLO ISD,,15.0,,2014
SAM RAYBURN ISD,6.0,32.0,18.75,2014
SAN ANGELO ISD,272.0,858.0,31.7016317016317,2014
SAN ANTONIO ISD,373.0,2519.0,14.807463279079,2014
SAN AUGUSTINE ISD,5.0,31.0,16.129032258064516,2014
SAN DIEGO ISD,14.0,88.0,15.909090909090908,2014
SAN ELIZARIO ISD,27.0,234.0,11.538461538461538,2014
SAN ISIDRO ISD,,23.0,,2014
SAN PERLITA ISD,,18.0,,2014
SAN SABA ISD,17.0,50.0,34.0,2014
SANFORD-FRITCH ISD,6.0,43.0,13.953488372093023,2014
SANGER ISD,26.0,160.0,16.25,2014
SANTA ANNA ISD,,15.0,,2014
SANTA FE ISD,42.0,287.0,14.634146341463413,2014
SANTA GERTRUDIS ISD,24.0,56.0,42.857142857142854,2014
SANTA MARIA ISD,9.0,28.0,32.142857142857146,2014
SANTA ROSA ISD,15.0,87.0,17.24137931034483,2014
SANTO ISD,6.0,34.0,17.647058823529413,2014
SAVOY ISD,,21.0,,2014
SCHERTZ-CIBOLO-U CITY ISD,229.0,1015.0,22.5615763546798,2014
SCHLEICHER ISD,7.0,30.0,23.333333333333332,2014
SCHULENBURG ISD,13.0,58.0,22.413793103448278,2014
SCURRY-ROSSER ISD,,72.0,,2014
SEAGRAVES ISD,,35.0,,2014
SEALY ISD,24.0,183.0,13.114754098360656,2014
SEGUIN ISD,67.0,413.0,16.222760290556902,2014
SEMINOLE ISD,29.0,157.0,18.471337579617835,2014
SEYMOUR ISD,,27.0,,2014
SHALLOWATER ISD,20.0,96.0,20.833333333333336,2014
SHAMROCK ISD,,24.0,,2014
SHARYLAND ISD,274.0,740.0,37.027027027027025,2014
SHELBYVILLE ISD,6.0,50.0,12.0,2014
SHELDON ISD,57.0,383.0,14.882506527415144,2014
SHEPHERD ISD,13.0,126.0,10.317460317460316,2014
SHERMAN ISD,44.0,377.0,11.671087533156498,2014
SHINER ISD,13.0,42.0,30.952380952380953,2014
SIDNEY ISD,,,,2014
SILSBEE ISD,55.0,175.0,31.428571428571427,2014
SILVERTON ISD,,10.0,,2014
SIMMS ISD,,53.0,,2014
SINTON ISD,24.0,132.0,18.181818181818183,2014
SKIDMORE-TYNAN ISD,,61.0,,2014
SLATON ISD,,87.0,,2014
SLIDELL ISD,,14.0,,2014
SLOCUM ISD,8.0,29.0,27.586206896551722,2014
SMITHVILLE ISD,17.0,133.0,12.781954887218044,2014
SMYER ISD,,22.0,,2014
SNOOK ISD,,27.0,,2014
SNYDER ISD,14.0,163.0,8.588957055214724,2014
SOCORRO ISD,900.0,3033.0,29.673590504451035,2014
SOMERSET ISD,25.0,232.0,10.775862068965516,2014
SOMERVILLE ISD,,33.0,,2014
SONORA ISD,16.0,68.0,23.52941176470588,2014
SOUTH SAN ANTONIO ISD,48.0,500.0,9.6,2014
SOUTH TEXAS ISD,345.0,617.0,55.91572123176661,2014
SOUTHLAND ISD,,16.0,,2014
SOUTHSIDE ISD,42.0,268.0,15.671641791044777,2014
SOUTHWEST ISD,54.0,701.0,7.703281027104136,2014
SPEARMAN ISD,14.0,57.0,24.561403508771928,2014
SPLENDORA ISD,38.0,235.0,16.170212765957448,2014
SPRING BRANCH ISD,442.0,2048.0,21.58203125,2014
SPRING HILL ISD,20.0,96.0,20.833333333333336,2014
SPRING ISD,366.0,1977.0,18.512898330804248,2014
SPRINGLAKE-EARTH ISD,,18.0,,2014
SPRINGTOWN ISD,25.0,180.0,13.88888888888889,2014
SPUR ISD,,19.0,,2014
SPURGER ISD,,26.0,,2014
STAMFORD ISD,12.0,44.0,27.27272727272727,2014
STANTON ISD,9.0,48.0,18.75,2014
STAR ISD,,7.0,,2014
STEPHENVILLE ISD,97.0,245.0,39.59183673469388,2014
STERLING CITY ISD,,16.0,,2014
STOCKDALE ISD,11.0,45.0,24.444444444444443,2014
STRATFORD ISD,9.0,50.0,18.0,2014
STRAWN ISD,,8.0,,2014
SUDAN ISD,7.0,37.0,18.91891891891892,2014
SULPHUR BLUFF ISD,5.0,19.0,26.31578947368421,2014
SULPHUR SPRINGS ISD,50.0,231.0,21.645021645021643,2014
SUNDOWN ISD,5.0,32.0,15.625,2014
SUNNYVALE ISD,36.0,86.0,41.86046511627907,2014
SUNRAY ISD,7.0,37.0,18.91891891891892,2014
SWEENY ISD,24.0,126.0,19.047619047619047,2014
SWEETWATER ISD,35.0,106.0,33.0188679245283,2014
TAFT ISD,8.0,72.0,11.11111111111111,2014
TAHOKA ISD,8.0,45.0,17.77777777777778,2014
TARKINGTON ISD,12.0,105.0,11.428571428571429,2014
TATUM ISD,8.0,121.0,6.6115702479338845,2014
TAYLOR ISD,44.0,233.0,18.88412017167382,2014
TEAGUE ISD,5.0,73.0,6.8493150684931505,2014
TEMPLE ISD,58.0,485.0,11.958762886597938,2014
TENAHA ISD,,33.0,,2014
TERRELL COUNTY ISD,5.0,11.0,45.45454545454545,2014
TERRELL ISD,21.0,209.0,10.047846889952153,2014
TEXARKANA ISD,63.0,430.0,14.651162790697676,2014
TEXAS CITY ISD,52.0,364.0,14.285714285714285,2014
TEXLINE ISD,,11.0,,2014
THORNDALE ISD,9.0,53.0,16.9811320754717,2014
THRALL ISD,12.0,45.0,26.666666666666668,2014
THREE RIVERS ISD,13.0,37.0,35.13513513513514,2014
THROCKMORTON ISD,,13.0,,2014
TIDEHAVEN ISD,,45.0,,2014
TIMPSON ISD,,32.0,,2014
TOLAR ISD,19.0,46.0,41.30434782608695,2014
TOM BEAN ISD,10.0,64.0,15.625,2014
TOMBALL ISD,201.0,752.0,26.728723404255316,2014
TORNILLO ISD,16.0,98.0,16.3265306122449,2014
TRENT ISD,,8.0,,2014
TRENTON ISD,5.0,52.0,9.615384615384617,2014
TRINIDAD ISD,,9.0,,2014
TRINITY ISD,12.0,57.0,21.052631578947366,2014
TROUP ISD,9.0,72.0,12.5,2014
TROY ISD,14.0,83.0,16.867469879518072,2014
TULIA ISD,17.0,64.0,26.5625,2014
TULOSO-MIDWAY ISD,73.0,282.0,25.886524822695034,2014
TURKEY-QUITAQUE ISD,,20.0,,2014
TYLER ISD,111.0,927.0,11.974110032362459,2014
UNION GROVE ISD,9.0,45.0,20.0,2014
UNION HILL ISD,,24.0,,2014
UNITED ISD,743.0,2837.0,26.189636940430034,2014
UTOPIA ISD,,15.0,,2014
VALENTINE ISD,,,,2014
VALLEY MILLS ISD,5.0,41.0,12.195121951219512,2014
VALLEY VIEW ISD,12.0,48.0,25.0,2014
VALLEY VIEW ISD,89.0,319.0,27.89968652037618,2014
VAN ALSTYNE ISD,20.0,96.0,20.833333333333336,2014
VAN ISD,13.0,152.0,8.552631578947368,2014
VAN VLECK ISD,9.0,67.0,13.432835820895523,2014
VEGA ISD,15.0,30.0,50.0,2014
VENUS ISD,19.0,120.0,15.833333333333332,2014
VERIBEST ISD,,11.0,,2014
VERNON ISD,25.0,126.0,19.841269841269842,2014
VICTORIA ISD,127.0,752.0,16.888297872340424,2014
VIDOR ISD,47.0,372.0,12.634408602150538,2014
WACO ISD,56.0,690.0,8.115942028985506,2014
WAELDER ISD,,9.0,,2014
WALL ISD,49.0,81.0,60.49382716049383,2014
WALLER ISD,53.0,351.0,15.0997150997151,2014
WALNUT SPRINGS ISD,,8.0,,2014
WARREN ISD,12.0,72.0,16.666666666666664,2014
WASKOM ISD,11.0,61.0,18.0327868852459,2014
WATER VALLEY ISD,,28.0,,2014
WAXAHACHIE ISD,112.0,557.0,20.107719928186714,2014
WEATHERFORD ISD,77.0,493.0,15.618661257606492,2014
WEIMAR ISD,6.0,40.0,15.0,2014
WELLINGTON ISD,11.0,38.0,28.947368421052634,2014
WELLS ISD,,21.0,,2014
WESLACO ISD,254.0,1025.0,24.78048780487805,2014
WEST ISD,8.0,104.0,7.6923076923076925,2014
WEST OSO ISD,22.0,109.0,20.18348623853211,2014
WEST RUSK COUNTY CONSOLIDATED ISD,,67.0,,2014
WEST SABINE ISD,17.0,56.0,30.357142857142854,2014
WESTBROOK ISD,,12.0,,2014
WESTPHALIA ISD,,17.0,,2014
WESTWOOD ISD,13.0,79.0,16.455696202531644,2014
WHARTON ISD,12.0,116.0,10.344827586206897,2014
WHEELER ISD,5.0,25.0,20.0,2014
WHITE DEER ISD,5.0,20.0,25.0,2014
WHITE OAK ISD,11.0,80.0,13.750000000000002,2014
WHITE SETTLEMENT ISD,65.0,412.0,15.776699029126215,2014
WHITEHOUSE ISD,47.0,295.0,15.932203389830507,2014
WHITESBORO ISD,18.0,103.0,17.475728155339805,2014
WHITEWRIGHT ISD,10.0,51.0,19.607843137254903,2014
WHITHARRAL ISD,,9.0,,2014
WHITNEY ISD,14.0,98.0,14.285714285714285,2014
WICHITA FALLS ISD,229.0,934.0,24.51820128479657,2014
WILLIS ISD,58.0,359.0,16.15598885793872,2014
WILLS POINT ISD,26.0,170.0,15.294117647058824,2014
WILSON ISD,,15.0,,2014
WIMBERLEY ISD,47.0,162.0,29.01234567901235,2014
WINDTHORST ISD,11.0,40.0,27.500000000000004,2014
WINK-LOVING ISD,,23.0,,2014
WINNSBORO ISD,15.0,92.0,16.304347826086957,2014
WINONA ISD,,70.0,,2014
WINTERS ISD,10.0,36.0,27.77777777777778,2014
WODEN ISD,9.0,53.0,16.9811320754717,2014
WOLFE CITY ISD,15.0,47.0,31.914893617021278,2014
WOODSBORO ISD,9.0,39.0,23.076923076923077,2014
WOODSON ISD,,,,2014
WOODVILLE ISD,18.0,62.0,29.03225806451613,2014
WORTHAM ISD,,37.0,,2014
WYLIE ISD,139.0,794.0,17.506297229219143,2014
WYLIE ISD,71.0,213.0,33.33333333333333,2014
YANTIS ISD,,23.0,,2014
YOAKUM ISD,18.0,124.0,14.516129032258066,2014
YORKTOWN ISD,,33.0,,2014
YSLETA ISD,785.0,2904.0,27.03168044077135,2014
ZAPATA COUNTY ISD,50.0,194.0,25.773195876288657,2014
ZAVALLA ISD,5.0,25.0,20.0,2014
ZEPHYR ISD,,14.0,,2014
ABBOTT ISD,11.0,27.0,40.74074074074074,2015
ABERNATHY ISD,8.0,54.0,14.814814814814813,2015
ABILENE ISD,123.0,938.0,13.113006396588487,2015
ACADEMY ISD,17.0,98.0,17.346938775510203,2015
ADRIAN ISD,,6.0,,2015
AGUA DULCE ISD,8.0,27.0,29.629629629629626,2015
ALAMO HEIGHTS ISD,75.0,369.0,20.32520325203252,2015
ALBA-GOLDEN ISD,9.0,69.0,13.043478260869565,2015
ALBANY ISD,9.0,23.0,39.130434782608695,2015
ALDINE ISD,539.0,3370.0,15.99406528189911,2015
ALEDO ISD,103.0,420.0,24.523809523809522,2015
ALICE ISD,65.0,287.0,22.64808362369338,2015
ALIEF ISD,503.0,2560.0,19.6484375,2015
ALLEN ISD,357.0,1365.0,26.153846153846157,2015
ALPINE ISD,,59.0,,2015
ALTO ISD,10.0,54.0,18.51851851851852,2015
ALVARADO ISD,37.0,248.0,14.919354838709678,2015
ALVIN ISD,230.0,1194.0,19.262981574539364,2015
ALVORD ISD,16.0,56.0,28.57142857142857,2015
AMARILLO ISD,294.0,1771.0,16.600790513833992,2015
AMHERST ISD,,11.0,,2015
ANAHUAC ISD,18.0,81.0,22.22222222222222,2015
ANDREWS ISD,45.0,255.0,17.647058823529413,2015
ANGLETON ISD,70.0,412.0,16.990291262135923,2015
ANNA ISD,16.0,143.0,11.188811188811188,2015
ANSON ISD,12.0,44.0,27.27272727272727,2015
ANTHONY ISD,11.0,49.0,22.448979591836736,2015
ANTON ISD,,9.0,,2015
APPLE SPRINGS ISD,,21.0,,2015
AQUILLA ISD,,24.0,,2015
ARANSAS COUNTY ISD,48.0,209.0,22.966507177033492,2015
ARANSAS PASS ISD,8.0,99.0,8.080808080808081,2015
ARCHER CITY ISD,12.0,39.0,30.76923076923077,2015
ARGYLE ISD,63.0,176.0,35.79545454545455,2015
ARLINGTON ISD,800.0,3762.0,21.26528442317916,2015
ARP ISD,7.0,87.0,8.045977011494253,2015
ASPERMONT ISD,,11.0,,2015
ATHENS ISD,25.0,197.0,12.690355329949238,2015
ATLANTA ISD,19.0,132.0,14.393939393939394,2015
AUBREY ISD,26.0,111.0,23.423423423423422,2015
AUSTIN ISD,889.0,4254.0,20.89797837329572,2015
AUSTWELL-TIVOLI ISD,,14.0,,2015
AVALON ISD,,18.0,,2015
AVERY ISD,,25.0,,2015
AVINGER ISD,,17.0,,2015
AXTELL ISD,5.0,54.0,9.25925925925926,2015
AZLE ISD,55.0,403.0,13.647642679900745,2015
BAIRD ISD,,23.0,,2015
BALLINGER ISD,19.0,62.0,30.64516129032258,2015
BALMORHEA ISD,,8.0,,2015
BANDERA ISD,28.0,149.0,18.79194630872483,2015
BANGS ISD,7.0,75.0,9.333333333333334,2015
BANQUETE ISD,17.0,61.0,27.86885245901639,2015
BARBERS HILL ISD,88.0,319.0,27.586206896551722,2015
BARTLETT ISD,,24.0,,2015
BASTROP ISD,92.0,578.0,15.916955017301039,2015
BAY CITY ISD,34.0,226.0,15.04424778761062,2015
BEAUMONT ISD,309.0,1096.0,28.193430656934304,2015
BECKVILLE ISD,,35.0,,2015
BEEVILLE ISD,20.0,189.0,10.582010582010582,2015
BELLEVUE ISD,,15.0,,2015
BELLS ISD,12.0,44.0,27.27272727272727,2015
BELLVILLE ISD,34.0,148.0,22.972972972972975,2015
BELTON ISD,130.0,705.0,18.439716312056735,2015
BEN BOLT-PALITO BLANCO ISD,9.0,52.0,17.307692307692307,2015
BENAVIDES ISD,7.0,18.0,38.88888888888889,2015
BENJAMIN ISD,,,,2015
BIG SANDY ISD,7.0,38.0,18.421052631578945,2015
BIG SANDY ISD,7.0,36.0,19.444444444444446,2015
BIG SPRING ISD,22.0,209.0,10.526315789473683,2015
BIRDVILLE ISD,262.0,1552.0,16.881443298969074,2015
BLANCO ISD,21.0,69.0,30.434782608695656,2015
BLAND ISD,10.0,40.0,25.0,2015
BLANKET ISD,,11.0,,2015
BLOOMBURG ISD,,22.0,,2015
BLOOMING GROVE ISD,13.0,69.0,18.84057971014493,2015
BLOOMINGTON ISD,,53.0,,2015
BLUE RIDGE ISD,9.0,49.0,18.367346938775512,2015
BLUM ISD,,26.0,,2015
BOERNE ISD,155.0,557.0,27.827648114901255,2015
BOLES ISD,9.0,31.0,29.03225806451613,2015
BOLING ISD,,62.0,,2015
BONHAM ISD,22.0,112.0,19.642857142857142,2015
BOOKER ISD,,27.0,,2015
BORDEN COUNTY ISD,6.0,14.0,42.857142857142854,2015
BORGER ISD,21.0,190.0,11.052631578947368,2015
BOSQUEVILLE ISD,,44.0,,2015
BOVINA ISD,,24.0,,2015
BOWIE ISD,21.0,98.0,21.428571428571427,2015
BOYD ISD,14.0,91.0,15.384615384615385,2015
BOYS RANCH ISD,11.0,49.0,22.448979591836736,2015
BRACKETT ISD,12.0,48.0,25.0,2015
BRADY ISD,21.0,72.0,29.166666666666668,2015
BRAZOS ISD,,62.0,,2015
BRAZOSPORT ISD,119.0,793.0,15.006305170239598,2015
BRECKENRIDGE ISD,15.0,90.0,16.666666666666664,2015
BREMOND ISD,,38.0,,2015
BRENHAM ISD,57.0,308.0,18.506493506493506,2015
BRIDGE CITY ISD,40.0,178.0,22.47191011235955,2015
BRIDGEPORT ISD,24.0,142.0,16.901408450704224,2015
BROADDUS ISD,6.0,26.0,23.076923076923077,2015
BROCK ISD,16.0,70.0,22.857142857142858,2015
BRONTE ISD,9.0,25.0,36.0,2015
BROOKELAND ISD,,25.0,,2015
BROOKESMITH ISD,,10.0,,2015
BROOKS COUNTY ISD,21.0,88.0,23.863636363636363,2015
BROWNFIELD ISD,6.0,121.0,4.958677685950414,2015
BROWNSBORO ISD,25.0,181.0,13.812154696132598,2015
BROWNSVILLE ISD,782.0,2852.0,27.419354838709676,2015
BROWNWOOD ISD,44.0,212.0,20.754716981132077,2015
BRUCEVILLE-EDDY ISD,7.0,58.0,12.068965517241379,2015
BRYAN ISD,139.0,867.0,16.032295271049595,2015
BRYSON ISD,,16.0,,2015
BUCKHOLTS ISD,,14.0,,2015
BUENA VISTA ISD,,8.0,,2015
BUFFALO ISD,13.0,57.0,22.807017543859647,2015
BULLARD ISD,31.0,152.0,20.394736842105264,2015
BUNA ISD,23.0,102.0,22.54901960784314,2015
BURKBURNETT ISD,46.0,216.0,21.296296296296298,2015
BURKEVILLE ISD,,23.0,,2015
BURLESON ISD,114.0,752.0,15.159574468085108,2015
BURTON ISD,,19.0,,2015
BUSHLAND ISD,33.0,103.0,32.038834951456316,2015
BYNUM ISD,,15.0,,2015
CADDO MILLS ISD,17.0,92.0,18.478260869565215,2015
CALALLEN ISD,80.0,269.0,29.739776951672862,2015
CALDWELL ISD,18.0,116.0,15.517241379310345,2015
CALHOUN COUNTY ISD,55.0,278.0,19.784172661870503,2015
CALLISBURG ISD,16.0,87.0,18.39080459770115,2015
CALVERT ISD,,9.0,,2015
CAMERON ISD,19.0,86.0,22.093023255813954,2015
CAMPBELL ISD,,27.0,,2015
CANADIAN ISD,12.0,44.0,27.27272727272727,2015
CANTON ISD,30.0,136.0,22.058823529411764,2015
CANUTILLO ISD,94.0,421.0,22.327790973871732,2015
CANYON ISD,206.0,609.0,33.825944170771756,2015
CARLISLE ISD,,47.0,,2015
CARROLL ISD,188.0,661.0,28.44175491679274,2015
CARROLLTON-FARMERS BRANCH ISD,303.0,1650.0,18.363636363636363,2015
CARTHAGE ISD,29.0,158.0,18.354430379746837,2015
CASTLEBERRY ISD,23.0,188.0,12.23404255319149,2015
CAYUGA ISD,8.0,56.0,14.285714285714285,2015
CEDAR HILL ISD,174.0,613.0,28.38499184339315,2015
CELESTE ISD,11.0,43.0,25.581395348837212,2015
CELINA ISD,25.0,152.0,16.447368421052634,2015
CENTER ISD,18.0,132.0,13.636363636363635,2015
CENTER POINT ISD,,43.0,,2015
CENTERVILLE ISD,15.0,56.0,26.785714285714285,2015
CENTERVILLE ISD,,14.0,,2015
CENTRAL HEIGHTS ISD,17.0,70.0,24.285714285714285,2015
CENTRAL ISD,8.0,99.0,8.080808080808081,2015
CHANNELVIEW ISD,86.0,498.0,17.269076305220885,2015
CHANNING ISD,,8.0,,2015
CHAPEL HILL ISD,24.0,207.0,11.594202898550725,2015
CHAPEL HILL ISD,11.0,81.0,13.580246913580247,2015
CHARLOTTE ISD,5.0,35.0,14.285714285714285,2015
CHEROKEE ISD,,10.0,,2015
CHESTER ISD,,5.0,,2015
CHICO ISD,5.0,39.0,12.82051282051282,2015
CHILDRESS ISD,22.0,77.0,28.57142857142857,2015
CHILLICOTHE ISD,,11.0,,2015
CHILTON ISD,,27.0,,2015
CHINA SPRING ISD,26.0,152.0,17.105263157894736,2015
CHIRENO ISD,9.0,29.0,31.03448275862069,2015
CHISUM ISD,9.0,71.0,12.676056338028168,2015
CHRISTOVAL ISD,20.0,49.0,40.816326530612244,2015
CISCO ISD,12.0,65.0,18.461538461538463,2015
CITY VIEW ISD,8.0,53.0,15.09433962264151,2015
CLARENDON ISD,,29.0,,2015
CLARKSVILLE ISD,6.0,50.0,12.0,2015
CLAUDE ISD,,24.0,,2015
CLEAR CREEK ISD,887.0,2981.0,29.75511573297551,2015
CLEBURNE ISD,52.0,361.0,14.40443213296399,2015
CLEVELAND ISD,20.0,206.0,9.70873786407767,2015
CLIFTON ISD,21.0,78.0,26.923076923076923,2015
CLINT ISD,165.0,699.0,23.605150214592275,2015
COAHOMA ISD,12.0,50.0,24.0,2015
COLEMAN ISD,15.0,63.0,23.809523809523807,2015
COLLEGE STATION ISD,214.0,791.0,27.054361567635905,2015
COLLINSVILLE ISD,8.0,40.0,20.0,2015
COLMESNEIL ISD,,37.0,,2015
COLORADO ISD,14.0,62.0,22.58064516129032,2015
COLUMBIA-BRAZORIA ISD,28.0,175.0,16.0,2015
COLUMBUS ISD,22.0,122.0,18.0327868852459,2015
COMAL ISD,369.0,1380.0,26.73913043478261,2015
COMANCHE ISD,17.0,71.0,23.943661971830984,2015
COMFORT ISD,27.0,101.0,26.732673267326735,2015
COMMERCE ISD,32.0,86.0,37.2093023255814,2015
COMMUNITY ISD,16.0,103.0,15.53398058252427,2015
COMSTOCK ISD,,14.0,,2015
CONNALLY ISD,14.0,128.0,10.9375,2015
CONROE ISD,713.0,3457.0,20.624819207405267,2015
COOLIDGE ISD,,15.0,,2015
COOPER ISD,8.0,70.0,11.428571428571429,2015
COPPELL ISD,299.0,853.0,35.05275498241501,2015
COPPERAS COVE ISD,87.0,546.0,15.934065934065933,2015
CORPUS CHRISTI ISD,465.0,2291.0,20.296813618507205,2015
CORRIGAN-CAMDEN ISD,16.0,72.0,22.22222222222222,2015
CORSICANA ISD,36.0,321.0,11.214953271028037,2015
COTTON CENTER ISD,,8.0,,2015
COTULLA ISD,16.0,79.0,20.253164556962027,2015
COVINGTON ISD,,14.0,,2015
CRANDALL ISD,42.0,216.0,19.444444444444446,2015
