DistName,RegnName,Wealth/ADA,Year
SHELDON ISD,Houston,"$616,900 ",2012
SHELDON ISD,Houston,"$582,031 ",2013
SHELDON ISD,Houston,"$610,754 ",2014
SHELDON ISD,Houston,"$653,775 ",2015
SHELDON ISD,Houston,"$639,057 ",2016
SHELDON ISD,Houston,"$671,870 ",2017
SHERMAN ISD,Richardson,"$361,049 ",2011
SHERMAN ISD,Richardson,"$354,452 ",2012
SHERMAN ISD,Richardson,"$355,057 ",2013
SHERMAN ISD,Richardson,"$353,566 ",2014
SHERMAN ISD,Richardson,"$353,316 ",2015
SHERMAN ISD,Richardson,"$383,595 ",2016
SHERMAN ISD,Richardson,"$408,276 ",2017
SLIDELL ISD,Fort Worth,"$803,868 ",2011
SLIDELL ISD,Fort Worth,"$894,956 ",2012
SLIDELL ISD,Fort Worth,"$959,040 ",2013
SLIDELL ISD,Fort Worth,"$1,122,905 ",2014
SLIDELL ISD,Fort Worth,"$1,457,270 ",2015
SLIDELL ISD,Fort Worth,"$1,392,915 ",2016
SLIDELL ISD,Fort Worth,"$1,594,061 ",2017
SMITHVILLE ISD,Austin,"$356,707 ",2012
SMITHVILLE ISD,Austin,"$348,074 ",2013
SMITHVILLE ISD,Austin,"$339,851 ",2014
SMITHVILLE ISD,Austin,"$362,231 ",2015
SMITHVILLE ISD,Austin,"$362,146 ",2016
SMITHVILLE ISD,Austin,"$376,897 ",2017
SOMERSET ISD,San Antonio,"$95,823 ",2011
SOMERSET ISD,San Antonio,"$90,765 ",2012
SOMERSET ISD,San Antonio,"$90,472 ",2013
SOMERSET ISD,San Antonio,"$90,342 ",2014
SOMERSET ISD,San Antonio,"$101,561 ",2015
SOMERSET ISD,San Antonio,"$103,645 ",2016
SOMERSET ISD,San Antonio,"$112,226 ",2017
SOUTH SAN ANTONIO ISD,San Antonio,"$137,309 ",2011
SOUTH SAN ANTONIO ISD,San Antonio,"$132,601 ",2012
SOUTH SAN ANTONIO ISD,San Antonio,"$133,804 ",2013
SOUTH SAN ANTONIO ISD,San Antonio,"$141,665 ",2014
SOUTH SAN ANTONIO ISD,San Antonio,"$142,508 ",2015
SOUTH SAN ANTONIO ISD,San Antonio,"$147,447 ",2016
SOUTH SAN ANTONIO ISD,San Antonio,"$168,538 ",2017
SOUTHSIDE ISD,San Antonio,"$98,207 ",2011
SOUTHSIDE ISD,San Antonio,"$99,783 ",2012
SOUTHSIDE ISD,San Antonio,"$103,674 ",2013
SOUTHSIDE ISD,San Antonio,"$119,556 ",2014
SOUTHSIDE ISD,San Antonio,"$159,869 ",2015
SOUTHSIDE ISD,San Antonio,"$217,848 ",2016
SOUTHSIDE ISD,San Antonio,"$277,041 ",2017
SOUTHWEST ISD,San Antonio,"$140,399 ",2011
SOUTHWEST ISD,San Antonio,"$128,207 ",2012
SOUTHWEST ISD,San Antonio,"$122,476 ",2013
SOUTHWEST ISD,San Antonio,"$123,555 ",2014
SOUTHWEST ISD,San Antonio,"$138,509 ",2015
SOUTHWEST ISD,San Antonio,"$157,338 ",2016
SOUTHWEST ISD,San Antonio,"$229,647 ",2017
SPRING BRANCH ISD,Houston,"$638,169 ",2011
SPRING BRANCH ISD,Houston,"$611,345 ",2012
SPRING BRANCH ISD,Houston,"$610,700 ",2013
SPRING BRANCH ISD,Houston,"$631,879 ",2014
SPRING BRANCH ISD,Houston,"$684,766 ",2015
SPRING BRANCH ISD,Houston,"$755,873 ",2016
SPRING BRANCH ISD,Houston,"$888,938 ",2017
SPRING ISD,Houston,"$229,818 ",2011
SPRING ISD,Houston,"$214,581 ",2012
SPRING ISD,Houston,"$213,853 ",2013
SPRING ISD,Houston,"$211,387 ",2014
SPRING ISD,Houston,"$221,489 ",2015
SPRING ISD,Houston,"$261,311 ",2016
SPRING ISD,Houston,"$317,172 ",2017
SPRINGTOWN ISD,Fort Worth,"$264,941 ",2011
SPRINGTOWN ISD,Fort Worth,"$285,792 ",2012
SPRINGTOWN ISD,Fort Worth,"$260,163 ",2013
SPRINGTOWN ISD,Fort Worth,"$266,967 ",2014
SPRINGTOWN ISD,Fort Worth,"$267,204 ",2015
SPRINGTOWN ISD,Fort Worth,"$278,456 ",2016
SPRINGTOWN ISD,Fort Worth,"$286,143 ",2017
STEPHENVILLE ISD,Fort Worth,"$379,065 ",2014
STEPHENVILLE ISD,Fort Worth,"$413,411 ",2015
STEPHENVILLE ISD,Fort Worth,"$400,018 ",2016
STEPHENVILLE ISD,Fort Worth,"$423,679 ",2017
STOCKDALE ISD,San Antonio,"$216,758 ",2011
STOCKDALE ISD,San Antonio,"$223,526 ",2012
STOCKDALE ISD,San Antonio,"$227,796 ",2013
STOCKDALE ISD,San Antonio,"$246,531 ",2014
STOCKDALE ISD,San Antonio,"$246,186 ",2015
STOCKDALE ISD,San Antonio,"$266,099 ",2016
STOCKDALE ISD,San Antonio,"$275,204 ",2017
STRAWN ISD,Fort Worth,"$388,298 ",2014
STRAWN ISD,Fort Worth,"$414,758 ",2015
STRAWN ISD,Fort Worth,"$399,102 ",2016
STRAWN ISD,Fort Worth,"$385,620 ",2017
SUNNYVALE ISD,Richardson,"$645,573 ",2011
SUNNYVALE ISD,Richardson,"$663,350 ",2012
SUNNYVALE ISD,Richardson,"$620,624 ",2013
SUNNYVALE ISD,Richardson,"$605,071 ",2014
SUNNYVALE ISD,Richardson,"$577,529 ",2015
SUNNYVALE ISD,Richardson,"$540,233 ",2016
SUNNYVALE ISD,Richardson,"$560,578 ",2017
SWEENY ISD,Houston,"$786,157 ",2011
SWEENY ISD,Houston,"$735,501 ",2012
SWEENY ISD,Houston,"$721,666 ",2013
SWEENY ISD,Houston,"$746,396 ",2014
SWEENY ISD,Houston,"$791,529 ",2015
SWEENY ISD,Houston,"$766,045 ",2016
SWEENY ISD,Houston,"$963,900 ",2017
TARKINGTON ISD,Houston,"$205,307 ",2011
TARKINGTON ISD,Houston,"$220,674 ",2012
TARKINGTON ISD,Houston,"$229,902 ",2013
TARKINGTON ISD,Houston,"$228,452 ",2014
TARKINGTON ISD,Houston,"$227,745 ",2015
TARKINGTON ISD,Houston,"$241,348 ",2016
TARKINGTON ISD,Houston,"$266,147 ",2017
TAYLOR ISD,Austin,"$268,672 ",2011
TAYLOR ISD,Austin,"$262,848 ",2012
TAYLOR ISD,Austin,"$262,825 ",2013
TAYLOR ISD,Austin,"$265,036 ",2014
TAYLOR ISD,Austin,"$262,709 ",2015
TAYLOR ISD,Austin,"$276,453 ",2016
TAYLOR ISD,Austin,"$300,812 ",2017
TERRELL ISD,Richardson,"$370,536 ",2011
TERRELL ISD,Richardson,"$343,441 ",2012
TERRELL ISD,Richardson,"$341,477 ",2013
TERRELL ISD,Richardson,"$342,517 ",2014
TERRELL ISD,Richardson,"$347,835 ",2015
TERRELL ISD,Richardson,"$335,391 ",2016
TERRELL ISD,Richardson,"$341,297 ",2017
TEXAS CITY ISD,Houston,"$767,048 ",2011
TEXAS CITY ISD,Houston,"$689,634 ",2012
TEXAS CITY ISD,Houston,"$675,672 ",2013
TEXAS CITY ISD,Houston,"$732,008 ",2014
TEXAS CITY ISD,Houston,"$654,615 ",2015
TEXAS CITY ISD,Houston,"$680,015 ",2016
TEXAS CITY ISD,Houston,"$682,310 ",2017
THORNDALE ISD,Austin,"$211,481 ",2011
THORNDALE ISD,Austin,"$208,041 ",2012
THORNDALE ISD,Austin,"$215,973 ",2013
THORNDALE ISD,Austin,"$198,349 ",2014
THORNDALE ISD,Austin,"$217,308 ",2015
THORNDALE ISD,Austin,"$219,346 ",2016
THORNDALE ISD,Austin,"$236,935 ",2017
THRALL ISD,Austin,"$252,928 ",2011
THRALL ISD,Austin,"$274,351 ",2012
THRALL ISD,Austin,"$292,947 ",2013
THRALL ISD,Austin,"$302,989 ",2014
THRALL ISD,Austin,"$314,696 ",2015
THRALL ISD,Austin,"$316,882 ",2016
THRALL ISD,Austin,"$324,117 ",2017
TIOGA ISD,Richardson,"$168,031 ",2016
TIOGA ISD,Richardson,"$170,644 ",2017
TOLAR ISD,Fort Worth,"$428,259 ",2011
TOLAR ISD,Fort Worth,"$364,989 ",2012
TOLAR ISD,Fort Worth,"$337,393 ",2013
TOLAR ISD,Fort Worth,"$340,807 ",2014
TOLAR ISD,Fort Worth,"$298,934 ",2015
TOLAR ISD,Fort Worth,"$270,218 ",2016
TOLAR ISD,Fort Worth,"$273,181 ",2017
TOM BEAN ISD,Richardson,"$192,775 ",2011
TOM BEAN ISD,Richardson,"$210,706 ",2012
TOM BEAN ISD,Richardson,"$216,556 ",2013
TOM BEAN ISD,Richardson,"$234,233 ",2014
TOM BEAN ISD,Richardson,"$249,783 ",2015
TOM BEAN ISD,Richardson,"$242,310 ",2016
TOM BEAN ISD,Richardson,"$258,484 ",2017
TOMBALL ISD,Houston,"$491,002 ",2011
TOMBALL ISD,Houston,"$485,434 ",2012
TOMBALL ISD,Houston,"$491,841 ",2013
TOMBALL ISD,Houston,"$507,914 ",2014
TOMBALL ISD,Houston,"$525,374 ",2015
TOMBALL ISD,Houston,"$558,608 ",2016
TOMBALL ISD,Houston,"$628,659 ",2017
TRENTON ISD,Richardson,"$280,708 ",2011
TRENTON ISD,Richardson,"$286,044 ",2012
TRENTON ISD,Richardson,"$277,080 ",2013
TRENTON ISD,Richardson,"$288,283 ",2014
TRENTON ISD,Richardson,"$308,613 ",2015
TRENTON ISD,Richardson,"$292,518 ",2016
TRENTON ISD,Richardson,"$298,618 ",2017
TULOSO-MIDWAY ISD,San Antonio,"$604,233 ",2016
TULOSO-MIDWAY ISD,San Antonio,"$677,147 ",2017
UTOPIA ISD,San Antonio,"$869,762 ",2011
UTOPIA ISD,San Antonio,"$906,525 ",2012
UTOPIA ISD,San Antonio,"$925,412 ",2014
UTOPIA ISD,San Antonio,"$952,328 ",2015
UTOPIA ISD,San Antonio,"$1,031,813 ",2016
UTOPIA ISD,San Antonio,"$939,555 ",2017
VALLEY VIEW ISD,Fort Worth,"$290,054 ",2011
VALLEY VIEW ISD,Fort Worth,"$349,063 ",2012
VALLEY VIEW ISD,Fort Worth,"$317,744 ",2013
VALLEY VIEW ISD,Fort Worth,"$329,000 ",2014
VALLEY VIEW ISD,Fort Worth,"$326,070 ",2015
VALLEY VIEW ISD,Fort Worth,"$309,499 ",2016
VALLEY VIEW ISD,Fort Worth,"$294,423 ",2017
VAN ALSTYNE ISD,Richardson,"$310,354 ",2011
VAN ALSTYNE ISD,Richardson,"$332,241 ",2012
VAN ALSTYNE ISD,Richardson,"$329,236 ",2013
VAN ALSTYNE ISD,Richardson,"$317,328 ",2014
VAN ALSTYNE ISD,Richardson,"$340,281 ",2015
VAN ALSTYNE ISD,Richardson,"$335,629 ",2016
VAN ALSTYNE ISD,Richardson,"$340,938 ",2017
VENUS ISD,Fort Worth,"$247,658 ",2011
VENUS ISD,Fort Worth,"$215,336 ",2012
VENUS ISD,Fort Worth,"$190,353 ",2013
VENUS ISD,Fort Worth,"$149,547 ",2014
VENUS ISD,Fort Worth,"$129,981 ",2015
VENUS ISD,Fort Worth,"$124,514 ",2016
VENUS ISD,Fort Worth,"$132,726 ",2017
WAELDER ISD,Austin,"$473,484 ",2012
WAELDER ISD,Austin,"$447,210 ",2013
WAELDER ISD,Austin,"$533,698 ",2014
WAELDER ISD,Austin,"$790,280 ",2015
WAELDER ISD,Austin,"$712,329 ",2016
WAELDER ISD,Austin,"$739,304 ",2017
WALLER ISD,Houston,"$305,105 ",2011
WALLER ISD,Houston,"$333,304 ",2012
WALLER ISD,Houston,"$324,502 ",2013
WALLER ISD,Houston,"$299,353 ",2014
WALLER ISD,Houston,"$319,519 ",2015
WALLER ISD,Houston,"$303,535 ",2016
WALLER ISD,Houston,"$334,082 ",2017
WAXAHACHIE ISD,Richardson,"$396,353 ",2011
WAXAHACHIE ISD,Richardson,"$385,162 ",2012
WAXAHACHIE ISD,Richardson,"$378,685 ",2013
WAXAHACHIE ISD,Richardson,"$372,530 ",2014
WAXAHACHIE ISD,Richardson,"$368,652 ",2015
WAXAHACHIE ISD,Richardson,"$369,706 ",2016
WAXAHACHIE ISD,Richardson,"$384,990 ",2017
WEATHERFORD ISD,Fort Worth,"$469,325 ",2011
WEATHERFORD ISD,Fort Worth,"$470,315 ",2012
WEATHERFORD ISD,Fort Worth,"$462,058 ",2013
WEATHERFORD ISD,Fort Worth,"$460,732 ",2014
WEATHERFORD ISD,Fort Worth,"$469,749 ",2015
WEATHERFORD ISD,Fort Worth,"$467,703 ",2016
WEATHERFORD ISD,Fort Worth,"$495,369 ",2017
WHITE SETTLEMENT ISD,Fort Worth,"$267,932 ",2011
WHITE SETTLEMENT ISD,Fort Worth,"$246,907 ",2012
WHITE SETTLEMENT ISD,Fort Worth,"$252,344 ",2013
WHITE SETTLEMENT ISD,Fort Worth,"$275,583 ",2014
WHITE SETTLEMENT ISD,Fort Worth,"$245,106 ",2015
WHITE SETTLEMENT ISD,Fort Worth,"$254,187 ",2016
WHITE SETTLEMENT ISD,Fort Worth,"$251,597 ",2017
WHITESBORO ISD,Richardson,"$319,511 ",2011
WHITESBORO ISD,Richardson,"$345,918 ",2012
WHITESBORO ISD,Richardson,"$367,599 ",2013
WHITESBORO ISD,Richardson,"$387,315 ",2014
WHITESBORO ISD,Richardson,"$400,131 ",2015
WHITESBORO ISD,Richardson,"$412,959 ",2016
WHITESBORO ISD,Richardson,"$434,989 ",2017
WHITEWRIGHT ISD,Richardson,"$215,736 ",2011
WHITEWRIGHT ISD,Richardson,"$217,139 ",2012
WHITEWRIGHT ISD,Richardson,"$212,943 ",2014
WHITEWRIGHT ISD,Richardson,"$226,417 ",2015
WHITEWRIGHT ISD,Richardson,"$223,774 ",2016
WHITEWRIGHT ISD,Richardson,"$230,996 ",2017
WILLS POINT ISD,Richardson,"$203,917 ",2011
WILLS POINT ISD,Richardson,"$207,815 ",2012
WILLS POINT ISD,Richardson,"$216,887 ",2013
WILLS POINT ISD,Richardson,"$219,268 ",2014
WILLS POINT ISD,Richardson,"$220,885 ",2015
WILLS POINT ISD,Richardson,"$214,883 ",2016
WILLS POINT ISD,Richardson,"$230,607 ",2017
WIMBERLEY ISD,Austin,"$727,482 ",2011
WIMBERLEY ISD,Austin,"$730,476 ",2012
WIMBERLEY ISD,Austin,"$735,402 ",2013
WIMBERLEY ISD,Austin,"$738,706 ",2014
WIMBERLEY ISD,Austin,"$748,028 ",2015
WIMBERLEY ISD,Austin,"$727,220 ",2016
WIMBERLEY ISD,Austin,"$772,555 ",2017
WOLFE CITY ISD,Richardson,"$159,605 ",2011
WOLFE CITY ISD,Richardson,"$167,067 ",2012
WOLFE CITY ISD,Richardson,"$166,598 ",2013
WOLFE CITY ISD,Richardson,"$162,806 ",2014
WOLFE CITY ISD,Richardson,"$159,509 ",2017
WYLIE ISD,Richardson,"$260,926 ",2011
WYLIE ISD,Richardson,"$255,453 ",2012
WYLIE ISD,Richardson,"$252,732 ",2013
WYLIE ISD,Richardson,"$249,380 ",2014
WYLIE ISD,Richardson,"$260,321 ",2015
WYLIE ISD,Richardson,"$264,703 ",2016
WYLIE ISD,Richardson,"$292,170 ",2017
