DistName,RegnName,AP-11&12 Participating Students,AP-Total Exams,AP-Passed(%),AP-Exams Taken Per Student,Year
Forney ISD,Richardson,190.0,352.0,52.3,1.8526315789473684,2014
Mabank ISD,Richardson,84.0,120.0,42.5,1.4285714285714286,2014
Dayton ISD,Houston,47.0,75.0,25.3,1.5957446808510638,2014
Kerrville ISD,San Antonio,207.0,454.0,55.3,2.1932367149758454,2014
Giddings ISD,Austin,47.0,60.0,30.0,1.2765957446808511,2014
Llano ISD,Austin,95.0,171.0,8.8,1.8,2014
Eagle Pass ISD,San Antonio,263.0,407.0,56.3,1.5475285171102662,2014
Hondo ISD,San Antonio,32.0,59.0,40.7,1.84375,2014
Mineral Wells ISD,Fort Worth,33.0,51.0,49.0,1.5454545454545454,2014
Thorndale ISD,Austin,26.0,53.0,32.1,2.0384615384615383,2014
Boerne ISD,San Antonio,453.0,1155.0,66.4,2.5496688741721854,2014
Huffman ISD,Houston,69.0,108.0,43.5,1.565217391304348,2014
Schertz-Cibolo-U City ISD,San Antonio,677.0,1365.0,39.6,2.016248153618907,2014
Tomball ISD,Houston,510.0,1170.0,55.5,2.2941176470588234,2014
Weatherford ISD,Fort Worth,194.0,399.0,61.9,2.056701030927835,2014
Seguin ISD,Austin,186.0,313.0,26.2,1.6827956989247312,2014
Aldine ISD,Houston,1545.0,2722.0,16.9,1.7618122977346278,2014
Alief ISD,Houston,1113.0,2132.0,33.3,1.9155435759209345,2014
Channelview ISD,Houston,320.0,608.0,19.2,1.9,2014
Crosby ISD,Houston,65.0,126.0,49.2,1.9384615384615385,2014
Cypress-Fairbanks ISD,Houston,2738.0,5907.0,64.0,2.1574141709276846,2014
Sheldon ISD,Houston,81.0,138.0,19.6,1.7037037037037037,2014
Deer Park ISD,Houston,268.0,522.0,47.9,1.9477611940298507,2014
Humble ISD,Houston,1326.0,2520.0,59.2,1.9004524886877827,2014
Katy ISD,Houston,2781.0,7698.0,79.5,2.7680690399137,2014
Klein ISD,Houston,1012.5,2211.0,58.6,2.1837037037037037,2014
La Porte ISD,Houston,210.0,443.0,29.6,2.1095238095238096,2014
Pasadena ISD,Houston,1501.0,3649.0,32.4,2.431045969353764,2014
Spring ISD,Houston,671.0,1318.0,18.5,1.9642324888226528,2014
Spring Branch ISD,Houston,1538.0,4098.0,57.9,2.6644993498049416,2014
Houston ISD,Houston,7428.0,16085.0,34.9,2.1654550350026924,2014
Aledo ISD,Fort Worth,296.0,632.0,67.9,2.135135135135135,2014
La Vernia ISD,San Antonio,81.0,95.0,45.3,1.1728395061728396,2014
Royse City ISD,Richardson,99.0,173.0,39.9,1.7474747474747474,2014
Del Valle ISD,Austin,379.0,658.0,28.3,1.7361477572559367,2014
Lago Vista ISD,Austin,54.0,130.0,56.9,2.4074074074074074,2014
Lake Travis ISD,Austin,487.0,1036.0,71.9,2.127310061601643,2014
Canton ISD,Richardson,53.0,72.0,47.2,1.3584905660377358,2014
Waller ISD,Houston,70.0,123.0,31.7,1.7571428571428571,2014
Royal ISD,Houston,41.0,76.0,22.4,1.853658536585366,2014
Georgetown ISD,Austin,292.0,534.0,64.0,1.8287671232876712,2014
Eanes ISD,Austin,836.0,2699.0,78.5,3.228468899521531,2014
Hutto ISD,Austin,122.0,261.0,29.5,2.139344262295082,2014
Round Rock ISD,Austin,2091.0,5301.0,77.5,2.5351506456241033,2014
Taylor ISD,Austin,38.0,66.0,53.0,1.736842105263158,2014
Leander ISD,Austin,1597.5,3960.0,66.8,2.4788732394366195,2014
Floresville ISD,San Antonio,105.0,148.0,23.0,1.4095238095238096,2014
Bridgeport ISD,Fort Worth,44.0,71.0,38.0,1.6136363636363635,2014
Decatur ISD,Fort Worth,67.0,124.0,42.7,1.8507462686567164,2014
Pottsboro ISD,Richardson,38.0,60.0,60.0,1.5789473684210527,2014
Liberty Hill ISD,Austin,101.0,140.0,63.6,1.386138613861386,2014
Rockwall ISD,Richardson,723.0,1668.0,64.8,2.3070539419087135,2014
Manor ISD,Austin,251.0,368.0,5.7,1.4661354581673307,2014
Austin ISD,Austin,2767.5,6749.0,54.6,2.4386630532971996,2014
Arlington ISD,Fort Worth,1493.0,3126.0,46.3,2.0937709310113863,2014
Birdville ISD,Fort Worth,971.0,2258.0,49.0,2.325437693099897,2014
Everman ISD,Fort Worth,176.0,277.0,11.9,1.5738636363636365,2014
Fort Worth ISD,Fort Worth,2362.5,5757.0,28.2,2.436825396825397,2014
Grapevine-Colleyville ISD,Fort Worth,1081.0,3066.0,65.9,2.836262719703978,2014
Keller ISD,Fort Worth,1574.0,3717.0,62.8,2.3614993646759848,2014
Mansfield ISD,Fort Worth,1355.0,2667.0,34.8,1.9682656826568266,2014
Pflugerville ISD,Austin,917.0,2137.0,43.3,2.330425299890949,2014
Lake Worth ISD,Fort Worth,45.0,83.0,14.5,1.8444444444444446,2014
Kennedale ISD,Fort Worth,43.0,63.0,60.3,1.4651162790697674,2014
Azle ISD,Fort Worth,118.0,211.0,36.0,1.7881355932203389,2014
Hurst-Euless-Bedford ISD,Fort Worth,719.0,1211.0,52.9,1.6842837273991655,2014
Castleberry ISD,Fort Worth,71.0,114.0,14.9,1.6056338028169015,2014
Eagle Mt-Saginaw ISD,Fort Worth,603.0,1219.0,46.2,2.0215588723051408,2014
Carroll ISD,Fort Worth,633.0,1709.0,83.7,2.6998420221169037,2014
White Settlement ISD,Fort Worth,136.0,262.0,42.0,1.9264705882352942,2014
Crowley ISD,Fort Worth,524.0,1029.0,30.5,1.963740458015267,2014
Whitesboro ISD,Richardson,38.0,51.0,37.3,1.3421052631578947,2014
Galena Park ISD,Houston,349.0,657.0,48.7,1.8825214899713467,2014
Denison ISD,Richardson,117.0,269.0,44.6,2.299145299145299,2014
Alvin ISD,Houston,447.0,985.0,49.8,2.203579418344519,2014
Angleton ISD,Houston,154.0,289.0,36.3,1.8766233766233766,2014
Brazosport ISD,Houston,186.0,382.0,68.8,2.053763440860215,2014
Pearland ISD,Houston,925.0,2663.0,58.9,2.878918918918919,2014
Marble Falls ISD,Austin,78.0,136.0,50.0,1.7435897435897436,2014
Lockhart ISD,Austin,155.0,294.0,26.9,1.896774193548387,2014
Anahuac ISD,Houston,67.5,90.0,3.1,1.3333333333333333,2014
Southside ISD,San Antonio,90.0,144.0,27.8,1.6,2014
Barbers Hill ISD,Houston,156.0,269.0,55.4,1.7243589743589745,2014
Celina ISD,Richardson,77.0,107.0,46.7,1.3896103896103895,2014
Frisco ISD,Richardson,1907.0,4665.0,74.5,2.4462506554798114,2014
McKinney ISD,Richardson,1588.0,4026.0,60.3,2.5352644836272042,2014
Melissa ISD,Richardson,58.0,62.0,25.8,1.0689655172413792,2014
Plano ISD,Richardson,3574.0,9939.0,80.2,2.780917739227756,2014
Prosper ISD,Richardson,292.0,595.0,64.0,2.037671232876712,2014
Wylie ISD,Richardson,405.0,779.0,51.5,1.9234567901234567,2014
Allen ISD,Richardson,850.0,2113.0,79.6,2.4858823529411764,2014
Community ISD,Richardson,35.0,61.0,14.8,1.7428571428571429,2014
Judson ISD,San Antonio,240.0,382.5,38.5,1.59375,2014
Ft Sam Houston ISD,San Antonio,85.0,160.0,29.4,1.8823529411764706,2014
Lytle ISD,San Antonio,41.0,54.0,29.6,1.3170731707317074,2014
Pleasanton ISD,San Antonio,91.0,143.0,12.6,1.5714285714285714,2014
Bandera ISD,San Antonio,30.0,52.0,50.0,1.7333333333333334,2014
Bastrop ISD,Austin,135.0,270.0,43.7,2.0,2014
Elgin ISD,Austin,159.0,317.0,20.5,1.9937106918238994,2014
Alamo Heights ISD,San Antonio,292.0,668.0,74.0,2.287671232876712,2014
Harlandale ISD,San Antonio,409.0,671.0,9.2,1.6405867970660146,2014
Northside ISD,San Antonio,4402.0,9964.0,39.4,2.263516583371195,2014
Edgewood ISD,San Antonio,360.0,789.0,7.0,2.191666666666667,2014
San Antonio ISD,San Antonio,1371.0,2295.0,9.7,1.6739606126914661,2014
South San Antonio ISD,San Antonio,143.0,230.0,16.5,1.6083916083916083,2014
Somerset ISD,San Antonio,99.0,175.0,4.0,1.7676767676767677,2014
North East ISD,San Antonio,3362.0,8781.0,50.6,2.611838191552647,2014
East Central ISD,San Antonio,321.0,619.0,21.8,1.928348909657321,2014
Southwest ISD,San Antonio,233.0,348.0,20.4,1.4935622317596566,2014
Lackland ISD,San Antonio,38.0,85.0,40.0,2.236842105263158,2014
Randolph Field ISD,San Antonio,75.0,129.0,54.3,1.72,2014
Lovejoy ISD,Richardson,341.0,935.0,72.5,2.7419354838709675,2014
Blanco ISD,Austin,29.0,51.0,56.9,1.7586206896551724,2014
Comal ISD,Austin,867.0,1965.0,43.6,2.2664359861591694,2014
Ennis ISD,Richardson,142.0,272.0,37.1,1.9154929577464788,2014
Midlothian ISD,Richardson,206.0,438.0,58.2,2.1262135922330097,2014
Red Oak ISD,Richardson,101.0,219.0,56.2,2.1683168316831685,2014
Waxahachie ISD,Richardson,173.0,336.0,31.8,1.9421965317919074,2014
Stephenville ISD,Fort Worth,59.0,76.0,69.7,1.2881355932203389,2014
La Grange ISD,Austin,60.0,98.0,60.2,1.6333333333333333,2014
Fort Bend ISD,Houston,3042.0,7605.0,72.4,2.5,2014
Little Elm ISD,Fort Worth,140.0,322.0,44.7,2.3,2014
Sherman ISD,Richardson,171.0,444.0,61.5,2.5964912280701755,2014
Galveston ISD,Houston,162.0,291.0,38.1,1.7962962962962963,2014
Texas City ISD,Houston,83.0,101.0,18.8,1.216867469879518,2014
Santa Fe ISD,Houston,36.0,57.0,38.6,1.5833333333333333,2014
Clear Creek ISD,Houston,1695.0,3831.0,72.3,2.2601769911504426,2014
Friendswood ISD,Houston,311.0,843.0,81.1,2.710610932475884,2014
New Braunfels ISD,Austin,284.0,775.0,45.9,2.7288732394366195,2014
Dickinson ISD,Houston,221.0,428.0,27.1,1.9366515837104072,2014
Lake Dallas ISD,Fort Worth,67.0,87.0,54.0,1.2985074626865671,2014
Fredericksburg ISD,Austin,105.0,236.0,54.7,2.2476190476190476,2014
Argyle ISD,Fort Worth,116.0,245.0,72.7,2.1120689655172415,2014
Northwest ISD,Fort Worth,796.0,1940.0,43.7,2.437185929648241,2014
Cedar Hill ISD,Richardson,38.0,61.0,21.3,1.605263157894737,2014
Dallas ISD,Richardson,6030.0,17013.0,25.0,2.8213930348258707,2014
Desoto ISD,Richardson,101.0,175.0,20.0,1.7326732673267327,2014
Duncanville ISD,Richardson,111.0,187.0,54.0,1.6846846846846846,2014
Garland ISD,Richardson,1462.5,3308.0,41.1,2.261880341880342,2014
Grand Prairie ISD,Richardson,936.0,1793.0,22.3,1.9155982905982907,2014
Highland Park ISD,Richardson,817.0,2504.0,72.8,3.0648714810281517,2014
Carrollton-Farmers Branch ISD,Richardson,995.0,2234.0,49.0,2.245226130653266,2014
Lancaster ISD,Richardson,186.0,347.0,3.5,1.8655913978494623,2014
Mesquite ISD,Richardson,1041.0,1962.0,40.8,1.8847262247838616,2014
Richardson ISD,Richardson,1715.0,4075.0,61.3,2.376093294460641,2014
Coppell ISD,Richardson,675.0,1737.0,64.5,2.5733333333333333,2014
Denton ISD,Fort Worth,690.0,1493.0,47.2,2.163768115942029,2014
Lewisville ISD,Fort Worth,2126.0,4832.0,75.4,2.2728127939793037,2014
Krum ISD,Fort Worth,37.0,59.0,39.0,1.5945945945945945,2014
Irving ISD,Richardson,1239.0,2484.0,27.5,2.0048426150121066,2014
Wimberley ISD,Austin,100.0,167.0,71.9,1.67,2015
Granbury ISD,Fort Worth,161.0,306.0,38.2,1.9006211180124224,2015
Burleson ISD,Fort Worth,535.0,1188.0,36.4,2.2205607476635514,2015
Cleburne ISD,Fort Worth,165.0,367.0,37.1,2.224242424242424,2015
Joshua ISD,Fort Worth,40.0,57.0,59.6,1.425,2015
Crandall ISD,Richardson,119.0,234.0,27.4,1.9663865546218486,2015
Thorndale ISD,Austin,28.0,56.0,14.3,2.0,2015
Forney ISD,Richardson,279.0,615.0,36.3,2.204301075268817,2015
Kerrville ISD,San Antonio,199.0,525.0,51.4,2.6381909547738696,2015
Mabank ISD,Richardson,100.0,205.0,28.8,2.05,2015
Boerne ISD,San Antonio,500.0,1323.0,57.3,2.646,2015
Giddings ISD,Austin,96.0,132.0,30.3,1.375,2015
Dayton ISD,Houston,64.0,106.0,21.7,1.65625,2015
Llano ISD,Austin,73.0,142.0,21.1,1.9452054794520548,2015
Eagle Pass ISD,San Antonio,306.0,533.0,46.9,1.7418300653594772,2015
Dripping Springs ISD,Austin,194.0,400.0,77.0,2.0618556701030926,2015
Kaufman ISD,Richardson,43.0,66.0,31.8,1.5348837209302326,2015
Huffman ISD,Houston,84.0,151.0,53.6,1.7976190476190477,2015
Humble ISD,Houston,1324.0,2911.0,57.1,2.1986404833836857,2015
Tomball ISD,Houston,514.0,1147.0,64.7,2.2315175097276265,2015
Mineral Wells ISD,Fort Worth,40.0,63.0,27.0,1.575,2015
Navarro ISD,Austin,48.0,55.0,47.3,1.1458333333333333,2015
Aldine ISD,Houston,1736.0,3082.5,14.4,1.7756336405529953,2015
Alief ISD,Houston,1128.0,2122.0,28.3,1.8812056737588652,2015
Channelview ISD,Houston,276.0,539.0,23.4,1.9528985507246377,2015
Crosby ISD,Houston,95.0,182.0,28.0,1.9157894736842105,2015
Cypress-Fairbanks ISD,Houston,3243.0,7100.0,60.8,2.1893308664816526,2015
Sheldon ISD,Houston,160.0,288.0,8.7,1.8,2015
Deer Park ISD,Houston,400.0,895.0,33.9,2.2375,2015
Houston ISD,Houston,8052.0,18153.0,33.6,2.2544709388971684,2015
Katy ISD,Houston,3122.0,8872.0,75.4,2.8417680973734787,2015
Klein ISD,Houston,1241.0,2696.0,55.3,2.1724415793714744,2015
La Porte ISD,Houston,199.0,447.0,30.9,2.2462311557788945,2015
Pasadena ISD,Houston,1635.0,4482.0,30.7,2.7412844036697246,2015
Spring ISD,Houston,726.0,1249.0,13.4,1.7203856749311295,2015
Spring Branch ISD,Houston,1694.0,3712.5,56.9,2.1915584415584415,2015
Galena Park ISD,Houston,386.0,700.0,55.3,1.8134715025906736,2015
Weatherford ISD,Fort Worth,170.0,403.0,56.1,2.3705882352941177,2015
Decatur ISD,Fort Worth,82.0,158.0,41.8,1.9268292682926829,2015
Rockwall ISD,Richardson,742.5,1814.0,60.6,2.443097643097643,2015
Eanes ISD,Austin,772.0,2597.0,74.3,3.3639896373056994,2015
Del Valle ISD,Austin,383.0,824.0,23.2,2.151436031331593,2015
Lago Vista ISD,Austin,62.0,90.0,58.9,1.4516129032258065,2015
Lake Travis ISD,Austin,533.0,1340.0,64.6,2.5140712945590993,2015
Waller ISD,Houston,101.0,143.0,30.8,1.4158415841584158,2015
Royal ISD,Houston,62.0,108.0,12.0,1.7419354838709677,2015
Georgetown ISD,Austin,335.0,678.0,61.5,2.023880597014925,2015
Manor ISD,Austin,229.0,320.0,4.4,1.3973799126637554,2015
Hutto ISD,Austin,167.0,365.0,30.7,2.18562874251497,2015
Round Rock ISD,Austin,2377.0,6306.0,75.3,2.652923853596971,2015
Taylor ISD,Austin,77.0,191.0,30.4,2.4805194805194803,2015
Leander ISD,Austin,1732.5,4363.0,69.6,2.5183261183261183,2015
Floresville ISD,San Antonio,134.0,188.0,17.6,1.4029850746268657,2015
La Vernia ISD,San Antonio,84.0,130.0,35.4,1.5476190476190477,2015
Bridgeport ISD,Fort Worth,38.0,58.0,19.0,1.5263157894736843,2015
Schertz-Cibolo-U City ISD,San Antonio,562.5,1326.0,36.5,2.3573333333333335,2015
Liberty Hill ISD,Austin,106.0,185.0,63.2,1.7452830188679245,2015
Pflugerville ISD,Austin,1024.0,2654.0,38.1,2.591796875,2015
Austin ISD,Austin,3060.0,7699.0,56.9,2.516013071895425,2015
White Settlement ISD,Fort Worth,155.0,305.0,31.1,1.967741935483871,2015
Royse City ISD,Richardson,105.0,201.0,36.3,1.9142857142857144,2015
Glen Rose ISD,Fort Worth,58.0,74.0,29.7,1.2758620689655173,2015
Arlington ISD,Fort Worth,1796.0,3773.0,36.6,2.1007795100222717,2015
Birdville ISD,Fort Worth,1082.0,2730.0,44.6,2.523105360443623,2015
Everman ISD,Fort Worth,148.0,233.0,10.7,1.5743243243243243,2015
Fort Worth ISD,Fort Worth,3525.0,7695.0,20.2,2.1829787234042555,2015
Grapevine-Colleyville ISD,Fort Worth,1244.0,4015.0,60.9,3.227491961414791,2015
Keller ISD,Fort Worth,1570.0,3975.0,58.7,2.531847133757962,2015
Mansfield ISD,Fort Worth,1488.0,3327.0,35.6,2.2358870967741935,2015
Lake Worth ISD,Fort Worth,68.0,126.0,15.9,1.8529411764705883,2015
Crowley ISD,Fort Worth,499.0,1106.0,32.7,2.216432865731463,2015
Kennedale ISD,Fort Worth,73.0,123.0,56.1,1.6849315068493151,2015
Azle ISD,Fort Worth,131.0,228.0,34.2,1.7404580152671756,2015
Hurst-Euless-Bedford ISD,Fort Worth,681.0,1158.0,54.8,1.7004405286343611,2015
Castleberry ISD,Fort Worth,83.0,127.0,10.2,1.5301204819277108,2015
Eagle Mt-Saginaw ISD,Fort Worth,806.0,1871.0,32.4,2.3213399503722085,2015
Carroll ISD,Fort Worth,685.0,1881.0,80.4,2.745985401459854,2015
Aledo ISD,Fort Worth,310.0,728.0,61.1,2.3483870967741933,2015
Pottsboro ISD,Richardson,47.0,71.0,57.7,1.5106382978723405,2015
Seguin ISD,Austin,152.0,267.0,20.2,1.756578947368421,2015
Alvin ISD,Houston,578.0,1359.0,36.2,2.35121107266436,2015
Angleton ISD,Houston,190.0,341.0,14.1,1.7947368421052632,2015
Brazosport ISD,Houston,301.0,603.0,39.5,2.0033222591362128,2015
Pearland ISD,Houston,1019.0,3117.0,52.8,3.058881256133464,2015
Marble Falls ISD,Austin,79.0,177.0,59.9,2.240506329113924,2015
Lockhart ISD,Austin,146.0,307.0,25.7,2.1027397260273974,2015
Anahuac ISD,Houston,42.0,73.0,11.0,1.7380952380952381,2015
Barbers Hill ISD,Houston,169.0,307.0,53.7,1.816568047337278,2015
Blanco ISD,Austin,34.0,62.0,38.7,1.8235294117647058,2015
Allen ISD,Richardson,941.0,2317.5,81.8,2.462805526036132,2015
Celina ISD,Richardson,88.0,112.0,37.5,1.2727272727272727,2015
McKinney ISD,Richardson,1829.0,4966.0,56.2,2.7151448879168947,2015
Melissa ISD,Richardson,62.0,63.0,27.0,1.0161290322580645,2015
Plano ISD,Richardson,3673.0,10464.0,78.8,2.848897359106997,2015
Prosper ISD,Richardson,330.0,740.0,60.5,2.242424242424242,2015
Wylie ISD,Richardson,422.0,824.0,54.0,1.95260663507109,2015
Lovejoy ISD,Richardson,362.0,1033.0,66.2,2.8535911602209945,2015
Anna ISD,Richardson,37.0,55.0,38.2,1.4864864864864864,2015
New Braunfels ISD,Austin,281.0,738.0,52.3,2.626334519572954,2015
Southside ISD,San Antonio,120.0,152.0,28.3,1.2666666666666666,2015
Northside ISD,San Antonio,4655.0,11369.0,36.2,2.4423200859291083,2015
Whitesboro ISD,Richardson,35.0,52.0,40.4,1.4857142857142858,2015
Pleasanton ISD,San Antonio,80.0,135.0,17.8,1.6875,2015
Bandera ISD,San Antonio,44.0,70.0,57.1,1.5909090909090908,2015
Bastrop ISD,Austin,272.0,617.0,22.0,2.2683823529411766,2015
Elgin ISD,Austin,144.0,256.0,24.6,1.7777777777777777,2015
Alamo Heights ISD,San Antonio,295.0,668.0,71.9,2.2644067796610168,2015
Harlandale ISD,San Antonio,351.0,622.0,13.0,1.772079772079772,2015
Judson ISD,San Antonio,202.5,394.0,27.4,1.945679012345679,2015
Edgewood ISD,San Antonio,280.0,650.0,7.1,2.3214285714285716,2015
San Antonio ISD,San Antonio,1372.5,3189.0,11.7,2.3234972677595627,2015
South San Antonio ISD,San Antonio,158.0,276.0,22.1,1.7468354430379747,2015
Somerset ISD,San Antonio,198.0,374.0,4.8,1.8888888888888888,2015
North East ISD,San Antonio,3707.0,10081.0,46.9,2.7194496897760994,2015
East Central ISD,San Antonio,342.0,800.0,19.4,2.3391812865497075,2015
Southwest ISD,San Antonio,278.0,451.0,18.0,1.6223021582733812,2015
Ft Sam Houston ISD,San Antonio,84.0,157.0,35.0,1.869047619047619,2015
Randolph Field ISD,San Antonio,91.0,206.0,42.7,2.2637362637362637,2015
Comal ISD,Austin,891.0,2111.0,41.1,2.3692480359147026,2015
Frisco ISD,Richardson,2306.0,6084.0,69.6,2.638334778837814,2015
Cedar Hill ISD,Richardson,179.0,308.0,14.6,1.7206703910614525,2015
Ferris ISD,Richardson,52.0,78.0,11.5,1.5,2015
Midlothian ISD,Richardson,259.0,546.0,48.0,2.108108108108108,2015
Red Oak ISD,Richardson,124.0,243.0,53.9,1.9596774193548387,2015
Waxahachie ISD,Richardson,124.0,250.0,40.4,2.0161290322580645,2015
Stephenville ISD,Fort Worth,84.0,112.0,61.6,1.3333333333333333,2015
Carrollton-Farmers Branch ISD,Richardson,967.5,2250.0,42.3,2.3255813953488373,2015
Needville ISD,Houston,35.0,61.0,63.9,1.7428571428571429,2015
Fort Bend ISD,Houston,3503.0,10247.0,64.7,2.9252069654581785,2015
Dickinson ISD,Houston,161.0,346.0,34.1,2.1490683229813663,2015
Galveston ISD,Houston,187.0,351.0,27.1,1.8770053475935828,2015
Texas City ISD,Houston,159.0,268.0,13.8,1.6855345911949686,2015
Santa Fe ISD,Houston,66.0,111.0,29.7,1.6818181818181819,2015
Clear Creek ISD,Houston,1665.0,3753.0,69.1,2.254054054054054,2015
Friendswood ISD,Houston,345.0,897.0,79.7,2.6,2015
Fredericksburg ISD,Austin,118.0,246.0,44.7,2.0847457627118646,2015
Denison ISD,Richardson,107.0,275.0,38.2,2.5700934579439254,2015
Sherman ISD,Richardson,219.0,575.0,44.3,2.625570776255708,2015
Ennis ISD,Richardson,158.0,348.0,36.2,2.2025316455696204,2015
Little Elm ISD,Fort Worth,113.0,236.0,42.4,2.088495575221239,2015
La Grange ISD,Austin,66.0,125.0,45.6,1.893939393939394,2015
Dallas ISD,Richardson,6648.0,17417.0,23.7,2.6198856799037302,2015
Lake Dallas ISD,Fort Worth,95.0,148.0,50.7,1.5578947368421052,2015
Desoto ISD,Richardson,142.0,238.0,18.1,1.676056338028169,2015
Duncanville ISD,Richardson,197.0,398.0,36.2,2.020304568527919,2015
Garland ISD,Richardson,2013.0,4552.0,34.9,2.2613015399900647,2015
Grand Prairie ISD,Richardson,1001.0,2133.0,16.5,2.1308691308691308,2015
Highland Park ISD,Richardson,825.0,2716.0,70.9,3.292121212121212,2015
Lancaster ISD,Richardson,165.0,336.0,2.4,2.036363636363636,2015
Mesquite ISD,Richardson,1254.0,2937.0,32.4,2.3421052631578947,2015
Irving ISD,Richardson,1475.0,3095.0,23.0,2.0983050847457627,2015
Coppell ISD,Richardson,771.0,2037.0,78.0,2.642023346303502,2015
Denton ISD,Fort Worth,783.0,1462.5,41.2,1.867816091954023,2015
Lewisville ISD,Fort Worth,2316.0,5739.0,72.6,2.477979274611399,2015
Krum ISD,Fort Worth,96.0,155.0,28.4,1.6145833333333333,2015
Aubrey ISD,Fort Worth,51.0,65.0,33.8,1.2745098039215685,2015
Argyle ISD,Fort Worth,67.0,138.0,74.6,2.0597014925373136,2015
Northwest ISD,Fort Worth,854.0,2237.0,54.3,2.61943793911007,2015
Richardson ISD,Richardson,1696.0,4057.0,56.6,2.3920990566037736,2015
Burleson ISD,Fort Worth,496.0,1141.0,42.9,2.3004032258064515,2016
Mabank ISD,Richardson,78.0,176.0,46.0,2.2564102564102564,2016
Cleburne ISD,Fort Worth,169.0,351.0,34.2,2.076923076923077,2016
Joshua ISD,Fort Worth,51.0,79.0,51.9,1.5490196078431373,2016
Crandall ISD,Richardson,97.0,165.0,33.9,1.7010309278350515,2016
Forney ISD,Richardson,275.0,607.0,44.2,2.207272727272727,2016
Kaufman ISD,Richardson,39.0,55.0,36.4,1.4102564102564104,2016
Boerne ISD,San Antonio,557.0,1465.0,64.1,2.63016157989228,2016
Springtown ISD,Fort Worth,34.0,62.0,43.5,1.8235294117647058,2016
Giddings ISD,Austin,96.0,161.0,27.3,1.6770833333333333,2016
Dayton ISD,Houston,65.0,105.0,26.7,1.6153846153846154,2016
Llano ISD,Austin,49.0,73.0,24.7,1.489795918367347,2016
Eagle Pass ISD,San Antonio,356.0,648.0,44.6,1.8202247191011236,2016
Medina Valley ISD,San Antonio,44.0,52.0,38.5,1.1818181818181819,2016
Thorndale ISD,Austin,32.0,52.0,23.1,1.625,2016
Tuloso-Midway ISD,San Antonio,61.0,71.0,42.3,1.1639344262295082,2016
Granbury ISD,Fort Worth,160.0,280.0,36.1,1.75,2016
Kerrville ISD,San Antonio,184.0,413.0,52.8,2.244565217391304,2016
Wimberley ISD,Austin,82.0,136.0,74.3,1.6585365853658536,2016
Aldine ISD,Houston,1615.0,3099.0,16.2,1.9188854489164087,2016
Huffman ISD,Houston,67.0,143.0,43.4,2.1343283582089554,2016
Decatur ISD,Fort Worth,110.0,219.0,28.3,1.990909090909091,2016
Alief ISD,Houston,1174.0,2425.0,28.6,2.065587734241908,2016
Channelview ISD,Houston,325.0,681.0,22.0,2.0953846153846154,2016
Crosby ISD,Houston,95.0,186.0,37.6,1.9578947368421054,2016
Cypress-Fairbanks ISD,Houston,3543.0,7869.0,61.0,2.220999153259949,2016
Deer Park ISD,Houston,436.0,996.0,30.3,2.2844036697247705,2016
Galena Park ISD,Houston,383.0,722.0,50.8,1.885117493472585,2016
Houston ISD,Houston,8289.0,19330.0,33.3,2.3320062733743514,2016
Humble ISD,Houston,1488.0,3294.0,58.7,2.213709677419355,2016
Katy ISD,Houston,3351.0,9256.0,72.7,2.762160549089824,2016
Klein ISD,Houston,1284.0,2781.0,56.7,2.1658878504672896,2016
La Porte ISD,Houston,292.0,613.0,22.0,2.0993150684931505,2016
Pasadena ISD,Houston,1780.0,4443.0,27.8,2.496067415730337,2016
Spring ISD,Houston,785.0,1378.0,13.1,1.7554140127388536,2016
Spring Branch ISD,Houston,1785.0,4752.0,53.2,2.6621848739495797,2016
Tomball ISD,Houston,587.0,1288.0,69.7,2.1942078364565587,2016
Sheldon ISD,Houston,117.0,222.0,18.9,1.8974358974358974,2016
Dripping Springs ISD,Austin,235.0,525.0,72.2,2.234042553191489,2016
Weatherford ISD,Fort Worth,256.0,555.0,47.7,2.16796875,2016
Bridgeport ISD,Fort Worth,32.0,58.0,58.6,1.8125,2016
Rockwall ISD,Richardson,814.0,1707.0,56.8,2.097051597051597,2016
Eanes ISD,Austin,862.0,3002.0,71.9,3.4825986078886313,2016
Del Valle ISD,Austin,368.0,829.0,29.1,2.2527173913043477,2016
Lago Vista ISD,Austin,59.0,122.0,49.2,2.0677966101694913,2016
Lake Travis ISD,Austin,559.0,1398.0,69.5,2.5008944543828266,2016
Canton ISD,Richardson,65.0,81.0,51.9,1.2461538461538462,2016
Waller ISD,Houston,118.0,175.0,29.7,1.4830508474576272,2016
Manor ISD,Austin,233.0,345.0,8.4,1.48068669527897,2016
Royal ISD,Houston,62.0,128.0,7.8,2.064516129032258,2016
Hutto ISD,Austin,155.0,356.0,44.4,2.296774193548387,2016
Liberty Hill ISD,Austin,139.0,222.0,59.0,1.5971223021582734,2016
Round Rock ISD,Austin,2580.0,6811.0,75.2,2.639922480620155,2016
Taylor ISD,Austin,94.0,175.0,22.3,1.8617021276595744,2016
Leander ISD,Austin,1890.0,4974.0,72.3,2.6317460317460317,2016
Floresville ISD,San Antonio,123.0,156.0,9.6,1.2682926829268293,2016
La Vernia ISD,San Antonio,121.0,143.0,30.8,1.1818181818181819,2016
Georgetown ISD,Austin,437.0,948.0,54.4,2.1693363844393594,2016
Pflugerville ISD,Austin,1084.0,2861.0,40.7,2.63929889298893,2016
