DistName,RegnName,ACT-Composite,ACT-Part_Rate,Year,AP-11&12 Participating Students,AP-Total Exams,AP-Passed(%),AP-Exams Taken Per Student,Enrolled 4-Year,Total Graduated,Enrolled 4-Year (%),SAT-Total,SAT-Part_Rate,Wealth/ADA,Graduated 4-Year,Graduated 4-Year (%)
DENISON ISD,Richardson,21.7,40.8,2013,101,268,50,2.653465347,32,282,11.34751773,1009,36.5,317733,14,43.75
DENISON ISD,Richardson,21.5,29.8,2014,117,269,44.6,2.299145299,26,282,9.219858156,1024,20.9,320630,13,50
DENISON ISD,Richardson,22.2,33.9,2015,107,275,38.2,2.570093458,32,283,11.30742049,1040,26.9,316385,,
DENISON ISD,Richardson,20.7,34.1,2016,92,214,38.8,2.326086957,18,311,5.78778135,993,15.1,304464,,
DENISON ISD,Richardson,20.8,38,2017,114,283,43.8,2.48245614,32,263,12.16730038,1074,28.1,332858,,
DENTON ISD,Fort Worth,21.2,38,2011,725,1557,39.8,2.147586207,260,1259,20.65131056,1000,57.5,419495,75,28.84615385
DENTON ISD,Fort Worth,20.7,29.7,2012,565,1269,48,2.246017699,280,1229,22.7827502,999,55.2,399725,99,35.35714286
DENTON ISD,Fort Worth,21,30.5,2013,607,1272,48,2.095551895,292,1364,21.40762463,1001,53.4,398843,109,37.32876712
DENTON ISD,Fort Worth,21.1,34.6,2014,690,1493,47.2,2.163768116,320,1510,21.19205298,1003,56.2,405428,122,38.125
DENTON ISD,Fort Worth,21.5,38.4,2015,783,1462.5,41.2,1.867816092,290,1549,18.72175597,1000,51.2,418638,,
DENTON ISD,Fort Worth,21.6,38.2,2016,741,1327.5,49.4,1.791497976,296,1543,19.18340894,993,54.8,446278,,
DENTON ISD,Fort Worth,21.6,35.2,2017,834,1773,48.1,2.125899281,270,1657,16.29450815,1078,54.9,473130,,
DESOTO ISD,Richardson,17.1,46.6,2011,241,426,9.6,1.767634855,148,524,28.24427481,855,74.2,253800,29,19.59459459
DESOTO ISD,Richardson,18,44.1,2012,200,357,13.4,1.785,168,603,27.86069652,868,56.6,247712,23,13.69047619
DESOTO ISD,Richardson,17.2,35.3,2013,115,189,12.2,1.643478261,131,563,23.26820604,851,56.7,245050,23,17.55725191
DESOTO ISD,Richardson,17,34.6,2014,101,175,20,1.732673267,156,711,21.94092827,846,56.4,229265,21,13.46153846
DESOTO ISD,Richardson,16.6,38.9,2015,142,238,18.1,1.676056338,152,678,22.41887906,821,59.4,227379,,
DESOTO ISD,Richardson,17.1,44.4,2016,224,344,13.7,1.535714286,167,657,25.41856925,820,57.5,224633,,
DESOTO ISD,Richardson,17.8,33.7,2017,249,460,7.8,1.847389558,198,733,27.01227831,885,92.4,244138,,
DICKINSON ISD,Houston,19.2,10.5,2011,70,142,28.9,2.028571429,65,509,12.77013752,934,42.1,279136,21,32.30769231
DICKINSON ISD,Houston,18.6,14.6,2012,87,141,22.7,1.620689655,85,556,15.28776978,940,39.6,271853,26,30.58823529
DICKINSON ISD,Houston,20.4,9.5,2013,123,238,21.8,1.93495935,81,557,14.54219031,941,37,267707,27,33.33333333
DICKINSON ISD,Houston,18.7,17.3,2014,221,428,27.1,1.936651584,86,544,15.80882353,928,46.5,268982,28,32.55813953
DICKINSON ISD,Houston,20,25,2015,161,346,34.1,2.149068323,95,568,16.72535211,943,48.2,281883,,
DICKINSON ISD,Houston,19.2,12.7,2016,189,369,41.2,1.952380952,94,597,15.74539363,913,46.1,278014,,
DICKINSON ISD,Houston,20.5,10.8,2017,167,326,40.5,1.952095808,107,638,16.77115987,965,80.6,302411,,
DRIPPING SPRINGS ISD,Austin,25.5,44,2011,234,579,69.9,2.474358974,104,288,36.11111111,1142,85,597087,54,51.92307692
DRIPPING SPRINGS ISD,Austin,24.6,43.7,2012,265,618,73.6,2.332075472,99,279,35.48387097,1109,85.7,576515,43,43.43434343
DRIPPING SPRINGS ISD,Austin,25.4,48.3,2013,225,498,76.1,2.213333333,97,321,30.21806854,1132,78.2,573734,61,62.88659794
DRIPPING SPRINGS ISD,Austin,24.3,46.1,2014,208,466,78.3,2.240384615,109,334,32.63473054,1098,76.3,549429,59,54.12844037
DRIPPING SPRINGS ISD,Austin,24.6,43.5,2015,194,400,77,2.06185567,87,336,25.89285714,1105,72,540008,,
DRIPPING SPRINGS ISD,Austin,24.7,64.1,2016,235,525,72.2,2.234042553,111,370,30,1132,63.2,572585,,
DRIPPING SPRINGS ISD,Austin,24.6,53.9,2017,228,534,74.5,2.342105263,136,406,33.49753695,1179,63.1,616239,,
DUNCANVILLE ISD,Richardson,19.3,41.9,2011,116,235,57,2.025862069,150,733,20.4638472,935,45.6,271364,39,26
DUNCANVILLE ISD,Richardson,19,32,2012,136,301,58.8,2.213235294,123,753,16.33466135,902,40.1,258673,39,31.70731707
DUNCANVILLE ISD,Richardson,19.6,32.9,2013,120,235,58.7,1.958333333,148,797,18.56963614,925,38.9,254311,34,22.97297297
DUNCANVILLE ISD,Richardson,18.6,25.6,2014,111,187,54,1.684684685,159,823,19.31956258,883,46.2,262570,55,34.59119497
DUNCANVILLE ISD,Richardson,18.3,27.3,2015,197,398,36.2,2.020304569,197,851,23.14923619,878,57.2,271899,,
DUNCANVILLE ISD,Richardson,18.4,22.5,2016,175,302,30.1,1.725714286,185,872,21.21559633,861,60.8,276224,,
DUNCANVILLE ISD,Richardson,18.2,21.7,2017,194,365,32.6,1.881443299,235,945,24.86772487,943,63.5,294069,,
EAGLE MT-SAGINAW ISD,Fort Worth,21.4,18.5,2011,432,1052,42,2.435185185,131,893,14.66965286,993,58.1,408471,51,38.93129771
EAGLE MT-SAGINAW ISD,Fort Worth,21.2,22.6,2012,531,1141,41.4,2.148775895,177,910,19.45054945,993,52.5,371491,55,31.07344633
EAGLE MT-SAGINAW ISD,Fort Worth,21.2,26.9,2013,570,1190,39.6,2.087719298,194,999,19.41941942,987,50.8,360252,81,41.75257732
EAGLE MT-SAGINAW ISD,Fort Worth,20.5,39.4,2014,603,1219,46.2,2.021558872,182,1113,16.35220126,964,48.7,348061,84,46.15384615
EAGLE MT-SAGINAW ISD,Fort Worth,21.2,31.3,2015,806,1871,32.4,2.32133995,191,1194,15.99664992,978,48.2,357494,,
EAGLE MT-SAGINAW ISD,Fort Worth,20.4,31.1,2016,835,1946,39,2.330538922,224,1297,17.27062452,951,51.2,364945,,
EAGLE MT-SAGINAW ISD,Fort Worth,20.8,30.1,2017,871,1995,42.2,2.290470723,239,1356,17.62536873,1038,51.1,368660,,
EAGLE PASS ISD,San Antonio,17.8,19.9,2011,236,392,42.6,1.661016949,189,886,21.33182844,865,62.5,120275,53,28.04232804
EAGLE PASS ISD,San Antonio,17.9,14,2012,300,480,45.8,1.6,189,936,20.19230769,853,60.7,122595,68,35.97883598
EAGLE PASS ISD,San Antonio,18.4,11.3,2013,316,521,50.3,1.648734177,192,963,19.9376947,880,53.5,122048,76,39.58333333
EAGLE PASS ISD,San Antonio,19.4,7.4,2014,263,407,56.3,1.547528517,183,919,19.91294886,884,54.3,130623,65,35.51912568
EAGLE PASS ISD,San Antonio,19.8,11.8,2015,306,533,46.9,1.741830065,165,906,18.21192053,872,56.3,143020,,
EAGLE PASS ISD,San Antonio,18.5,14.8,2016,356,648,44.6,1.820224719,187,989,18.90798787,866,54.8,147975,,
EAGLE PASS ISD,San Antonio,16.7,78.8,2017,337,646,47.7,1.916913947,251,1079,23.26227989,965,59.8,156582,,
EANES ISD,Austin,27,66.6,2011,802,2600,76.5,3.241895262,222,617,35.98055105,1214,97.7,1293693,117,52.7027027
EANES ISD,Austin,26.6,72.2,2012,768,2485,77.1,3.235677083,195,629,31.00158983,1193,92.1,1214826,98,50.25641026
EANES ISD,Austin,27.1,73.2,2013,782,2527,79.9,3.231457801,190,597,31.82579564,1212,87.9,1227376,105,55.26315789
EANES ISD,Austin,27.3,75,2014,836,2699,78.5,3.2284689,222,647,34.3122102,1221,84.7,1257940,137,61.71171171
EANES ISD,Austin,26.4,100,2015,772,2597,74.3,3.363989637,173,592,29.22297297,1210,82.4,1332102,,
EANES ISD,Austin,26.8,97,2016,862,3002,71.9,3.482598608,182,605,30.08264463,1237,72.7,1421278,,
EANES ISD,Austin,27.2,74.7,2017,976,3213,69.8,3.292008197,204,651,31.33640553,1280,72.8,1573376,,
EAST CENTRAL ISD,San Antonio,19.8,14.3,2011,150,315,28.6,2.1,68,604,11.25827815,909,50.8,207495,16,23.52941176
EAST CENTRAL ISD,San Antonio,19.5,27.8,2012,202,334,30.8,1.653465347,84,589,14.2614601,909,56.9,211273,29,34.52380952
EAST CENTRAL ISD,San Antonio,19.3,28.3,2013,225,434,29,1.928888889,93,668,13.92215569,903,53,215008,25,26.88172043
EAST CENTRAL ISD,San Antonio,18.9,29.7,2014,321,619,21.8,1.92834891,80,627,12.75917065,906,49.8,228991,40,50
EAST CENTRAL ISD,San Antonio,19.3,32.8,2015,342,800,19.4,2.339181287,100,687,14.55604076,914,50.9,264341,,
EAST CENTRAL ISD,San Antonio,18.8,20.8,2016,290,671,19.1,2.313793103,102,703,14.50924609,901,45.8,269416,,
EAST CENTRAL ISD,San Antonio,18.9,17.9,2017,310,706,21.4,2.277419355,91,697,13.05595409,992,48.4,320400,,
EDGEWOOD ISD,San Antonio,17.8,23.9,2011,289,433,6.5,1.498269896,66,594,11.11111111,802,53.9,83223,14,21.21212121
EDGEWOOD ISD,San Antonio,16.1,38.9,2012,240,422,8.8,1.758333333,65,481,13.51351351,794,54.7,83316,17,26.15384615
EDGEWOOD ISD,San Antonio,16.3,27.3,2013,303,520,6.3,1.716171617,64,549,11.6575592,799,49.9,83962,5,7.8125
EDGEWOOD ISD,San Antonio,16.9,25.7,2014,360,789,7,2.191666667,58,533,10.88180113,796,51.2,86952,11,18.96551724
EDGEWOOD ISD,San Antonio,17,14.9,2015,280,650,7.1,2.321428571,54,562,9.608540925,797,48.9,85637,,
EDGEWOOD ISD,San Antonio,18.1,11,2016,300,574,9.9,1.913333333,57,572,9.965034965,791,47.7,91808,,
EDGEWOOD ISD,San Antonio,16,19.3,2017,402,790,5.3,1.965174129,65,591,10.99830795,894,42.8,112973,,
ELGIN ISD,Austin,19,20.7,2011,45,74,54.1,1.644444444,47,212,22.16981132,941,46.8,238009,12,25.53191489
ELGIN ISD,Austin,20,19.7,2013,130,233,24,1.792307692,37,239,15.48117155,903,45.6,225322,8,21.62162162
ELGIN ISD,Austin,20.1,14.1,2014,159,317,20.5,1.993710692,46,249,18.47389558,951,51.8,222659,20,43.47826087
ELGIN ISD,Austin,18.7,13.4,2015,144,256,24.6,1.777777778,59,314,18.78980892,900,49.7,221289,,
ELGIN ISD,Austin,17.6,16.6,2016,157,292,25.3,1.859872611,52,313,16.61341853,850,82.7,221214,,
ELGIN ISD,Austin,20.4,9.4,2017,185,359,17.3,1.940540541,43,288,14.93055556,928,89.9,239959,,
ENNIS ISD,Richardson,20.6,47.4,2011,114,214,37.4,1.877192982,61,348,17.52873563,1022,25.5,313461,22,36.06557377
ENNIS ISD,Richardson,19.1,49.1,2012,139,229,37.6,1.647482014,54,328,16.46341463,953,24.4,312229,19,35.18518519
ENNIS ISD,Richardson,19.8,42.6,2013,151,282,36.2,1.867549669,49,345,14.20289855,985,23.2,321287,24,48.97959184
ENNIS ISD,Richardson,19.5,46.3,2014,142,272,37.1,1.915492958,50,341,14.6627566,993,22.9,322444,24,48
ENNIS ISD,Richardson,19.2,41.9,2015,158,348,36.2,2.202531646,53,375,14.13333333,959,22.4,327469,,
ENNIS ISD,Richardson,19.1,44.4,2016,139,307,34.5,2.208633094,25,351,7.122507123,917,26.5,316447,,
ENNIS ISD,Richardson,19.3,41.1,2017,119,302,36.8,2.537815126,41,389,10.53984576,1061,18.3,333339,,
EVERMAN ISD,Fort Worth,17,43.9,2011,126,192,6.3,1.523809524,37,216,17.12962963,853,61.7,239027,6,16.21621622
EVERMAN ISD,Fort Worth,16.1,31.3,2013,145,199,11.1,1.372413793,50,275,18.18181818,826,45.5,213330,9,18
EVERMAN ISD,Fort Worth,16.4,18.7,2014,176,277,11.9,1.573863636,44,273,16.11721612,834,58.6,213709,22,50
EVERMAN ISD,Fort Worth,17.8,20.4,2015,148,233,10.7,1.574324324,42,313,13.41853035,829,49.2,212476,,
EVERMAN ISD,Fort Worth,17.9,25.1,2016,155,234,12.4,1.509677419,47,351,13.39031339,842,41.9,200362,,
EVERMAN ISD,Fort Worth,18.3,17.9,2017,223,336,18.5,1.506726457,41,351,11.68091168,922,48.7,192231,,
FERRIS ISD,Richardson,18.5,17.9,2015,52,78,11.5,1.5,13,151,8.609271523,896,49.7,134994,,
FERRIS ISD,Richardson,18.9,17.6,2016,45,57,22.8,1.266666667,17,159,10.6918239,917,35.2,128002,,
FERRIS ISD,Richardson,18.5,22.1,2017,47,78,23.1,1.659574468,9,149,6.040268456,1091,16.1,129755,,
FLORENCE ISD,Austin,20.7,25,2017,44,65,10.8,1.477272727,17,72,23.61111111,1017,62.5,321815,,
FLORESVILLE ISD,San Antonio,19.6,33.2,2011,114,155,13.5,1.359649123,34,267,12.7340824,924,54.9,258912,20,58.82352941
FLORESVILLE ISD,San Antonio,20.2,40.1,2012,89,126,23,1.415730337,59,279,21.14695341,941,59.1,267336,20,33.89830508
FLORESVILLE ISD,San Antonio,19.8,45.5,2013,108,149,25.5,1.37962963,62,321,19.31464174,931,54.8,272347,24,38.70967742
FLORESVILLE ISD,San Antonio,19.2,56.1,2014,105,148,23,1.40952381,52,255,20.39215686,933,64.3,276454,19,36.53846154
FLORESVILLE ISD,San Antonio,20.2,49.3,2015,134,188,17.6,1.402985075,61,280,21.78571429,992,51.1,280635,,
FLORESVILLE ISD,San Antonio,20.8,31.1,2016,123,156,9.6,1.268292683,45,273,16.48351648,936,44,292081,,
FLORESVILLE ISD,San Antonio,20.4,26.4,2017,163,318,22,1.950920245,44,280,15.71428571,1045,38.6,321343,,
FORNEY ISD,Richardson,20.5,24.8,2011,149,334,34.7,2.241610738,93,453,20.52980132,980,63.1,292929,39,41.93548387
FORNEY ISD,Richardson,20.1,25.5,2012,179,336,47.9,1.877094972,93,478,19.45606695,950,61.5,284379,40,43.01075269
FORNEY ISD,Richardson,21.8,21.6,2013,182,334,52.4,1.835164835,108,546,19.78021978,972,53.5,280185,37,34.25925926
FORNEY ISD,Richardson,20.8,24.6,2014,190,352,52.3,1.852631579,99,553,17.90235081,979,53.3,278211,56,56.56565657
FORNEY ISD,Richardson,20.4,23.9,2015,279,615,36.3,2.204301075,114,615,18.53658537,962,58.4,273181,,
FORNEY ISD,Richardson,20.8,27.4,2016,275,607,44.2,2.207272727,133,620,21.4516129,974,58.1,271368,,
FORNEY ISD,Richardson,20.5,27.4,2017,268,530,42.6,1.97761194,134,627,21.37161085,1050,56.1,281342,,
FORT BEND ISD,Houston,22.5,34.5,2011,2612,7116,69.5,2.724349158,1565,4836,32.36145575,1027,83,351127,577,36.86900958
FORT BEND ISD,Houston,22.3,33.3,2012,2607,6951,73.9,2.666283084,1579,5027,31.41038393,1021,79.4,351495,625,39.58201393
FORT BEND ISD,Houston,22.3,30.3,2013,2650,7254,71.9,2.737358491,1557,5077,30.66771716,1033,73.4,353175,664,42.64611432
FORT BEND ISD,Houston,22.1,33.9,2014,3042,7605,72.4,2.5,1713,5031,34.04889684,1034,74.5,355737,748,43.6660829
FORT BEND ISD,Houston,22.3,35.9,2015,3503,10247,64.7,2.925206965,1782,5437,32.77542763,1026,74.9,373235,,
FORT BEND ISD,Houston,22.8,36.4,2016,3546,10547,63.3,2.974337281,1692,5411,31.26963593,1028,73.7,392617,,
FORT BEND ISD,Houston,23,34.9,2017,3810,11285,64.8,2.961942257,1717,5487,31.29214507,1108,73.3,444265,,
FORT WORTH ISD,Fort Worth,18.1,27.5,2011,2052,4734,27.1,2.307017544,547,3863,14.15997929,905,58.6,343130,131,23.9488117
FORT WORTH ISD,Fort Worth,18.2,29.6,2012,1786,3935,33.9,2.20324748,539,3642,14.79956068,897,56.4,322648,140,25.97402597
FORT WORTH ISD,Fort Worth,18.2,29.2,2013,1928,3988,30.7,2.06846473,558,3646,15.30444323,892,59.4,328206,178,31.89964158
FORT WORTH ISD,Fort Worth,17.9,26.6,2014,2362.5,5757,28.2,2.436825397,584,3740,15.61497326,832,97.9,335477,147,25.17123288
FORT WORTH ISD,Fort Worth,18.3,24.6,2015,3525,7695,20.2,2.182978723,653,3891,16.78231817,821,99,339898,,
FORT WORTH ISD,Fort Worth,18.9,21.4,2016,3105,7447.5,19.2,2.398550725,614,4033,15.22439871,818,98.3,340822,,
FORT WORTH ISD,Fort Worth,19.6,18.8,2017,3375,8728,20.3,2.586074074,733,4306,17.02275894,916,96.2,348001,,
FREDERICKSBURG ISD,Austin,21.5,41.4,2011,121,252,58.7,2.082644628,62,242,25.61983471,1003,63.9,815998,26,41.93548387
FREDERICKSBURG ISD,Austin,22,37.4,2012,103,193,61.7,1.873786408,58,219,26.48401826,1025,63.5,817930,21,36.20689655
FREDERICKSBURG ISD,Austin,22.1,36.6,2013,103,223,59.2,2.165048544,70,246,28.45528455,1025,56.5,828348,24,34.28571429
FREDERICKSBURG ISD,Austin,21.8,36.6,2014,105,236,54.7,2.247619048,63,235,26.80851064,1013,60.4,857468,33,52.38095238
FREDERICKSBURG ISD,Austin,20.7,31.7,2015,118,246,44.7,2.084745763,67,227,29.5154185,968,63,868240,,
FREDERICKSBURG ISD,Austin,22.2,34.8,2016,104,230,50.9,2.211538462,65,230,28.26086957,986,59.6,865883,,
FREDERICKSBURG ISD,Austin,20.6,33.8,2017,108,238,36.6,2.203703704,48,228,21.05263158,1062,53.5,924409,,
FRIENDSWOOD ISD,Houston,25,47.9,2011,319,825,73.7,2.586206897,154,493,31.23732252,1116,88,354657,79,51.2987013
FRIENDSWOOD ISD,Houston,24.7,39.6,2012,321,744,81.7,2.317757009,145,485,29.89690722,1102,77.7,356827,93,64.13793103
FRIENDSWOOD ISD,Houston,25,43.7,2013,346,874,73.9,2.526011561,155,481,32.22453222,1111,77.3,364220,104,67.09677419
FRIENDSWOOD ISD,Houston,25,40.5,2014,311,843,81.1,2.710610932,153,491,31.16089613,1113,79.8,369076,115,75.16339869
FRIENDSWOOD ISD,Houston,24.6,44.4,2015,345,897,79.7,2.6,175,532,32.89473684,1098,78.2,380020,,
FRIENDSWOOD ISD,Houston,25,51.3,2016,368,1118,75,3.038043478,175,530,33.01886792,1098,78.1,382675,,
FRIENDSWOOD ISD,Houston,24.6,62.8,2017,340,937,75.8,2.755882353,205,540,37.96296296,1175,68.7,434057,,
FRISCO ISD,Richardson,23.6,46.2,2011,1252,2973,70.3,2.374600639,358,1740,20.57471264,1062,68.7,448014,178,49.72067039
FRISCO ISD,Richardson,23.6,51.6,2012,1440,3356,71.6,2.330555556,451,1962,22.98674822,1075,65.8,409845,245,54.32372506
FRISCO ISD,Richardson,23.6,49.7,2013,1659,4070,71.9,2.453285112,517,2234,23.14234557,1078,64.3,398568,280,54.15860735
FRISCO ISD,Richardson,24.1,52.8,2014,1907,4665,74.5,2.446250655,603,2388,25.25125628,1092,65.8,389497,350,58.04311774
FRISCO ISD,Richardson,24.1,57.1,2015,2306,6084,69.6,2.638334779,689,2707,25.45253048,1085,68.3,392958,,
FRISCO ISD,Richardson,24.6,55.1,2016,2776,7245,72.2,2.609870317,754,2986,25.25117214,1097,67.8,412264,,
FRISCO ISD,Richardson,24.5,58.6,2017,3311,8957,72.7,2.705225008,889,3452,25.75318656,1178,67.1,458760,,
FT SAM HOUSTON ISD,San Antonio,21.3,46.1,2015,84,157,35,1.869047619,25,89,28.08988764,990,87.6,,,
FT SAM HOUSTON ISD,San Antonio,22.5,41.3,2016,66,112,32.1,1.696969697,28,92,30.43478261,1005,76.1,,,
FT SAM HOUSTON ISD,San Antonio,22.5,36.4,2017,58,93,36.6,1.603448276,20,77,25.97402597,1040,75.3,,,
GALENA PARK ISD,Houston,18.1,37.4,2011,267,537,55.1,2.011235955,208,1414,14.71004243,893,31.8,289183,24,11.53846154
GALENA PARK ISD,Houston,18.1,36.8,2012,305,554,59,1.816393443,241,1497,16.0988644,875,29.9,277597,47,19.50207469
GALENA PARK ISD,Houston,18.7,33.6,2013,327,648,57.9,1.981651376,230,1532,15.01305483,890,28,270212,52,22.60869565
GALENA PARK ISD,Houston,17.9,33.6,2014,349,657,48.7,1.88252149,190,1541,12.32965607,890,25,308002,41,21.57894737
GALENA PARK ISD,Houston,17.8,38.8,2015,386,700,55.3,1.813471503,203,1557,13.03789338,875,30.3,312646,,
GALENA PARK ISD,Houston,18.6,40.5,2016,383,722,50.8,1.885117493,204,1554,13.12741313,892,29,356031,,
GALENA PARK ISD,Houston,18.3,40.8,2017,395,751,48.2,1.901265823,209,1607,13.0056005,985,24.5,382169,,
GALVESTON ISD,Houston,19.6,16.4,2011,185,400,29.8,2.162162162,69,416,16.58653846,936,52,724883,27,39.13043478
GALVESTON ISD,Houston,19.4,24.7,2012,215,468,33.5,2.176744186,72,392,18.36734694,902,55.9,785608,23,31.94444444
GALVESTON ISD,Houston,20,28.5,2013,200,390,35.1,1.95,85,459,18.51851852,963,48.6,817696,31,36.47058824
GALVESTON ISD,Houston,20.3,22.3,2014,162,291,38.1,1.796296296,57,381,14.96062992,918,48,861978,25,43.85964912
GALVESTON ISD,Houston,20.2,19.7,2015,187,351,27.1,1.877005348,87,441,19.72789116,915,45.4,883860,,
GALVESTON ISD,Houston,20,29.4,2016,179,371,29.4,2.072625698,77,449,17.14922049,910,45.9,899343,,
GALVESTON ISD,Houston,20.3,26.2,2017,172,423,33.8,2.459302326,79,413,19.1283293,1017,49.4,1017454,,
GARLAND ISD,Richardson,20.6,25.9,2011,1637,3448,41.6,2.106291998,659,3772,17.47083775,973,52.6,249795,257,38.99848255
GARLAND ISD,Richardson,20.9,24.6,2012,1549,3196,40.2,2.063266624,696,3869,17.98914448,972,51,242390,291,41.81034483
GARLAND ISD,Richardson,20.6,23.6,2013,1347,2746,44.6,2.038604306,661,3940,16.77664975,970,44.5,240230,284,42.96520424
GARLAND ISD,Richardson,20.7,26.8,2014,1462.5,3308,41.1,2.261880342,699,3957,17.66489765,974,49.8,240611,329,47.06723891
GARLAND ISD,Richardson,20.3,28.9,2015,2013,4552,34.9,2.26130154,677,3941,17.17838112,957,51.4,242272,,
GARLAND ISD,Richardson,20.2,26.2,2016,3006,7915,27.1,2.633067199,742,4116,18.02721088,947,51.6,243367,,
GARLAND ISD,Richardson,21.5,19.2,2017,3168,8082,26.8,2.551136364,747,3977,18.78300226,970,94,263202,,
GEORGETOWN ISD,Austin,21.8,35.9,2011,261,528,61.2,2.022988506,211,714,29.55182073,1043,66.6,529858,90,42.65402844
GEORGETOWN ISD,Austin,23,33.3,2012,237,503,64.6,2.122362869,206,685,30.0729927,1062,61.5,539763,90,43.68932039
GEORGETOWN ISD,Austin,22.4,32.7,2013,245,454,65.6,1.853061224,178,694,25.64841499,1046,63.3,548453,78,43.82022472
GEORGETOWN ISD,Austin,22.7,34.3,2014,292,534,64,1.828767123,198,792,25,1056,62.4,555072,100,50.50505051
GEORGETOWN ISD,Austin,23,35.4,2015,335,678,61.5,2.023880597,201,769,26.13784135,1047,60.1,565119,,
GEORGETOWN ISD,Austin,22.5,31.1,2016,437,948,54.4,2.169336384,192,816,23.52941176,1022,59.2,603338,,
GEORGETOWN ISD,Austin,22.6,30.4,2017,482,1078,48.8,2.236514523,221,838,26.37231504,1097,61.5,672245,,
GIDDINGS ISD,Austin,19.8,25.8,2011,36,60,38.3,1.666666667,28,140,20,967,53.1,408700,16,57.14285714
GIDDINGS ISD,Austin,19.3,218.2,2012,50,76,27.6,1.52,,11,,928,772.7,431860,,#DIV/0!
GIDDINGS ISD,Austin,19.8,20.8,2013,47,64,29.7,1.361702128,35,149,23.48993289,949,51,408946,18,51.42857143
GIDDINGS ISD,Austin,18.4,11.2,2014,47,60,30,1.276595745,24,143,16.78321678,933,54.5,421893,18,75
GIDDINGS ISD,Austin,21.6,14.8,2015,96,132,30.3,1.375,25,169,14.79289941,983,46.2,425100,,
GIDDINGS ISD,Austin,19.1,14.6,2016,96,161,27.3,1.677083333,21,151,13.90728477,970,46.4,435061,,
GIDDINGS ISD,Austin,18,8.6,2017,86,137,24.1,1.593023256,22,139,15.82733813,1020,48.9,437700,,
GLEN ROSE ISD,Fort Worth,22,47,2015,58,74,29.7,1.275862069,32,100,32,1003,67,1915051,,
GLEN ROSE ISD,Fort Worth,21.9,52.9,2016,38,55,49.1,1.447368421,50,121,41.32231405,998,56.2,1662650,,
GONZALES ISD,Austin,19.4,46.2,2011,34,51,9.8,1.5,17,134,12.68656716,943,36.1,242721,6,35.29411765
GONZALES ISD,Austin,21.2,28.2,2013,42,63,23.8,1.5,34,163,20.85889571,962,36.2,249437,18,52.94117647
GRANBURY ISD,Fort Worth,22.9,35.1,2011,203,358,49.4,1.763546798,92,411,22.38442822,1051,55.6,767593,29,31.52173913
GRANBURY ISD,Fort Worth,21.7,40,2012,226,410,50.2,1.814159292,117,462,25.32467532,998,46.5,772115,45,38.46153846
GRANBURY ISD,Fort Worth,22.2,42.6,2013,238,463,45.4,1.945378151,118,397,29.72292191,1013,53.4,754804,54,45.76271186
GRANBURY ISD,Fort Worth,21.9,45.8,2014,188,378,43.7,2.010638298,105,395,26.58227848,1016,45.6,762202,39,37.14285714
GRANBURY ISD,Fort Worth,21.9,40.1,2015,161,306,38.2,1.900621118,95,444,21.3963964,996,47.3,729940,,
GRANBURY ISD,Fort Worth,22.4,42.9,2016,160,280,36.1,1.75,107,475,22.52631579,1024,44.2,697751,,
GRANBURY ISD,Fort Worth,21.5,41.9,2017,150,266,36.8,1.773333333,105,461,22.77657267,1084,46,701862,,
GRAND PRAIRIE ISD,Richardson,19.2,25.9,2012,707,1345,27.3,1.902404526,247,1569,15.74251115,936,41.9,185641,71,28.74493927
GRAND PRAIRIE ISD,Richardson,18.7,21.8,2013,852,1528,24.1,1.79342723,254,1640,15.48780488,917,49.1,182429,69,27.16535433
GRAND PRAIRIE ISD,Richardson,18.9,25.1,2014,936,1793,22.3,1.915598291,287,1742,16.47531573,910,47.4,173211,96,33.44947735
GRAND PRAIRIE ISD,Richardson,18.9,22.4,2015,1001,2133,16.5,2.130869131,282,1734,16.26297578,824,93.5,174352,,
GRAND PRAIRIE ISD,Richardson,18.1,22.9,2016,1107,2298,19.3,2.075880759,276,1707,16.16871705,827,89.5,175303,,
GRAND PRAIRIE ISD,Richardson,19.2,16.1,2017,1214,2669,23.7,2.198517298,344,1870,18.39572193,938,89.5,186866,,
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,24.5,52.1,2011,1142,3338,65.6,2.922942207,264,1058,24.95274102,1099,82.4,791537,148,56.06060606
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,24.3,55.8,2012,1080,3093,69.7,2.863888889,272,1045,26.02870813,1096,76.8,766565,162,59.55882353
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,24.5,50.8,2013,1010,2976,71.4,2.946534653,268,1106,24.23146474,1100,74.1,792003,159,59.32835821
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,24.5,52.7,2014,1081,3066,65.9,2.83626272,242,988,24.49392713,1098,70.5,785247,145,59.91735537
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,24.8,54.5,2015,1244,4015,60.9,3.227491961,303,1109,27.32191163,1102,74.6,792073,,
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,25.1,53.5,2016,1195,3933,60.8,3.291213389,310,1140,27.19298246,1100,70.4,805590,,
GRAPEVINE-COLLEYVILLE ISD,Fort Worth,24.4,54.4,2017,1140,3895,60.3,3.416666667,309,1128,27.39361702,1159,67.3,838566,,
