DistName,Students Enrolled in Texas Public 4-year Universities,,Students Enrolled in Texas Public 2-year Colleges,,Students Not Located in Texas Public Higher Education,,Total High School Graduates,
001906   NECHES ISD,*,*,*,*,5,26.3%,19,100.0%
123905   NEDERLAND ISD,129,34.6%,96,25.7%,148,39.7%,373,100.0%
079906   NEEDVILLE ISD,31,14.1%,99,45.0%,90,40.9%,220,100.0%
019905   NEW BOSTON ISD,13,13.5%,32,33.3%,51,53.1%,96,100.0%
046901   NEW BRAUNFELS ISD,141,24.2%,110,18.9%,331,56.9%,582,100.0%
170908   NEW CANEY ISD,117,13.2%,198,22.4%,571,64.5%,886,100.0%
152902   NEW DEAL ISD,10,16.7%,20,33.3%,30,50.0%,60,100.0%
230906   NEW DIANA ISD,5,7.4%,31,45.6%,32,47.1%,68,100.0%
153905   NEW HOME ISD,*,*,*,*,7,46.7%,15,100.0%
037908   NEW SUMMERFIELD ISD,6,17.7%,6,17.7%,22,64.7%,34,100.0%
236901   NEW WAVERLY ISD,14,20.6%,21,30.9%,33,48.5%,68,100.0%
252902   NEWCASTLE ISD,*,*,*,*,9,45.0%,20,100.0%
220817   NEWMAN INTERNATIONAL ACADEMY OF AR,7,11.9%,24,40.7%,28,47.5%,59,100.0%
176902   NEWTON ISD,11,16.2%,12,17.7%,45,66.2%,68,100.0%
089903   NIXON-SMILEY CISD,9,11.5%,20,25.6%,49,62.8%,78,100.0%
169902   NOCONA ISD,14,28.6%,9,18.4%,26,53.1%,49,100.0%
062902   NORDHEIM ISD,*,*,*,*,7,63.6%,11,100.0%
145906   NORMANGEE ISD,*,*,*,*,22,62.9%,35,100.0%
015910   NORTH EAST ISD,"1,271",25.5%,"1,118",22.5%,"2,592",52.0%,"4,981",100.0%
112906   NORTH HOPKINS ISD,*,*,*,*,14,50.0%,28,100.0%
139911   NORTH LAMAR ISD,18,9.9%,84,46.4%,79,43.7%,181,100.0%
154903   NORTH ZULCH ISD,6,19.4%,5,16.1%,20,64.5%,31,100.0%
015915   NORTHSIDE ISD,"1,552",22.6%,"1,881",27.4%,"3,423",49.9%,"6,856",100.0%
244905   NORTHSIDE ISD,*,*,*,*,,,8,100.0%
061911   NORTHWEST ISD,335,24.8%,358,26.5%,658,48.7%,"1,351",100.0%
069902   NUECES CANYON CISD,6,24.0%,7,28.0%,12,48.0%,25,100.0%
227804   NYOS CHARTER SCHOOL,13,23.2%,16,28.6%,27,48.2%,56,100.0%
145907   OAKWOOD ISD,,,5,50.0%,5,50.0%,10,100.0%
205905   ODEM-EDROY ISD,14,23.0%,17,27.9%,30,49.2%,61,100.0%
153903   O'DONNELL ISD,*,*,*,*,10,52.6%,19,100.0%
084802   ODYSSEY ACADEMY INC,,,14,73.7%,5,26.3%,19,100.0%
050904   OGLESBY ISD,,,7,63.6%,*,*,11,100.0%
252903   OLNEY ISD,12,23.5%,12,23.5%,27,52.9%,51,100.0%
140905   OLTON ISD,7,18.9%,7,18.9%,23,62.2%,37,100.0%
187910   ONALASKA ISD,7,13.5%,15,28.9%,30,57.7%,52,100.0%
125903   ORANGE GROVE ISD,40,31.5%,30,23.6%,57,44.9%,127,100.0%
181905   ORANGEFIELD ISD,21,18.4%,54,47.4%,39,34.2%,114,100.0%
230903   ORE CITY ISD,*,*,*,*,28,60.9%,46,100.0%
014804   ORENDA CHARTER SCHOOL,20,23.3%,25,29.1%,41,47.7%,86,100.0%
201908   OVERTON ISD,*,*,*,*,18,47.4%,38,100.0%
051901   PADUCAH ISD,*,*,*,*,*,*,8,100.0%
104907   PAINT CREEK ISD,*,*,*,*,5,41.7%,12,100.0%
048903   PAINT ROCK ISD,*,*,*,*,7,63.6%,11,100.0%
158905   PALACIOS ISD,20,16.8%,46,38.7%,53,44.5%,119,100.0%
001907   PALESTINE ISD,33,15.1%,64,29.2%,122,55.7%,219,100.0%
070910   PALMER ISD,12,17.7%,24,35.3%,32,47.1%,68,100.0%
090904   PAMPA ISD,30,12.8%,45,19.2%,160,68.1%,235,100.0%
033902   PANHANDLE ISD,10,20.8%,12,25.0%,26,54.2%,48,100.0%
183801   PANOLA CHARTER SCHOOL,*,*,*,*,24,77.4%,31,100.0%
042905   PANTHER CREEK CISD,*,*,*,*,7,58.3%,12,100.0%
249906   PARADISE ISD,22,23.9%,34,37.0%,36,39.1%,92,100.0%
139909   PARIS ISD,27,12.2%,90,40.7%,104,47.1%,221,100.0%
101917   PASADENA ISD,481,13.9%,"1,213",34.9%,"1,778",51.2%,"3,472",100.0%
071803   PASO DEL NORTE ACADEMY CHARTER DIS,6,7.0%,13,15.1%,67,77.9%,86,100.0%
063906   PATTON SPRINGS ISD,,,*,*,*,*,6,100.0%
020908   PEARLAND ISD,452,29.1%,488,31.4%,616,39.6%,"1,556",100.0%
082903   PEARSALL ISD,16,12.5%,30,23.4%,82,64.1%,128,100.0%
184908   PEASTER ISD,15,25.9%,26,44.8%,17,29.3%,58,100.0%
195901   PECOS-BARSTOW-TOYAH ISD,27,17.8%,17,11.2%,108,71.1%,152,100.0%
057802   PEGASUS SCHOOL OF LIBERAL ARTS AND,5,17.9%,7,25.0%,16,57.1%,28,100.0%
109914   PENELOPE ISD,*,*,*,*,5,35.7%,14,100.0%
119903   PERRIN-WHITT CISD,*,*,*,*,10,38.5%,26,100.0%
179901   PERRYTON ISD,32,18.6%,38,22.1%,102,59.3%,172,100.0%
095904   PETERSBURG ISD,,,*,*,*,*,7,100.0%
039903   PETROLIA CISD,11,26.8%,12,29.3%,18,43.9%,41,100.0%
013903   PETTUS ISD,6,23.1%,9,34.6%,11,42.3%,26,100.0%
172905   PEWITT CISD,9,13.4%,24,35.8%,34,50.8%,67,100.0%
227904   PFLUGERVILLE ISD,411,25.9%,342,21.5%,835,52.6%,"1,588",100.0%
108909   PHARR-SAN JUAN-ALAMO ISD,526,25.8%,582,28.5%,935,45.8%,"2,043",100.0%
061903   PILOT POINT ISD,18,16.8%,31,29.0%,58,54.2%,107,100.0%
092904   PINE TREE ISD,46,14.5%,99,31.1%,173,54.4%,318,100.0%
003801   PINEYWOODS COMMUNITY ACADEMY,9,22.0%,10,24.4%,22,53.7%,41,100.0%
032902   PITTSBURG ISD,16,9.0%,62,34.8%,100,56.2%,178,100.0%
251902   PLAINS ISD,5,14.3%,15,42.9%,15,42.9%,35,100.0%
095905   PLAINVIEW ISD,50,13.6%,101,27.4%,218,59.1%,369,100.0%
043910   PLANO ISD,999,25.2%,"1,011",25.5%,"1,957",49.3%,"3,967",100.0%
019912   PLEASANT GROVE ISD,27,16.3%,42,25.3%,97,58.4%,166,100.0%
007905   PLEASANTON ISD,44,22.6%,46,23.6%,105,53.9%,195,100.0%
117904   PLEMONS-STINNETT-PHILLIPS CISD,10,25.0%,6,15.0%,24,60.0%,40,100.0%
031909   POINT ISABEL ISD,30,22.4%,29,21.6%,75,56.0%,134,100.0%
061906   PONDER ISD,11,13.1%,19,22.6%,54,64.3%,84,100.0%
184901   POOLVILLE ISD,*,*,*,*,17,46.0%,37,100.0%
015801   POR VIDA ACADEMY,*,*,*,*,62,84.9%,73,100.0%
178908   PORT ARANSAS ISD,12,21.8%,20,36.4%,23,41.8%,55,100.0%
123907   PORT ARTHUR ISD,78,17.1%,91,20.0%,286,62.9%,455,100.0%
123908   PORT NECHES-GROVES ISD,121,36.7%,90,27.3%,119,36.1%,330,100.0%
015814   POSITIVE SOLUTIONS CHARTER SCHOOL,,,5,17.9%,23,82.1%,28,100.0%
085902   POST ISD,*,*,*,*,35,62.5%,56,100.0%
007906   POTEET ISD,15,15.6%,26,27.1%,55,57.3%,96,100.0%
247904   POTH ISD,22,33.3%,19,28.8%,25,37.9%,66,100.0%
091913   POTTSBORO ISD,14,11.6%,46,38.0%,61,50.4%,121,100.0%
028906   PRAIRIE LEA ISD,5,41.7%,,,7,58.3%,12,100.0%
169909   PRAIRIE VALLEY ISD,*,*,*,*,6,66.7%,9,100.0%
139912   PRAIRILAND ISD,13,18.1%,30,41.7%,29,40.3%,72,100.0%
072801   PREMIER HIGH SCHOOLS,74,5.4%,310,22.6%,987,72.0%,"1,371",100.0%
125905   PREMONT ISD,*,*,*,*,10,45.5%,22,100.0%
189902   PRESIDIO ISD,41,36.0%,33,29.0%,40,35.1%,114,100.0%
167904   PRIDDY ISD,*,*,*,*,6,66.7%,9,100.0%
043911   PRINCETON ISD,33,12.8%,70,27.2%,154,59.9%,257,100.0%
014803   PRIORITY CHARTER SCHOOLS,,,7,38.9%,11,61.1%,18,100.0%
108910   PROGRESO ISD,25,24.3%,24,23.3%,54,52.4%,103,100.0%
043912   PROSPER ISD,127,24.8%,160,31.3%,225,44.0%,512,100.0%
099903   QUANAH ISD,5,14.7%,11,32.4%,18,52.9%,34,100.0%
034907   QUEEN CITY ISD,10,13.2%,24,31.6%,42,55.3%,76,100.0%
116908   QUINLAN ISD,25,13.7%,39,21.3%,119,65.0%,183,100.0%
250904   QUITMAN ISD,8,10.0%,24,30.0%,48,60.0%,80,100.0%
190903   RAINS ISD,16,13.7%,35,29.9%,66,56.4%,117,100.0%
054903   RALLS ISD,10,25.6%,6,15.4%,23,59.0%,39,100.0%
234801   RANCH ACADEMY,*,*,*,*,25,71.4%,35,100.0%
015906   RANDOLPH FIELD ISD,29,26.1%,31,27.9%,51,46.0%,111,100.0%
067907   RANGER ISD,*,*,*,*,14,51.9%,27,100.0%
231902   RANKIN ISD,*,*,*,*,8,57.1%,14,100.0%
161802   RAPOPORT ACADEMY PUBLIC SCHOOL,5,15.6%,21,65.6%,6,18.8%,32,100.0%
101806   RAUL YZAGUIRRE SCHOOL FOR SUCCESS,9,17.7%,15,29.4%,27,52.9%,51,100.0%
236801   RAVEN SCHOOL,,,*,*,5,71.4%,7,100.0%
245903   RAYMONDVILLE ISD,35,28.5%,18,14.6%,70,56.9%,123,100.0%
192901   REAGAN COUNTY ISD,12,24.5%,11,22.5%,26,53.1%,49,100.0%
070911   RED OAK ISD,85,19.9%,157,36.7%,186,43.5%,428,100.0%
019906   REDWATER ISD,7,8.5%,33,40.2%,42,51.2%,82,100.0%
196903   REFUGIO ISD,10,25.0%,16,40.0%,14,35.0%,40,100.0%
045903   RICE CISD,8,8.8%,33,36.3%,50,55.0%,91,100.0%
175911   RICE ISD,8,16.3%,15,30.6%,26,53.1%,49,100.0%
014801   RICHARD MILBURN ALTER HIGH SCHOOL,9,1.5%,90,15.3%,490,83.2%,589,100.0%
093905   RICHARDS ISD,*,*,*,*,*,*,8,100.0%
057916   RICHARDSON ISD,465,21.9%,539,25.4%,"1,120",52.7%,"2,124",100.0%
057840   RICHLAND COLLEGIATE HIGH SCHOOL,165,55.0%,63,21.0%,72,24.0%,300,100.0%
206902   RICHLAND SPRINGS ISD,*,*,*,*,*,*,8,100.0%
161912   RIESEL ISD,7,19.4%,18,50.0%,11,30.6%,36,100.0%
214901   RIO GRANDE CITY CISD,172,25.4%,223,32.9%,282,41.7%,677,100.0%
031911   RIO HONDO ISD,27,19.9%,60,44.1%,49,36.0%,136,100.0%
126907   RIO VISTA ISD,5,7.8%,23,35.9%,36,56.3%,64,100.0%
067908   RISING STAR ISD,*,*,*,*,*,*,10,100.0%
188902   RIVER ROAD ISD,11,10.6%,35,33.7%,58,55.8%,104,100.0%
194903   RIVERCREST ISD,5,10.2%,22,44.9%,22,44.9%,49,100.0%
137903   RIVIERA ISD,11,33.3%,10,30.3%,12,36.4%,33,100.0%
041902   ROBERT LEE ISD,8,33.3%,6,25.0%,10,41.7%,24,100.0%
161922   ROBINSON ISD,21,14.4%,81,55.5%,44,30.1%,146,100.0%
178909   ROBSTOWN ISD,24,14.6%,40,24.4%,100,61.0%,164,100.0%
076903   ROBY CISD,6,42.9%,,,8,57.1%,14,100.0%
160904   ROCHELLE ISD,*,*,*,*,7,50.0%,14,100.0%
166904   ROCKDALE ISD,14,14.7%,24,25.3%,57,60.0%,95,100.0%
069901   ROCKSPRINGS ISD,*,*,*,*,9,52.9%,17,100.0%
199901   ROCKWALL ISD,271,24.6%,325,29.5%,506,45.9%,"1,102",100.0%
014907   ROGERS ISD,13,21.0%,23,37.1%,26,41.9%,62,100.0%
214903   ROMA ISD,105,26.5%,181,45.7%,110,27.8%,396,100.0%
152908   ROOSEVELT ISD,5,7.7%,16,24.6%,44,67.7%,65,100.0%
110905   ROPES ISD,5,20.8%,9,37.5%,10,41.7%,24,100.0%
177901   ROSCOE COLLEGIATE ISD,*,*,*,*,16,57.1%,28,100.0%
073905   ROSEBUD-LOTT ISD,*,*,*,*,19,41.3%,46,100.0%
076904   ROTAN ISD,*,*,*,*,5,38.5%,13,100.0%
246909   ROUND ROCK ISD,933,28.4%,774,23.5%,"1,583",48.1%,"3,290",100.0%
075908   ROUND TOP-CARMINE ISD,*,*,*,*,8,38.1%,21,100.0%
139908   ROXTON ISD,*,*,*,*,8,53.3%,15,100.0%
237905   ROYAL ISD,21,17.4%,36,29.8%,64,52.9%,121,100.0%
199902   ROYSE CITY ISD,66,19.2%,103,30.0%,174,50.7%,343,100.0%
104903   RULE ISD,,,*,*,6,85.7%,7,100.0%
128903   RUNGE ISD,*,*,*,*,13,68.4%,19,100.0%
037907   RUSK ISD,9,6.9%,66,50.4%,56,42.8%,131,100.0%
091914   S AND S CISD,8,16.0%,20,40.0%,22,44.0%,50,100.0%
232902   SABINAL ISD,8,20.0%,14,35.0%,18,45.0%,40,100.0%
092906   SABINE ISD,*,*,*,*,33,44.0%,75,100.0%
123913   SABINE PASS ISD,11,30.6%,14,38.9%,11,30.6%,36,100.0%
169911   SAINT JO ISD,*,*,*,*,*,*,10,100.0%
014908   SALADO ISD,32,26.5%,50,41.3%,39,32.2%,121,100.0%
112909   SALTILLO ISD,*,*,*,*,9,52.9%,17,100.0%
074917   SAM RAYBURN ISD,*,*,*,*,20,60.6%,33,100.0%
226903   SAN ANGELO ISD,306,32.0%,122,12.8%,529,55.3%,957,100.0%
015907   SAN ANTONIO ISD,445,16.7%,625,23.4%,"1,602",60.0%,"2,672",100.0%
203901   SAN AUGUSTINE ISD,7,16.7%,13,31.0%,22,52.4%,42,100.0%
031912   SAN BENITO CISD,130,17.5%,218,29.4%,393,53.0%,741,100.0%
066902   SAN DIEGO ISD,17,20.7%,27,32.9%,38,46.3%,82,100.0%
071904   SAN ELIZARIO ISD,37,17.8%,61,29.3%,110,52.9%,208,100.0%
233901   SAN FELIPE-DEL RIO CISD,118,18.9%,201,32.2%,305,48.9%,624,100.0%
214902   SAN ISIDRO ISD,*,*,*,*,6,35.3%,17,100.0%
105902   SAN MARCOS CISD,137,25.7%,86,16.1%,310,58.2%,533,100.0%
245904   SAN PERLITA ISD,8,33.3%,7,29.2%,9,37.5%,24,100.0%
206901   SAN SABA ISD,20,39.2%,8,15.7%,23,45.1%,51,100.0%
058909   SANDS CISD,6,42.9%,7,50.0%,*,*,14,100.0%
117903   SANFORD-FRITCH ISD,14,31.1%,10,22.2%,21,46.7%,45,100.0%
061908   SANGER ISD,23,15.1%,37,24.3%,92,60.5%,152,100.0%
042903   SANTA ANNA ISD,*,*,*,*,9,47.4%,19,100.0%
084909   SANTA FE ISD,42,12.8%,135,41.3%,150,45.9%,327,100.0%
137904   SANTA GERTRUDIS ISD,46,49.5%,19,20.4%,28,30.1%,93,100.0%
031913   SANTA MARIA ISD,12,20.7%,23,39.7%,23,39.7%,58,100.0%
031914   SANTA ROSA ISD,32,34.0%,30,31.9%,32,34.0%,94,100.0%
182904   SANTO ISD,11,30.6%,8,22.2%,17,47.2%,36,100.0%
074911   SAVOY ISD,*,*,*,*,13,59.1%,22,100.0%
094902   SCHERTZ-CIBOLO-U CITY ISD,295,23.7%,287,23.0%,665,53.3%,"1,247",100.0%
207901   SCHLEICHER ISD,18,37.5%,7,14.6%,23,47.9%,48,100.0%
015806   SCHOOL OF EXCELLENCE IN EDUCATION,*,*,*,*,11,50.0%,22,100.0%
015827   SCHOOL OF SCIENCE AND TECHNOLOGY,10,17.5%,16,28.1%,31,54.4%,57,100.0%
015831   SCHOOL OF SCIENCE AND TECHNOLOGY D,*,*,*,*,*,*,10,100.0%
075903   SCHULENBURG ISD,14,25.0%,17,30.4%,25,44.6%,56,100.0%
129910   SCURRY-ROSSER ISD,12,13.5%,31,34.8%,46,51.7%,89,100.0%
083901   SEAGRAVES ISD,*,*,*,*,26,66.7%,39,100.0%
008902   SEALY ISD,30,14.5%,61,29.5%,116,56.0%,207,100.0%
094901   SEGUIN ISD,63,13.6%,52,11.3%,347,75.1%,462,100.0%
083903   SEMINOLE ISD,19,11.2%,31,18.3%,119,70.4%,169,100.0%
012901   SEYMOUR ISD,16,33.3%,13,27.1%,19,39.6%,48,100.0%
152909   SHALLOWATER ISD,26,25.2%,38,36.9%,39,37.9%,103,100.0%
242902   SHAMROCK ISD,*,*,*,*,12,60.0%,20,100.0%
108911   SHARYLAND ISD,278,34.8%,228,28.6%,292,36.6%,798,100.0%
210903   SHELBYVILLE ISD,10,23.8%,18,42.9%,14,33.3%,42,100.0%
101924   SHELDON ISD,59,12.3%,135,28.1%,286,59.6%,480,100.0%
204904   SHEPHERD ISD,12,9.5%,14,11.1%,100,79.4%,126,100.0%
091906   SHERMAN ISD,53,13.2%,131,32.5%,219,54.3%,403,100.0%
143903   SHINER ISD,12,23.5%,23,45.1%,16,31.4%,51,100.0%
047905   SIDNEY ISD,*,*,*,*,*,*,*,*
115902   SIERRA BLANCA ISD,*,*,*,*,8,66.7%,12,100.0%
100904   SILSBEE ISD,47,24.7%,31,16.3%,112,59.0%,190,100.0%
023902   SILVERTON ISD,6,37.5%,6,37.5%,*,*,16,100.0%
019909   SIMMS ISD,*,*,*,*,24,61.5%,39,100.0%
205906   SINTON ISD,31,21.2%,36,24.7%,79,54.1%,146,100.0%
013905   SKIDMORE-TYNAN ISD,11,19.0%,25,43.1%,22,37.9%,58,100.0%
152903   SLATON ISD,12,15.8%,18,23.7%,46,60.5%,76,100.0%
249908   SLIDELL ISD,*,*,*,*,12,60.0%,20,100.0%
001909   SLOCUM ISD,7,28.0%,10,40.0%,8,32.0%,25,100.0%
011904   SMITHVILLE ISD,17,13.7%,40,32.3%,67,54.0%,124,100.0%
110906   SMYER ISD,,,16,55.2%,13,44.8%,29,100.0%
026903   SNOOK ISD,7,18.4%,10,26.3%,21,55.3%,38,100.0%
208902   SNYDER ISD,21,13.8%,57,37.5%,74,48.7%,152,100.0%
071909   SOCORRO ISD,961,29.0%,"1,052",31.7%,"1,306",39.4%,"3,319",100.0%
015909   SOMERSET ISD,35,14.0%,62,24.8%,153,61.2%,250,100.0%
026902   SOMERVILLE ISD,,,8,36.4%,14,63.6%,22,100.0%
218901   SONORA ISD,29,38.2%,14,18.4%,33,43.4%,76,100.0%
152803   SOUTH PLAINS ACADEMY CHARTER DISTR,,,8,13.6%,51,86.4%,59,100.0%
015908   SOUTH SAN ANTONIO ISD,55,10.3%,172,32.3%,306,57.4%,533,100.0%
031916   SOUTH TEXAS ISD,327,57.0%,85,14.8%,162,28.2%,574,100.0%
085903   SOUTHLAND ISD,,,*,*,11,73.3%,15,100.0%
015917   SOUTHSIDE ISD,45,13.9%,103,31.7%,177,54.5%,325,100.0%
015912   SOUTHWEST ISD,87,10.2%,268,31.4%,500,58.5%,855,100.0%
015807   SOUTHWEST PREPARATORY SCHOOL,,,8,14.8%,46,85.2%,54,100.0%
101838   SOUTHWEST SCHOOL,13,13.7%,20,21.1%,62,65.3%,95,100.0%
098904   SPEARMAN ISD,10,18.2%,13,23.6%,32,58.2%,55,100.0%
170907   SPLENDORA ISD,56,21.1%,38,14.3%,171,64.5%,265,100.0%
101920   SPRING BRANCH ISD,478,21.7%,390,17.7%,"1,331",60.5%,"2,199",100.0%
092907   SPRING HILL ISD,16,14.4%,48,43.2%,47,42.3%,111,100.0%
101919   SPRING ISD,374,18.2%,570,27.7%,"1,114",54.1%,"2,058",100.0%
140907   SPRINGLAKE-EARTH ISD,*,*,*,*,14,56.0%,25,100.0%
184902   SPRINGTOWN ISD,38,18.8%,51,25.3%,113,55.9%,202,100.0%
063903   SPUR ISD,*,*,*,*,9,47.4%,19,100.0%
229905   SPURGER ISD,*,*,*,*,21,70.0%,30,100.0%
079910   STAFFORD MSD,60,26.0%,58,25.1%,113,48.9%,231,100.0%
127906   STAMFORD ISD,9,28.1%,6,18.8%,17,53.1%,32,100.0%
156902   STANTON ISD,10,18.5%,18,33.3%,26,48.2%,54,100.0%
072903   STEPHENVILLE ISD,78,34.2%,50,21.9%,100,43.9%,228,100.0%
216901   STERLING CITY ISD,6,37.5%,5,31.3%,5,31.3%,16,100.0%
247906   STOCKDALE ISD,6,15.0%,10,25.0%,24,60.0%,40,100.0%
211902   STRATFORD ISD,*,*,*,*,19,73.1%,26,100.0%
182905   STRAWN ISD,*,*,*,*,9,64.3%,14,100.0%
140908   SUDAN ISD,*,*,*,*,22,61.1%,36,100.0%
112910   SULPHUR BLUFF ISD,*,*,*,*,6,60.0%,10,100.0%
112901   SULPHUR SPRINGS ISD,59,20.4%,64,22.2%,166,57.4%,289,100.0%
110907   SUNDOWN ISD,5,12.2%,25,61.0%,11,26.8%,41,100.0%
057919   SUNNYVALE ISD,48,39.3%,34,27.9%,40,32.8%,122,100.0%
171902   SUNRAY ISD,9,24.3%,7,18.9%,21,56.8%,37,100.0%
020906   SWEENY ISD,20,14.0%,52,36.4%,71,49.7%,143,100.0%
177902   SWEETWATER ISD,30,23.6%,30,23.6%,67,52.8%,127,100.0%
205907   TAFT ISD,10,14.1%,8,11.3%,53,74.7%,71,100.0%
153904   TAHOKA ISD,10,25.0%,14,35.0%,16,40.0%,40,100.0%
146907   TARKINGTON ISD,15,14.6%,21,20.4%,67,65.1%,103,100.0%
201910   TATUM ISD,12,9.9%,53,43.8%,56,46.3%,121,100.0%
246911   TAYLOR ISD,49,24.0%,36,17.7%,119,58.3%,204,100.0%
081904   TEAGUE ISD,13,12.2%,29,27.1%,65,60.8%,107,100.0%
123803   TEKOA ACADEMY OF ACCELERATED STUDI,,,*,*,37,92.5%,40,100.0%
014909   TEMPLE ISD,63,13.4%,132,28.1%,275,58.5%,470,100.0%
210904   TENAHA ISD,*,*,*,*,26,72.2%,36,100.0%
022004   TERLINGUA CSD,5,35.7%,,,9,64.3%,14,100.0%
222901   TERRELL COUNTY ISD,7,77.8%,,,*,*,9,100.0%
129906   TERRELL ISD,24,9.8%,60,24.6%,160,65.6%,244,100.0%
057804   TEXANS CAN ACADEMIES,25,1.1%,240,10.7%,"1,979",88.2%,"2,244",100.0%
019907   TEXARKANA ISD,67,15.4%,103,23.7%,264,60.8%,434,100.0%
084906   TEXAS CITY ISD,73,12.4%,163,27.7%,352,59.9%,588,100.0%
221801   TEXAS COLLEGE PREPARATORY ACADEMIE,74,25.4%,78,26.8%,139,47.8%,291,100.0%
226801   TEXAS LEADERSHIP,30,46.2%,7,10.8%,28,43.1%,65,100.0%
056902   TEXLINE ISD,*,*,*,*,10,62.5%,16,100.0%
227828   THE EXCEL CENTER,,,12,22.2%,42,77.8%,54,100.0%
227827   THE EXCEL CENTER (FOR ADULTS),,,10,14.7%,58,85.3%,68,100.0%
101868   THE PRO-VISION ACADEMY,*,*,*,*,25,65.8%,38,100.0%
166905   THORNDALE ISD,*,*,*,*,20,62.5%,32,100.0%
246912   THRALL ISD,15,30.0%,12,24.0%,23,46.0%,50,100.0%
149902   THREE RIVERS ISD,9,19.6%,15,32.6%,22,47.8%,46,100.0%
224901   THROCKMORTON ISD,*,*,*,*,10,62.5%,16,100.0%
158902   TIDEHAVEN ISD,9,21.4%,13,31.0%,20,47.6%,42,100.0%
210905   TIMPSON ISD,*,*,*,*,12,40.0%,30,100.0%
091907   TIOGA ISD,*,*,*,*,14,63.6%,22,100.0%
111903   TOLAR ISD,19,30.7%,19,30.7%,24,38.7%,62,100.0%
091918   TOM BEAN ISD,9,21.4%,12,28.6%,21,50.0%,42,100.0%
101921   TOMBALL ISD,243,26.9%,259,28.7%,401,44.4%,903,100.0%
071908   TORNILLO ISD,12,16.4%,24,32.9%,37,50.7%,73,100.0%
220801   TREETOPS SCHOOL INTERNATIONAL,*,*,*,*,*,*,8,100.0%
221905   TRENT ISD,*,*,*,*,5,55.6%,9,100.0%
074912   TRENTON ISD,*,*,*,*,21,50.0%,42,100.0%
107907   TRINIDAD ISD,,,7,46.7%,8,53.3%,15,100.0%
046802   TRINITY CHARTER SCHOOL,,,*,*,8,72.7%,11,100.0%
228903   TRINITY ISD,15,21.4%,11,15.7%,44,62.9%,70,100.0%
212904   TROUP ISD,*,*,*,*,36,66.7%,54,100.0%
014910   TROY ISD,19,17.4%,41,37.6%,49,45.0%,109,100.0%
219903   TULIA ISD,15,19.5%,18,23.4%,44,57.1%,77,100.0%
178912   TULOSO-MIDWAY ISD,64,20.5%,100,32.1%,148,47.4%,312,100.0%
096905   TURKEY-QUITAQUE ISD,5,31.3%,7,43.8%,*,*,16,100.0%
212905   TYLER ISD,122,11.9%,368,35.9%,534,52.2%,"1,024",100.0%
057845   UME PREPARATORY ACADEMY,*,*,*,*,10,43.5%,23,100.0%
230908   UNION GROVE ISD,6,12.8%,18,38.3%,23,48.9%,47,100.0%
230904   UNION HILL ISD,*,*,*,*,14,70.0%,20,100.0%
240903   UNITED ISD,838,28.0%,"1,116",37.3%,"1,037",34.7%,"2,991",100.0%
057808   UNIVERSAL ACADEMY,*,*,*,*,7,41.2%,17,100.0%
227806   UNIVERSITY OF TEXAS UNIVERSITY CHA,*,*,*,*,27,62.8%,43,100.0%
057803   UPLIFT EDUCATION,223,43.1%,104,20.1%,190,36.8%,517,100.0%
232904   UTOPIA ISD,*,*,*,*,7,46.7%,15,100.0%
232903   UVALDE CISD,28,8.2%,137,39.9%,178,51.9%,343,100.0%
122902   VALENTINE ISD,*,*,*,*,,,*,*
018904   VALLEY MILLS ISD,11,22.0%,18,36.0%,21,42.0%,50,100.0%
049903   VALLEY VIEW ISD,9,19.2%,7,14.9%,31,66.0%,47,100.0%
108916   VALLEY VIEW ISD,83,28.0%,98,33.1%,115,38.9%,296,100.0%
091908   VAN ALSTYNE ISD,21,19.8%,33,31.1%,52,49.1%,106,100.0%
234906   VAN ISD,25,15.9%,63,40.1%,69,44.0%,157,100.0%
158906   VAN VLECK ISD,9,11.7%,32,41.6%,36,46.8%,77,100.0%
108808   VANGUARD ACADEMY,19,38.0%,19,38.0%,12,24.0%,50,100.0%
180902   VEGA ISD,12,44.4%,6,22.2%,9,33.3%,27,100.0%
126908   VENUS ISD,17,14.4%,27,22.9%,74,62.7%,118,100.0%
226908   VERIBEST ISD,*,*,*,*,10,55.6%,18,100.0%
244903   VERNON ISD,13,13.7%,29,30.5%,53,55.8%,95,100.0%
235902   VICTORIA ISD,149,17.2%,282,32.6%,434,50.2%,865,100.0%
181907   VIDOR ISD,57,18.2%,62,19.8%,195,62.1%,314,100.0%
161914   WACO ISD,65,9.3%,261,37.5%,371,53.2%,697,100.0%
089905   WAELDER ISD,*,*,*,*,8,57.1%,14,100.0%
226906   WALL ISD,56,69.1%,8,9.9%,17,21.0%,81,100.0%
237904   WALLER ISD,76,18.0%,79,18.7%,267,63.3%,422,100.0%
018905   WALNUT SPRINGS ISD,*,*,,,10,90.9%,11,100.0%
229904   WARREN ISD,19,21.4%,21,23.6%,49,55.1%,89,100.0%
102903   WASKOM ISD,7,10.1%,20,29.0%,42,60.9%,69,100.0%
226905   WATER VALLEY ISD,*,*,*,*,16,45.7%,35,100.0%
070801   WAXAHACHIE FAITH FAMILY ACADEMY,15,17.9%,23,27.4%,46,54.8%,84,100.0%
070912   WAXAHACHIE ISD,134,22.9%,177,30.2%,275,46.9%,586,100.0%
227803   WAYSIDE SCHOOLS,*,*,*,*,8,50.0%,16,100.0%
