DistName,RegnName,Year,Enrolled 4-Year,Total Graduated,Enrolled 4-Year (%)
JOHNSON CITY ISD,Austin,2011,11,41,26.82926829
JOHNSON CITY ISD,Austin,2012,14,50,28
JOHNSON CITY ISD,Austin,2013,12,48,25
JOHNSON CITY ISD,Austin,2014,15,44,34.09090909
JOHNSON CITY ISD,Austin,2015,15,49,30.6122449
JOHNSON CITY ISD,Austin,2016,15,55,27.27272727
JOHNSON CITY ISD,Austin,2017,19,58,32.75862069
JOSHUA ISD,Fort Worth,2011,52,288,18.05555556
JOSHUA ISD,Fort Worth,2012,47,289,16.26297578
JOSHUA ISD,Fort Worth,2013,61,305,20
JOSHUA ISD,Fort Worth,2014,62,341,18.18181818
JOSHUA ISD,Fort Worth,2015,49,322,15.2173913
JOSHUA ISD,Fort Worth,2016,53,334,15.86826347
JOSHUA ISD,Fort Worth,2017,59,338,17.4556213
JOURDANTON ISD,San Antonio,2011,10,71,14.08450704
JOURDANTON ISD,San Antonio,2012,22,80,27.5
JOURDANTON ISD,San Antonio,2013,15,74,20.27027027
JOURDANTON ISD,San Antonio,2014,24,97,24.74226804
JOURDANTON ISD,San Antonio,2015,29,114,25.43859649
JOURDANTON ISD,San Antonio,2016,24,107,22.42990654
JOURDANTON ISD,San Antonio,2017,27,132,20.45454545
JUDSON ISD,San Antonio,2011,188,1256,14.96815287
JUDSON ISD,San Antonio,2012,197,1369,14.39006574
JUDSON ISD,San Antonio,2013,275,1334,20.61469265
JUDSON ISD,San Antonio,2014,229,1366,16.76427526
JUDSON ISD,San Antonio,2015,235,1378,17.05370102
JUDSON ISD,San Antonio,2016,229,1447,15.82584658
JUDSON ISD,San Antonio,2017,224,1343,16.67907669
KATY ISD,Houston,2011,993,4078,24.35017165
KATY ISD,Houston,2012,939,4090,22.95843521
KATY ISD,Houston,2013,954,4259,22.39962432
KATY ISD,Houston,2014,1077,4457,24.16423603
KATY ISD,Houston,2015,1123,4684,23.97523484
KATY ISD,Houston,2016,1113,4810,23.13929314
KATY ISD,Houston,2017,1174,5016,23.40510367
KAUFMAN ISD,Richardson,2011,33,216,15.27777778
KAUFMAN ISD,Richardson,2012,41,279,14.6953405
KAUFMAN ISD,Richardson,2013,38,228,16.66666667
KAUFMAN ISD,Richardson,2014,35,234,14.95726496
KAUFMAN ISD,Richardson,2015,40,227,17.62114537
KAUFMAN ISD,Richardson,2016,,44,
KAUFMAN ISD,Richardson,2017,39,251,15.53784861
KEENE ISD,Fort Worth,2011,,40,
KEENE ISD,Fort Worth,2012,6,48,12.5
KEENE ISD,Fort Worth,2013,8,61,13.1147541
KEENE ISD,Fort Worth,2014,,57,
KEENE ISD,Fort Worth,2015,,65,
KEENE ISD,Fort Worth,2016,8,63,12.6984127
KEENE ISD,Fort Worth,2017,7,72,9.722222222
KELLER ISD,Fort Worth,2011,470,2004,23.45309381
KELLER ISD,Fort Worth,2012,499,2075,24.04819277
KELLER ISD,Fort Worth,2013,499,2172,22.97421731
KELLER ISD,Fort Worth,2014,559,2315,24.14686825
KELLER ISD,Fort Worth,2015,549,2397,22.90362954
KELLER ISD,Fort Worth,2016,561,2471,22.70335896
KELLER ISD,Fort Worth,2017,579,2619,22.10767468
KEMP ISD,Richardson,2011,8,106,7.547169811
KEMP ISD,Richardson,2012,13,99,13.13131313
KEMP ISD,Richardson,2013,8,83,9.638554217
KEMP ISD,Richardson,2014,8,80,10
KEMP ISD,Richardson,2015,10,92,10.86956522
KEMP ISD,Richardson,2016,5,83,6.024096386
KEMP ISD,Richardson,2017,10,114,8.771929825
KENNEDALE ISD,Fort Worth,2011,42,208,20.19230769
KENNEDALE ISD,Fort Worth,2012,54,220,24.54545455
KENNEDALE ISD,Fort Worth,2013,51,226,22.56637168
KENNEDALE ISD,Fort Worth,2014,38,211,18.00947867
KENNEDALE ISD,Fort Worth,2015,51,228,22.36842105
KENNEDALE ISD,Fort Worth,2016,65,240,27.08333333
KENNEDALE ISD,Fort Worth,2017,52,224,23.21428571
KERRVILLE ISD,San Antonio,2011,72,332,21.68674699
KERRVILLE ISD,San Antonio,2012,51,312,16.34615385
KERRVILLE ISD,San Antonio,2013,65,335,19.40298507
KERRVILLE ISD,San Antonio,2014,74,323,22.91021672
KERRVILLE ISD,San Antonio,2015,58,344,16.86046512
KERRVILLE ISD,San Antonio,2016,75,327,22.93577982
KERRVILLE ISD,San Antonio,2017,85,353,24.07932011
KLEIN ISD,Houston,2011,743,3065,24.24143556
KLEIN ISD,Houston,2012,717,3061,23.42371774
KLEIN ISD,Houston,2013,720,3106,23.18094012
KLEIN ISD,Houston,2014,733,3197,22.92774476
KLEIN ISD,Houston,2015,718,3406,21.08044627
KLEIN ISD,Houston,2016,768,3375,22.75555556
KLEIN ISD,Houston,2017,718,3437,20.89031132
KNIPPA ISD,San Antonio,2011,,12,
KNIPPA ISD,San Antonio,2013,,11,
KNIPPA ISD,San Antonio,2014,,5,
KNIPPA ISD,San Antonio,2015,,18,
KNIPPA ISD,San Antonio,2016,7,20,35
KNIPPA ISD,San Antonio,2017,8,19,42.10526316
KRUM ISD,Fort Worth,2011,13,99,13.13131313
KRUM ISD,Fort Worth,2012,20,76,26.31578947
KRUM ISD,Fort Worth,2013,24,111,21.62162162
KRUM ISD,Fort Worth,2014,22,99,22.22222222
KRUM ISD,Fort Worth,2015,31,136,22.79411765
KRUM ISD,Fort Worth,2016,34,127,26.77165354
KRUM ISD,Fort Worth,2017,39,136,28.67647059
LA GRANGE ISD,Austin,2011,30,146,20.54794521
LA GRANGE ISD,Austin,2012,16,111,14.41441441
LA GRANGE ISD,Austin,2013,30,154,19.48051948
LA GRANGE ISD,Austin,2014,25,155,16.12903226
LA GRANGE ISD,Austin,2015,32,133,24.06015038
LA GRANGE ISD,Austin,2016,30,156,19.23076923
LA GRANGE ISD,Austin,2017,19,116,16.37931034
LA MARQUE ISD,Houston,2011,39,173,22.5433526
LA MARQUE ISD,Houston,2012,31,120,25.83333333
LA MARQUE ISD,Houston,2013,29,151,19.20529801
LA MARQUE ISD,Houston,2014,39,117,33.33333333
LA MARQUE ISD,Houston,2015,29,127,22.83464567
LA MARQUE ISD,Houston,2016,34,110,30.90909091
LA PORTE ISD,Houston,2011,60,525,11.42857143
LA PORTE ISD,Houston,2012,82,484,16.94214876
LA PORTE ISD,Houston,2013,59,544,10.84558824
LA PORTE ISD,Houston,2014,66,524,12.59541985
LA PORTE ISD,Houston,2015,67,450,14.88888889
LA PORTE ISD,Houston,2016,69,510,13.52941176
LA PORTE ISD,Houston,2017,79,556,14.20863309
LA PRYOR ISD,San Antonio,2013,,41,
LA PRYOR ISD,San Antonio,2014,,30,
LA PRYOR ISD,San Antonio,2015,,25,
LA PRYOR ISD,San Antonio,2016,,36,
LA VERNIA ISD,San Antonio,2011,44,210,20.95238095
LA VERNIA ISD,San Antonio,2012,42,205,20.48780488
LA VERNIA ISD,San Antonio,2013,37,200,18.5
LA VERNIA ISD,San Antonio,2014,52,216,24.07407407
LA VERNIA ISD,San Antonio,2015,67,240,27.91666667
LA VERNIA ISD,San Antonio,2016,47,242,19.4214876
LA VERNIA ISD,San Antonio,2017,75,250,30
LACKLAND ISD,San Antonio,2011,5,31,16.12903226
LACKLAND ISD,San Antonio,2012,7,39,17.94871795
LACKLAND ISD,San Antonio,2013,6,38,15.78947368
LACKLAND ISD,San Antonio,2014,5,27,18.51851852
LACKLAND ISD,San Antonio,2015,10,38,26.31578947
LACKLAND ISD,San Antonio,2016,6,35,17.14285714
LACKLAND ISD,San Antonio,2017,6,38,15.78947368
LAGO VISTA ISD,Austin,2011,21,92,22.82608696
LAGO VISTA ISD,Austin,2012,34,76,44.73684211
LAGO VISTA ISD,Austin,2013,24,97,24.74226804
LAGO VISTA ISD,Austin,2014,24,92,26.08695652
LAGO VISTA ISD,Austin,2015,29,103,28.15533981
LAGO VISTA ISD,Austin,2016,41,113,36.28318584
LAGO VISTA ISD,Austin,2017,35,103,33.98058252
LAKE DALLAS ISD,Fort Worth,2011,47,251,18.7250996
LAKE DALLAS ISD,Fort Worth,2012,40,260,15.38461538
LAKE DALLAS ISD,Fort Worth,2013,60,282,21.27659574
LAKE DALLAS ISD,Fort Worth,2014,61,274,22.26277372
LAKE DALLAS ISD,Fort Worth,2015,80,281,28.46975089
LAKE DALLAS ISD,Fort Worth,2016,61,303,20.1320132
LAKE DALLAS ISD,Fort Worth,2017,71,295,24.06779661
LAKE TRAVIS ISD,Austin,2011,153,424,36.08490566
LAKE TRAVIS ISD,Austin,2012,152,513,29.62962963
LAKE TRAVIS ISD,Austin,2013,186,494,37.65182186
LAKE TRAVIS ISD,Austin,2014,177,533,33.20825516
LAKE TRAVIS ISD,Austin,2015,158,555,28.46846847
LAKE TRAVIS ISD,Austin,2016,174,588,29.59183673
LAKE TRAVIS ISD,Austin,2017,191,635,30.07874016
LAKE WORTH ISD,Fort Worth,2011,12,135,8.888888889
LAKE WORTH ISD,Fort Worth,2012,19,135,14.07407407
LAKE WORTH ISD,Fort Worth,2013,20,131,15.26717557
LAKE WORTH ISD,Fort Worth,2014,20,163,12.26993865
LAKE WORTH ISD,Fort Worth,2015,20,155,12.90322581
LAKE WORTH ISD,Fort Worth,2016,23,157,14.64968153
LAKE WORTH ISD,Fort Worth,2017,32,155,20.64516129
LANCASTER ISD,Richardson,2011,82,329,24.92401216
LANCASTER ISD,Richardson,2012,86,334,25.74850299
LANCASTER ISD,Richardson,2013,79,348,22.70114943
LANCASTER ISD,Richardson,2014,85,365,23.28767123
LANCASTER ISD,Richardson,2015,97,364,26.64835165
LANCASTER ISD,Richardson,2016,102,399,25.56390977
LANCASTER ISD,Richardson,2017,117,421,27.79097387
LEAKEY ISD,San Antonio,2014,5,22,22.72727273
LEAKEY ISD,San Antonio,2015,7,21,33.33333333
LEAKEY ISD,San Antonio,2016,,14,
LEAKEY ISD,San Antonio,2017,6,21,28.57142857
LEANDER ISD,Austin,2011,456,1723,26.46546721
LEANDER ISD,Austin,2012,540,1903,28.37624803
LEANDER ISD,Austin,2013,567,2076,27.31213873
LEANDER ISD,Austin,2014,599,2037,29.4059892
LEANDER ISD,Austin,2015,692,2244,30.83778966
LEANDER ISD,Austin,2016,685,2412,28.39966833
LEANDER ISD,Austin,2017,759,2590,29.30501931
LEONARD ISD,Richardson,2011,6,83,7.228915663
LEONARD ISD,Richardson,2012,7,46,15.2173913
LEONARD ISD,Richardson,2013,18,63,28.57142857
LEONARD ISD,Richardson,2014,15,78,19.23076923
LEONARD ISD,Richardson,2015,24,78,30.76923077
LEONARD ISD,Richardson,2016,10,63,15.87301587
LEONARD ISD,Richardson,2017,13,61,21.31147541
LEWISVILLE ISD,Fort Worth,2011,756,3487,21.68052767
LEWISVILLE ISD,Fort Worth,2012,767,3439,22.30299506
LEWISVILLE ISD,Fort Worth,2013,820,3577,22.92423819
LEWISVILLE ISD,Fort Worth,2014,872,3642,23.94288852
LEWISVILLE ISD,Fort Worth,2015,882,3777,23.35186656
LEWISVILLE ISD,Fort Worth,2016,927,3982,23.27975892
LEWISVILLE ISD,Fort Worth,2017,974,4099,23.76189314
LEXINGTON ISD,Austin,2011,13,59,22.03389831
LEXINGTON ISD,Austin,2012,10,57,17.54385965
LEXINGTON ISD,Austin,2013,10,60,16.66666667
LEXINGTON ISD,Austin,2014,7,65,10.76923077
LEXINGTON ISD,Austin,2015,10,58,17.24137931
LEXINGTON ISD,Austin,2016,11,75,14.66666667
LEXINGTON ISD,Austin,2017,12,58,20.68965517
LIBERTY HILL ISD,Austin,2011,42,179,23.46368715
LIBERTY HILL ISD,Austin,2012,50,170,29.41176471
LIBERTY HILL ISD,Austin,2013,37,167,22.15568862
LIBERTY HILL ISD,Austin,2014,46,202,22.77227723
LIBERTY HILL ISD,Austin,2015,62,240,25.83333333
LIBERTY HILL ISD,Austin,2016,80,251,31.87250996
LIBERTY HILL ISD,Austin,2017,63,263,23.95437262
LIBERTY ISD,Houston,2011,20,121,16.52892562
LIBERTY ISD,Houston,2012,25,121,20.66115702
LIBERTY ISD,Houston,2013,26,117,22.22222222
LIBERTY ISD,Houston,2014,27,131,20.61068702
LIBERTY ISD,Houston,2015,22,100,22
LIBERTY ISD,Houston,2016,21,151,13.90728477
LIBERTY ISD,Houston,2017,29,140,20.71428571
LINDSAY ISD,Fort Worth,2011,16,43,37.20930233
LINDSAY ISD,Fort Worth,2012,11,42,26.19047619
LINDSAY ISD,Fort Worth,2013,7,37,18.91891892
LINDSAY ISD,Fort Worth,2014,9,33,27.27272727
LINDSAY ISD,Fort Worth,2015,9,40,22.5
LINDSAY ISD,Fort Worth,2016,13,37,35.13513514
LINDSAY ISD,Fort Worth,2017,11,34,32.35294118
LINGLEVILLE ISD,Fort Worth,2012,,16,
LINGLEVILLE ISD,Fort Worth,2013,,17,
LINGLEVILLE ISD,Fort Worth,2014,,14,
LINGLEVILLE ISD,Fort Worth,2015,,14,
LINGLEVILLE ISD,Fort Worth,2016,,11,
LINGLEVILLE ISD,Fort Worth,2017,,17,
LIPAN ISD,Fort Worth,2012,5,21,23.80952381
LIPAN ISD,Fort Worth,2014,,19,
LIPAN ISD,Fort Worth,2015,,12,
LIPAN ISD,Fort Worth,2016,,23,
LIPAN ISD,Fort Worth,2017,,21,
LITTLE ELM ISD,Fort Worth,2011,60,301,19.93355482
LITTLE ELM ISD,Fort Worth,2012,64,339,18.87905605
LITTLE ELM ISD,Fort Worth,2013,51,341,14.95601173
LITTLE ELM ISD,Fort Worth,2014,73,365,20
LITTLE ELM ISD,Fort Worth,2015,52,326,15.95092025
LITTLE ELM ISD,Fort Worth,2016,62,392,15.81632653
LITTLE ELM ISD,Fort Worth,2017,76,462,16.45021645
LLANO ISD,Austin,2011,28,108,25.92592593
LLANO ISD,Austin,2012,32,101,31.68316832
LLANO ISD,Austin,2013,27,97,27.83505155
LLANO ISD,Austin,2014,35,115,30.43478261
LLANO ISD,Austin,2015,37,117,31.62393162
LLANO ISD,Austin,2016,30,111,27.02702703
LLANO ISD,Austin,2017,29,98,29.59183673
LOCKHART ISD,Austin,2011,61,320,19.0625
LOCKHART ISD,Austin,2012,60,331,18.12688822
LOCKHART ISD,Austin,2013,64,320,20
LOCKHART ISD,Austin,2014,66,298,22.14765101
LOCKHART ISD,Austin,2015,48,322,14.9068323
LOCKHART ISD,Austin,2016,57,334,17.06586826
LOCKHART ISD,Austin,2017,67,350,19.14285714
LONE OAK ISD,Richardson,2011,13,73,17.80821918
LONE OAK ISD,Richardson,2012,10,83,12.04819277
LONE OAK ISD,Richardson,2013,13,61,21.31147541
LONE OAK ISD,Richardson,2014,21,67,31.34328358
LONE OAK ISD,Richardson,2015,15,78,19.23076923
LONE OAK ISD,Richardson,2016,18,63,28.57142857
LONE OAK ISD,Richardson,2017,12,67,17.91044776
LOVEJOY ISD,Richardson,2011,52,229,22.70742358
LOVEJOY ISD,Richardson,2012,62,242,25.61983471
LOVEJOY ISD,Richardson,2013,78,274,28.46715328
LOVEJOY ISD,Richardson,2014,75,275,27.27272727
LOVEJOY ISD,Richardson,2015,70,258,27.13178295
LOVEJOY ISD,Richardson,2016,62,293,21.16040956
LOVEJOY ISD,Richardson,2017,92,323,28.48297214
LULING ISD,Austin,2011,17,101,16.83168317
LULING ISD,Austin,2012,14,95,14.73684211
LULING ISD,Austin,2013,13,78,16.66666667
LULING ISD,Austin,2014,19,95,20
LULING ISD,Austin,2015,20,85,23.52941176
LULING ISD,Austin,2016,12,89,13.48314607
LULING ISD,Austin,2017,16,105,15.23809524
LYTLE ISD,San Antonio,2011,25,136,18.38235294
LYTLE ISD,San Antonio,2012,25,124,20.16129032
LYTLE ISD,San Antonio,2013,22,108,20.37037037
LYTLE ISD,San Antonio,2014,8,122,6.557377049
LYTLE ISD,San Antonio,2015,17,135,12.59259259
LYTLE ISD,San Antonio,2016,14,134,10.44776119
LYTLE ISD,San Antonio,2017,5,92,5.434782609
MABANK ISD,Richardson,2011,21,227,9.251101322
MABANK ISD,Richardson,2012,25,241,10.37344398
MABANK ISD,Richardson,2013,40,236,16.94915254
MABANK ISD,Richardson,2014,24,211,11.37440758
MABANK ISD,Richardson,2015,25,222,11.26126126
MABANK ISD,Richardson,2016,35,226,15.48672566
MABANK ISD,Richardson,2017,33,244,13.52459016
MANOR ISD,Austin,2011,64,336,19.04761905
MANOR ISD,Austin,2012,67,284,23.5915493
MANOR ISD,Austin,2013,75,373,20.10723861
MANOR ISD,Austin,2014,98,392,25
MANOR ISD,Austin,2015,78,477,16.35220126
MANOR ISD,Austin,2016,79,467,16.91648822
MANOR ISD,Austin,2017,85,435,19.54022989
MANSFIELD ISD,Fort Worth,2011,463,1961,23.61040286
MANSFIELD ISD,Fort Worth,2012,522,2039,25.6007847
MANSFIELD ISD,Fort Worth,2013,519,2159,24.0389069
MANSFIELD ISD,Fort Worth,2014,543,2154,25.20891365
MANSFIELD ISD,Fort Worth,2015,619,2273,27.23273207
MANSFIELD ISD,Fort Worth,2016,635,2412,26.32669983
MANSFIELD ISD,Fort Worth,2017,685,2436,28.11986864
MARBLE FALLS ISD,Austin,2011,75,267,28.08988764
MARBLE FALLS ISD,Austin,2012,62,232,26.72413793
MARBLE FALLS ISD,Austin,2013,66,266,24.81203008
MARBLE FALLS ISD,Austin,2014,63,272,23.16176471
MARBLE FALLS ISD,Austin,2015,68,262,25.95419847
MARBLE FALLS ISD,Austin,2016,50,281,17.79359431
MARBLE FALLS ISD,Austin,2017,47,263,17.87072243
MARION ISD,Austin,2011,20,100,20
MARION ISD,Austin,2012,26,86,30.23255814
MARION ISD,Austin,2013,18,91,19.78021978
MARION ISD,Austin,2014,17,109,15.59633028
MARION ISD,Austin,2015,27,115,23.47826087
MARION ISD,Austin,2016,24,107,22.42990654
MARION ISD,San Antonio,2017,23,122,18.85245902
MAYPEARL ISD,Richardson,2011,14,71,19.71830986
MAYPEARL ISD,Richardson,2012,12,72,16.66666667
MAYPEARL ISD,Richardson,2013,11,78,14.1025641
MAYPEARL ISD,Richardson,2014,16,75,21.33333333
MAYPEARL ISD,Richardson,2015,10,65,15.38461538
MAYPEARL ISD,Richardson,2016,16,79,20.25316456
MAYPEARL ISD,Richardson,2017,9,71,12.67605634
MCKINNEY ISD,Richardson,2011,296,1429,20.71378586
MCKINNEY ISD,Richardson,2012,285,1467,19.42740286
MCKINNEY ISD,Richardson,2013,315,1562,20.16645327
MCKINNEY ISD,Richardson,2014,329,1578,20.84917617
MCKINNEY ISD,Richardson,2015,341,1660,20.54216867
MCKINNEY ISD,Richardson,2016,323,1748,18.47826087
MCKINNEY ISD,Richardson,2017,372,1758,21.16040956
MEDINA ISD,San Antonio,2011,,24,
MEDINA ISD,San Antonio,2012,5,33,15.15151515
MEDINA ISD,San Antonio,2013,,30,
MEDINA ISD,San Antonio,2014,,20,
MEDINA ISD,San Antonio,2015,6,17,35.29411765
MEDINA ISD,San Antonio,2016,8,29,27.5862069
MEDINA ISD,San Antonio,2017,,9,
MEDINA VALLEY ISD,San Antonio,2011,46,240,19.16666667
MEDINA VALLEY ISD,San Antonio,2012,54,233,23.17596567
MEDINA VALLEY ISD,San Antonio,2013,62,237,26.16033755
MEDINA VALLEY ISD,San Antonio,2014,67,279,24.01433692
MEDINA VALLEY ISD,San Antonio,2015,48,233,20.60085837
MEDINA VALLEY ISD,San Antonio,2016,66,272,24.26470588
MEDINA VALLEY ISD,San Antonio,2017,73,287,25.43554007
MELISSA ISD,Richardson,2011,15,87,17.24137931
MELISSA ISD,Richardson,2012,17,106,16.03773585
MELISSA ISD,Richardson,2013,12,91,13.18681319
MELISSA ISD,Richardson,2014,26,130,20
MELISSA ISD,Richardson,2015,18,131,13.74045802
MELISSA ISD,Richardson,2016,25,122,20.49180328
MELISSA ISD,Richardson,2017,31,154,20.12987013
MESQUITE ISD,Richardson,2011,439,2429,18.07328119
MESQUITE ISD,Richardson,2012,426,2348,18.14310051
MESQUITE ISD,Richardson,2013,394,2490,15.82329317
MESQUITE ISD,Richardson,2014,433,2543,17.02713331
MESQUITE ISD,Richardson,2015,429,2566,16.71862822
MESQUITE ISD,Richardson,2016,457,2575,17.74757282
MESQUITE ISD,Richardson,2017,463,2565,18.05068226
MIDLOTHIAN ISD,Richardson,2011,115,529,21.73913043
MIDLOTHIAN ISD,Richardson,2012,118,496,23.79032258
MIDLOTHIAN ISD,Richardson,2013,114,521,21.88099808
MIDLOTHIAN ISD,Richardson,2014,125,527,23.71916509
MIDLOTHIAN ISD,Richardson,2015,127,517,24.56479691
MIDLOTHIAN ISD,Richardson,2016,130,507,25.64102564
MIDLOTHIAN ISD,Richardson,2017,125,605,20.66115702
MILFORD ISD,Richardson,2017,,14,
MILLSAP ISD,Fort Worth,2011,8,58,13.79310345
MILLSAP ISD,Fort Worth,2012,9,68,13.23529412
MILLSAP ISD,Fort Worth,2013,,47,
MILLSAP ISD,Fort Worth,2014,10,68,14.70588235
MILLSAP ISD,Fort Worth,2015,,41,
MILLSAP ISD,Fort Worth,2016,10,58,17.24137931
MILLSAP ISD,Fort Worth,2017,11,59,18.6440678
MINERAL WELLS ISD,Fort Worth,2011,34,220,15.45454545
MINERAL WELLS ISD,Fort Worth,2012,31,235,13.19148936
MINERAL WELLS ISD,Fort Worth,2013,19,233,8.154506438
MINERAL WELLS ISD,Fort Worth,2014,21,198,10.60606061
MINERAL WELLS ISD,Fort Worth,2015,28,217,12.90322581
MINERAL WELLS ISD,Fort Worth,2016,31,216,14.35185185
MINERAL WELLS ISD,Fort Worth,2017,21,207,10.14492754
MUENSTER ISD,Fort Worth,2011,11,29,37.93103448
MUENSTER ISD,Fort Worth,2012,15,39,38.46153846
MUENSTER ISD,Fort Worth,2014,12,36,33.33333333
MUENSTER ISD,Fort Worth,2015,8,30,26.66666667
MUENSTER ISD,Fort Worth,2016,10,35,28.57142857
MUENSTER ISD,Fort Worth,2017,6,26,23.07692308
NATALIA ISD,San Antonio,2011,11,53,20.75471698
NATALIA ISD,San Antonio,2012,12,51,23.52941176
NATALIA ISD,San Antonio,2013,,62,
NATALIA ISD,San Antonio,2014,8,59,13.55932203
NATALIA ISD,San Antonio,2015,6,74,8.108108108
NATALIA ISD,San Antonio,2016,5,59,8.474576271
NATALIA ISD,San Antonio,2017,7,73,9.589041096
NAVARRO ISD,Austin,2011,28,98,28.57142857
NAVARRO ISD,Austin,2012,39,109,35.77981651
NAVARRO ISD,Austin,2013,43,110,39.09090909
NAVARRO ISD,Austin,2014,31,117,26.4957265
NAVARRO ISD,Austin,2015,35,114,30.70175439
NAVARRO ISD,Austin,2016,39,129,30.23255814
NAVARRO ISD,Austin,2017,50,128,39.0625
NEEDVILLE ISD,Houston,2011,31,180,17.22222222
NEEDVILLE ISD,Houston,2012,42,166,25.30120482
NEEDVILLE ISD,Houston,2013,38,174,21.83908046
NEEDVILLE ISD,Houston,2014,33,188,17.55319149
NEEDVILLE ISD,Houston,2015,38,177,21.46892655
NEEDVILLE ISD,Houston,2016,30,173,17.34104046
NEEDVILLE ISD,Houston,2017,31,220,14.09090909
NEW BRAUNFELS ISD,Austin,2011,144,556,25.89928058
NEW BRAUNFELS ISD,Austin,2012,128,555,23.06306306
NEW BRAUNFELS ISD,Austin,2013,133,555,23.96396396
NEW BRAUNFELS ISD,Austin,2014,98,545,17.98165138
NEW BRAUNFELS ISD,Austin,2015,167,630,26.50793651
NEW BRAUNFELS ISD,Austin,2016,116,587,19.76149915
NEW BRAUNFELS ISD,Austin,2017,141,582,24.22680412
NORTH EAST ISD,San Antonio,2011,1074,4285,25.06417736
NORTH EAST ISD,San Antonio,2012,1040,4425,23.50282486
NORTH EAST ISD,San Antonio,2013,1096,4634,23.6512732
NORTH EAST ISD,San Antonio,2014,1151,4676,24.6150556
NORTH EAST ISD,San Antonio,2015,1164,4723,24.64535253
NORTH EAST ISD,San Antonio,2016,1199,4864,24.65049342
NORTH EAST ISD,San Antonio,2017,1271,4981,25.51696446
NORTH FOREST ISD,Houston,2011,46,261,17.62452107
NORTH FOREST ISD,Houston,2012,49,196,25
NORTH FOREST ISD,Houston,2013,39,251,15.53784861
NORTHSIDE ISD,San Antonio,2011,1077,5678,18.96794646
NORTHSIDE ISD,San Antonio,2012,1134,6020,18.8372093
NORTHSIDE ISD,San Antonio,2013,1185,6038,19.62570388
NORTHSIDE ISD,San Antonio,2014,1412,6444,21.91185599
NORTHSIDE ISD,San Antonio,2015,1330,6555,20.28985507
NORTHSIDE ISD,San Antonio,2016,1451,6861,21.14852062
NORTHSIDE ISD,San Antonio,2017,1552,6856,22.63710618
NORTHWEST ISD,Fort Worth,2011,150,771,19.45525292
NORTHWEST ISD,Fort Worth,2012,185,889,20.80989876
NORTHWEST ISD,Fort Worth,2013,222,964,23.02904564
NORTHWEST ISD,Fort Worth,2014,273,1083,25.20775623
NORTHWEST ISD,Fort Worth,2015,277,1154,24.0034662
NORTHWEST ISD,Fort Worth,2016,268,1193,22.46437552
NORTHWEST ISD,Fort Worth,2017,335,1351,24.79644708
PALMER ISD,Richardson,2011,,72,
PALMER ISD,Richardson,2012,10,63,15.87301587
PALMER ISD,Richardson,2013,14,75,18.66666667
PALMER ISD,Richardson,2014,11,71,15.49295775
PALMER ISD,Richardson,2015,12,69,17.39130435
PALMER ISD,Richardson,2016,10,67,14.92537313
PALMER ISD,Richardson,2017,12,68,17.64705882
PARADISE ISD,Fort Worth,2011,11,61,18.03278689
PARADISE ISD,Fort Worth,2012,10,75,13.33333333
PARADISE ISD,Fort Worth,2013,19,86,22.09302326
PARADISE ISD,Fort Worth,2014,18,69,26.08695652
PARADISE ISD,Fort Worth,2015,20,87,22.98850575
PARADISE ISD,Fort Worth,2016,14,76,18.42105263
PARADISE ISD,Fort Worth,2017,22,92,23.91304348
PASADENA ISD,Houston,2011,323,2874,11.23869172
PASADENA ISD,Houston,2012,392,2961,13.23877069
PASADENA ISD,Houston,2013,343,2997,11.44477811
PASADENA ISD,Houston,2014,436,2997,14.54788121
PASADENA ISD,Houston,2015,390,3216,12.12686567
PASADENA ISD,Houston,2016,420,3396,12.36749117
PASADENA ISD,Houston,2017,481,3472,13.85368664
PEARLAND ISD,Houston,2011,288,1185,24.30379747
PEARLAND ISD,Houston,2012,292,1252,23.32268371
PEARLAND ISD,Houston,2013,282,1327,21.25094197
PEARLAND ISD,Houston,2014,336,1332,25.22522523
PEARLAND ISD,Houston,2015,344,1388,24.78386167
PEARLAND ISD,Houston,2016,394,1457,27.04186685
PEARLAND ISD,Houston,2017,452,1556,29.04884319
PEARSALL ISD,San Antonio,2011,30,124,24.19354839
PEARSALL ISD,San Antonio,2012,17,129,13.17829457
PEARSALL ISD,San Antonio,2013,15,125,12
PEARSALL ISD,San Antonio,2014,15,106,14.1509434
PEARSALL ISD,San Antonio,2015,19,132,14.39393939
PEARSALL ISD,San Antonio,2016,12,137,8.759124088
PEARSALL ISD,San Antonio,2017,16,128,12.5
PEASTER ISD,Fort Worth,2011,9,68,13.23529412
PEASTER ISD,Fort Worth,2012,8,75,10.66666667
PEASTER ISD,Fort Worth,2013,10,75,13.33333333
PEASTER ISD,Fort Worth,2014,17,55,30.90909091
PEASTER ISD,Fort Worth,2015,13,74,17.56756757
PEASTER ISD,Fort Worth,2016,13,54,24.07407407
PEASTER ISD,Fort Worth,2017,15,58,25.86206897
PFLUGERVILLE ISD,Austin,2011,397,1389,28.58171346
PFLUGERVILLE ISD,Austin,2012,358,1418,25.24682652
PFLUGERVILLE ISD,Austin,2013,388,1471,26.37661455
PFLUGERVILLE ISD,Austin,2014,413,1520,27.17105263
PFLUGERVILLE ISD,Austin,2015,389,1599,24.32770482
PFLUGERVILLE ISD,Austin,2016,415,1564,26.53452685
PFLUGERVILLE ISD,Austin,2017,411,1588,25.88161209
