DistName,Students Enrolled in Texas Public 4-year Universities,,Students Enrolled in Texas Public 2-year Colleges,,Students Not Located in Texas Public Higher Education,,Total High School Graduates,
057829   A+ ACADEMY,*,*,*,*,32,57.1%,56,100.0%
109901   ABBOTT ISD,*,*,*,*,*,*,14,100.0%
095901   ABERNATHY ISD,9,18.4%,20,40.8%,20,40.8%,49,100.0%
221901   ABILENE ISD,130,12.7%,264,25.7%,633,61.6%,"1,027",100.0%
014901   ACADEMY ISD,13,16.7%,29,37.2%,36,46.2%,78,100.0%
015816   ACADEMY OF CAREERS AND TECHNOLOGIE,,,5,16.1%,26,83.9%,31,100.0%
180903   ADRIAN ISD,*,*,*,*,*,*,7,100.0%
057806   ADVANTAGE ACADEMY,*,*,*,*,19,43.2%,44,100.0%
178901   AGUA DULCE ISD,11,39.3%,7,25.0%,10,35.7%,28,100.0%
015901   ALAMO HEIGHTS ISD,73,19.3%,100,26.4%,206,54.4%,379,100.0%
250906   ALBA-GOLDEN ISD,6,11.1%,18,33.3%,30,55.6%,54,100.0%
209901   ALBANY ISD,7,16.7%,19,45.2%,16,38.1%,42,100.0%
101902   ALDINE ISD,496,16.6%,958,32.0%,"1,537",51.4%,"2,991",100.0%
184907   ALEDO ISD,97,26.1%,128,34.4%,147,39.5%,372,100.0%
125901   ALICE ISD,62,25.6%,66,27.3%,114,47.1%,242,100.0%
101903   ALIEF ISD,492,19.2%,657,25.7%,"1,409",55.1%,"2,558",100.0%
043901   ALLEN ISD,221,18.1%,453,37.2%,544,44.7%,"1,218",100.0%
057832   ALPHA CHARTER SCHOOL,,,10,29.4%,24,70.6%,34,100.0%
022901   ALPINE ISD,29,40.3%,8,11.1%,35,48.6%,72,100.0%
037901   ALTO ISD,5,13.9%,9,25.0%,22,61.1%,36,100.0%
126901   ALVARADO ISD,41,16.5%,46,18.6%,161,64.9%,248,100.0%
020901   ALVIN ISD,139,15.1%,367,39.9%,414,45.0%,920,100.0%
249901   ALVORD ISD,8,16.7%,19,39.6%,21,43.8%,48,100.0%
188901   AMARILLO ISD,268,14.9%,677,37.7%,853,47.4%,"1,798",100.0%
227801   AMERICAN YOUTHWORKS CHARTER SCHOOL,*,*,*,*,46,76.7%,60,100.0%
140901   AMHERST ISD,*,*,*,*,9,42.9%,21,100.0%
036901   ANAHUAC ISD,27,25.0%,28,25.9%,53,49.1%,108,100.0%
093901   ANDERSON-SHIRO CISD,6,10.5%,21,36.8%,30,52.6%,57,100.0%
002901   ANDREWS ISD,30,15.4%,41,21.0%,124,63.6%,195,100.0%
020902   ANGLETON ISD,88,19.0%,154,33.3%,221,47.7%,463,100.0%
043902   ANNA ISD,16,11.7%,41,29.9%,80,58.4%,137,100.0%
127901   ANSON ISD,12,23.5%,6,11.8%,33,64.7%,51,100.0%
071906   ANTHONY ISD,*,*,*,*,30,83.3%,36,100.0%
110901   ANTON ISD,*,*,*,*,10,45.5%,22,100.0%
228905   APPLE SPRINGS ISD,*,*,*,*,11,68.8%,16,100.0%
109912   AQUILLA ISD,,,10,52.6%,9,47.4%,19,100.0%
004901   ARANSAS COUNTY ISD,55,26.2%,41,19.5%,114,54.3%,210,100.0%
205901   ARANSAS PASS ISD,15,13.0%,28,24.4%,72,62.6%,115,100.0%
005901   ARCHER CITY ISD,11,33.3%,5,15.2%,17,51.5%,33,100.0%
061910   ARGYLE ISD,51,33.3%,44,28.8%,58,37.9%,153,100.0%
220901   ARLINGTON ISD,807,22.4%,"1,194",33.1%,"1,610",44.6%,"3,611",100.0%
212901   ARP ISD,8,11.0%,35,48.0%,30,41.1%,73,100.0%
217901   ASPERMONT ISD,*,*,*,*,*,*,11,100.0%
107901   ATHENS ISD,23,12.2%,70,37.2%,95,50.5%,188,100.0%
034901   ATLANTA ISD,10,8.4%,36,30.3%,73,61.3%,119,100.0%
061907   AUBREY ISD,34,30.6%,42,37.8%,35,31.5%,111,100.0%
227818   AUSTIN CAN ACADEMY CHARTER SCHOOL,,,14,14.7%,81,85.3%,95,100.0%
227901   AUSTIN ISD,855,20.5%,"1,109",26.6%,"2,210",53.0%,"4,174",100.0%
196901   AUSTWELL-TIVOLI ISD,*,*,*,*,6,40.0%,15,100.0%
070901   AVALON ISD,*,*,*,*,6,31.6%,19,100.0%
194902   AVERY ISD,6,17.1%,17,48.6%,12,34.3%,35,100.0%
034902   AVINGER ISD,*,*,*,*,*,*,9,100.0%
161918   AXTELL ISD,8,14.6%,33,60.0%,14,25.5%,55,100.0%
220915   AZLE ISD,55,16.1%,112,32.8%,175,51.2%,342,100.0%
212803   AZLEWAY CHARTER SCHOOL,,,5,35.7%,9,64.3%,14,100.0%
030903   BAIRD ISD,5,19.2%,9,34.6%,12,46.2%,26,100.0%
200901   BALLINGER ISD,24,32.4%,22,29.7%,28,37.8%,74,100.0%
195902   BALMORHEA ISD,*,*,*,*,7,53.9%,13,100.0%
010902   BANDERA ISD,41,21.4%,41,21.4%,110,57.3%,192,100.0%
025901   BANGS ISD,15,19.5%,13,16.9%,49,63.6%,77,100.0%
178913   BANQUETE ISD,14,24.6%,10,17.5%,33,57.9%,57,100.0%
036902   BARBERS HILL ISD,63,22.3%,129,45.7%,90,31.9%,282,100.0%
014902   BARTLETT ISD,*,*,*,*,10,66.7%,15,100.0%
011901   BASTROP ISD,112,21.3%,125,23.8%,288,54.9%,525,100.0%
101809   BAY AREA CHARTER INC,*,*,*,*,25,83.3%,30,100.0%
158901   BAY CITY ISD,41,17.0%,86,35.7%,114,47.3%,241,100.0%
123910   BEAUMONT ISD,443,36.9%,228,19.0%,531,44.2%,"1,202",100.0%
183901   BECKVILLE ISD,,,19,51.4%,18,48.7%,37,100.0%
013901   BEEVILLE ISD,18,7.2%,99,39.4%,134,53.4%,251,100.0%
039904   BELLEVUE ISD,*,*,*,*,14,73.7%,19,100.0%
091901   BELLS ISD,5,9.3%,26,48.2%,23,42.6%,54,100.0%
008901   BELLVILLE ISD,29,18.6%,63,40.4%,64,41.0%,156,100.0%
014903   BELTON ISD,92,14.9%,215,34.7%,312,50.4%,619,100.0%
125902   BEN BOLT-PALITO BLANCO ISD,15,33.3%,11,24.4%,19,42.2%,45,100.0%
066901   BENAVIDES ISD,9,31.0%,13,44.8%,7,24.1%,29,100.0%
138904   BENJAMIN ISD,*,*,,,*,*,*,*
187901   BIG SANDY ISD,5,17.2%,11,37.9%,13,44.8%,29,100.0%
230901   BIG SANDY ISD,*,*,*,*,19,43.2%,44,100.0%
114901   BIG SPRING ISD,31,13.2%,76,32.3%,128,54.5%,235,100.0%
193801   BIG SPRINGS CHARTER SCHOOL,*,*,*,*,17,89.5%,19,100.0%
220902   BIRDVILLE ISD,213,14.7%,603,41.7%,630,43.6%,"1,446",100.0%
178902   BISHOP CISD,31,44.9%,11,15.9%,27,39.1%,69,100.0%
177903   BLACKWELL CISD,*,*,*,*,6,37.5%,16,100.0%
016902   BLANCO ISD,18,22.8%,16,20.3%,45,57.0%,79,100.0%
116915   BLAND ISD,10,27.0%,9,24.3%,18,48.7%,37,100.0%
025904   BLANKET ISD,*,*,*,*,7,38.9%,18,100.0%
034909   BLOOMBURG ISD,6,23.1%,9,34.6%,11,42.3%,26,100.0%
175902   BLOOMING GROVE ISD,10,15.2%,37,56.1%,19,28.8%,66,100.0%
235901   BLOOMINGTON ISD,*,*,*,*,12,38.7%,31,100.0%
043917   BLUE RIDGE ISD,*,*,*,*,19,57.6%,33,100.0%
109913   BLUM ISD,*,*,*,*,19,63.3%,30,100.0%
123807   BOB HOPE SCHOOL,,,*,*,*,*,5,100.0%
130901   BOERNE ISD,181,35.8%,114,22.5%,211,41.7%,506,100.0%
116916   BOLES ISD,6,14.6%,15,36.6%,20,48.8%,41,100.0%
241901   BOLING ISD,9,13.4%,39,58.2%,19,28.4%,67,100.0%
074903   BONHAM ISD,10,9.4%,36,33.6%,61,57.0%,107,100.0%
148901   BOOKER ISD,*,*,*,*,15,71.4%,21,100.0%
017901   BORDEN COUNTY ISD,6,35.3%,6,35.3%,5,29.4%,17,100.0%
117901   BORGER ISD,26,16.2%,68,42.2%,67,41.6%,161,100.0%
161923   BOSQUEVILLE ISD,7,20.0%,19,54.3%,9,25.7%,35,100.0%
185901   BOVINA ISD,*,*,*,*,24,66.7%,36,100.0%
169901   BOWIE ISD,17,18.5%,26,28.3%,49,53.3%,92,100.0%
249902   BOYD ISD,18,21.7%,17,20.5%,48,57.8%,83,100.0%
180901   BOYS RANCH ISD,*,*,*,*,19,67.9%,28,100.0%
136901   BRACKETT ISD,14,24.1%,17,29.3%,27,46.6%,58,100.0%
160901   BRADY ISD,27,30.7%,5,5.7%,56,63.6%,88,100.0%
008903   BRAZOS ISD,9,18.4%,25,51.0%,15,30.6%,49,100.0%
213801   BRAZOS RIVER CHARTER SCHOOL,*,*,*,*,51,72.9%,70,100.0%
021803   BRAZOS SCHOOL FOR INQUIRY & CREATI,*,*,*,*,23,85.2%,27,100.0%
020905   BRAZOSPORT ISD,129,14.8%,340,38.9%,405,46.3%,874,100.0%
215901   BRECKENRIDGE ISD,27,26.2%,23,22.3%,53,51.5%,103,100.0%
