Group,District,DistName,County,CntyName,Region,RegnName,Students_Mskd,Exnees_Mskd,Part_Rate,Exnees_Crit_Mskd,Exnees_Above_Crit_Rate,Exams_Mskd,Exams_Crit_Mskd,Exams_Above_Crit_Rate
All Students,010901,Medina ISD,010,Bandera County,20,San Antonio,<50,<25,3.3,<25,100,<25,<25,50.0
All Students,010902,Bandera ISD,010,Bandera County,20,San Antonio,318,28,8.8,18,64.3,71,41,57.7
All Students,011901,Bastrop ISD,011,Bastrop County,13,Austin,1415,353,24.9,138,39.1,818,258,31.5
All Students,011902,Elgin ISD,011,Bastrop County,13,Austin,605,185,30.6,44,23.8,359,62,17.3
All Students,011904,Smithville ISD,011,Bastrop County,13,Austin,<250,<25,3.7,<25,22.2,<25,<25,20.0
All Students,013901,Beeville ISD,013,Bee County,02,Corpus Christi,451,29,6.4,6,20.7,61,10,16.4
All Students,013905,Skidmore-Tynan ISD,013,Bee County,02,Corpus Christi,<150,<25,5.3,<25,28.6,<25,<25,37.5
All Students,014801,Richard Milburn Alter High School,014,Bell County,20,San Antonio,<1150,<25,0.1,<25,100,<25,<25,100
All Students,014804,Orenda Charter School,014,Bell County,12,Waco,189,72,38.1,37,51.4,134,60,44.8
All Students,014901,Academy ISD,014,Bell County,12,Waco,213,32,15.0,22,68.8,36,24,66.7
All Students,014903,Belton ISD,014,Bell County,12,Waco,1536,250,16.3,154,61.6,603,364,60.4
All Students,014906,Killeen ISD,014,Bell County,12,Waco,<4725,<1000,20.9,<275,26.8,1854,392,21.1
All Students,014907,Rogers ISD,014,Bell County,12,Waco,<175,<50,16.3,<25,3.8,<50,<25,4.7
All Students,014908,Salado ISD,014,Bell County,12,Waco,246,83,33.7,50,60.2,228,94,41.2
All Students,014909,Temple ISD,014,Bell County,12,Waco,978,218,22.3,61,28.0,447,103,23.0
All Students,014910,Troy ISD,014,Bell County,12,Waco,201,20,10.0,6,30.0,20,6,30.0
All Students,015801,Por Vida Academy,015,Bexar County,20,San Antonio,<150,<25,0.7,<25,,<25,<25,
All Students,015802,George Gervin Academy,015,Bexar County,20,San Antonio,<50,<25,2.3,<25,,<25,<25,
All Students,015806,School Of Excellence In Education,015,Bexar County,20,San Antonio,<75,<50,84.5,<25,2.0,<75,<25,1.6
All Students,015807,Southwest Preparatory School,015,Bexar County,20,San Antonio,<150,<25,1.6,<25,,<25,<25,
All Students,015812,George I Sanchez Charter H S San A,015,Bexar County,20,San Antonio,<25,<25,,<25,100,<25,<25,100
All Students,015814,Positive Solutions Charter School,015,Bexar County,20,San Antonio,<75,<25,1.5,<25,,<25,<25,
All Students,015822,Jubilee Academies,015,Bexar County,20,San Antonio,185,48,25.9,35,72.9,89,40,44.9
All Students,015826,Kipp San Antonio,015,Bexar County,20,San Antonio,273,84,30.8,13,15.5,168,13,7.7
All Students,015827,School Of Science And Technology,015,Bexar County,20,San Antonio,127,42,33.1,24,57.1,105,47,44.8
All Students,015828,Harmony Science Acad (San Antonio),015,Bexar County,20,San Antonio,309,109,35.3,71,65.1,166,88,53.0
All Students,015830,Brooks Academy Of Science And Engi,015,Bexar County,20,San Antonio,198,76,38.4,22,28.9,154,31,20.1
All Students,015833,Henry Ford Academy Alameda School,015,Bexar County,20,San Antonio,<75,<25,15.4,<25,60.0,13,7,53.8
All Students,015834,Basis Texas,015,Bexar County,20,San Antonio,<50,<50,100,<50,93.8,125,103,82.4
All Students,015901,Alamo Heights ISD,015,Bexar County,20,San Antonio,797,314,39.4,253,80.6,740,551,74.5
All Students,015904,Harlandale ISD,015,Bexar County,20,San Antonio,1883,509,27.0,46,9.0,835,66,7.9
All Students,015905,Edgewood ISD,015,Bexar County,20,San Antonio,1182,402,34.0,40,10.0,790,42,5.3
All Students,015906,Randolph Field ISD,015,Bexar County,20,San Antonio,218,98,45.0,49,50.0,186,75,40.3
All Students,015907,San Antonio ISD,015,Bexar County,20,San Antonio,<6000,<1825,30.5,<275,14.5,3987,314,7.9
All Students,015908,South San Antonio ISD,015,Bexar County,20,San Antonio,1100,166,15.1,30,18.1,273,38,13.9
All Students,015909,Somerset ISD,015,Bexar County,20,San Antonio,536,171,31.9,37,21.6,313,50,16.0
All Students,015910,North East ISD,015,Bexar County,20,San Antonio,10391,3806,36.6,2286,60.1,10479,5399,51.5
All Students,015911,East Central ISD,015,Bexar County,20,San Antonio,1449,310,21.4,93,30.0,706,151,21.4
All Students,015912,Southwest ISD,015,Bexar County,20,San Antonio,1819,313,17.2,79,25.2,534,95,17.8
All Students,015913,Lackland ISD,015,Bexar County,20,San Antonio,86,40,46.5,10,25.0,46,13,28.3
All Students,015914,Ft Sam Houston ISD,015,Bexar County,20,San Antonio,182,58,31.9,24,41.4,93,34,36.6
All Students,015915,Northside ISD,015,Bexar County,20,San Antonio,14554,4790,32.9,2258,47.1,11360,4547,40.0
All Students,015916,Judson ISD,015,Bexar County,20,San Antonio,<2975,<375,11.9,<100,27.3,676,140,20.7
All Students,015917,Southside ISD,015,Bexar County,20,San Antonio,695,75,10.8,14,18.7,145,18,12.4
All Students,016901,Johnson City ISD,016,Blanco County,13,Austin,<150,<25,12.8,<25,25.0,18,5,27.8
All Students,016902,Blanco ISD,016,Blanco County,13,Austin,149,29,19.5,14,48.3,49,22,44.9
All Students,017901,Borden County ISD,017,Borden County,17,Lubbock,<50,<25,35.3,<25,16.7,<25,<25,10.5
All Students,018904,Valley Mills ISD,018,Bosque County,12,Waco,<100,<25,3.2,<25,,<25,<25,
All Students,018906,Iredell ISD,018,Bosque County,12,Waco,<50,<25,3.7,<25,,<25,<25,
All Students,018908,Cranfills Gap ISD,018,Bosque County,12,Waco,<25,<25,7.1,<25,,<25,<25,
All Students,019905,New Boston ISD,019,Bowie County,08,Mt Pleasant,197,17,8.6,9,52.9,29,16,55.2
All Students,019907,Texarkana ISD,019,Bowie County,08,Mt Pleasant,872,179,20.5,109,60.9,410,232,56.6
All Students,019912,Pleasant Grove ISD,019,Bowie County,08,Mt Pleasant,326,63,19.3,32,50.8,109,47,43.1
All Students,020901,Alvin ISD,020,Brazoria County,04,Houston,2902,656,22.6,369,56.3,1673,834,49.9
All Students,020902,Angleton ISD,020,Brazoria County,04,Houston,935,235,25.1,67,28.5,483,108,22.4
All Students,020904,Danbury ISD,020,Brazoria County,04,Houston,105,21,20.0,11,52.4,21,11,52.4
All Students,020905,Brazosport ISD,020,Brazoria County,04,Houston,1737,302,17.4,157,52.0,693,296,42.7
All Students,020906,Sweeny ISD,020,Brazoria County,04,Houston,<325,<25,3.2,<25,40.0,<25,<25,40.0
All Students,020908,Pearland ISD,020,Brazoria County,04,Houston,3217,1284,39.9,836,65.1,3915,2342,59.8
All Students,021901,College Station ISD,021,Brazos County,06,Huntsville,1805,584,32.4,456,78.1,1347,1080,80.2
All Students,021902,Bryan ISD,021,Brazos County,06,Huntsville,1976,356,18.0,163,45.8,707,237,33.5
All Students,022901,Alpine ISD,022,Brewster County,18,Midland,133,19,14.3,11,57.9,26,14,53.8
All Students,024901,Brooks County ISD,024,Brooks County,02,Corpus Christi,<200,<25,0.5,<25,,<25,<25,
All Students,025902,Brownwood ISD,025,Brown County,15,San Angelo,<450,<25,0.7,<25,33.3,<25,<25,60.0
All Students,025909,Early ISD,025,Brown County,15,San Angelo,<200,<25,11.9,<25,95.2,38,28,73.7
All Students,026901,Caldwell ISD,026,Burleson County,06,Huntsville,264,65,24.6,15,23.1,97,25,25.8
All Students,026902,Somerville ISD,026,Burleson County,06,Huntsville,<75,<25,2.0,<25,,<25,<25,
All Students,026903,Snook ISD,026,Burleson County,06,Huntsville,<100,<25,27.5,<25,,<25,<25,
All Students,027903,Burnet CISD,027,Burnet County,13,Austin,429,140,32.6,17,12.1,205,21,10.2
All Students,027904,Marble Falls ISD,027,Burnet County,13,Austin,556,130,23.4,75,57.7,304,132,43.4
All Students,028902,Lockhart ISD,028,Caldwell County,13,Austin,713,192,26.9,58,30.2,399,84,21.1
All Students,028903,Luling ISD,028,Caldwell County,13,Austin,<200,<25,7.9,<25,21.4,23,5,21.7
All Students,028906,Prairie Lea ISD,028,Caldwell County,13,Austin,<25,<25,8.7,<25,100,10,7,70.0
All Students,029901,Calhoun County ISD,029,Calhoun County,03,Victoria,573,52,9.1,17,32.7,121,26,21.5
All Students,030901,Cross Plains ISD,030,Callahan County,14,Abilene,<50,<25,2.6,<25,,<25,<25,
All Students,030902,Clyde CISD,030,Callahan County,14,Abilene,191,26,13.6,9,34.6,30,9,30.0
All Students,031901,Brownsville ISD,031,Cameron County,01,Edinburg,6628,2115,31.9,491,23.2,4860,632,13.0
All Students,031903,Harlingen CISD,031,Cameron County,01,Edinburg,2588,527,20.4,187,35.5,1163,308,26.5
All Students,031905,La Feria ISD,031,Cameron County,01,Edinburg,457,78,17.1,29,37.2,165,43,26.1
All Students,031906,Los Fresnos CISD,031,Cameron County,01,Edinburg,1525,173,11.3,104,60.1,289,170,58.8
All Students,031909,Point Isabel ISD,031,Cameron County,01,Edinburg,308,119,38.6,28,23.5,253,37,14.6
All Students,031911,Rio Hondo ISD,031,Cameron County,01,Edinburg,314,93,29.6,13,14.0,151,15,9.9
All Students,031912,San Benito CISD,031,Cameron County,01,Edinburg,1367,286,20.9,96,33.6,492,118,24.0
All Students,031913,Santa Maria ISD,031,Cameron County,01,Edinburg,106,61,57.5,18,29.5,126,20,15.9
All Students,031914,Santa Rosa ISD,031,Cameron County,01,Edinburg,179,59,33.0,8,13.6,110,9,8.2
All Students,031916,South Texas ISD,031,Cameron County,01,Edinburg,1231,971,78.9,451,46.4,3345,1026,30.7
All Students,032902,Pittsburg ISD,032,Camp County,08,Mt Pleasant,351,38,10.8,7,18.4,46,10,21.7
All Students,034901,Atlanta ISD,034,Cass County,08,Mt Pleasant,<275,<25,0.4,<25,,<25,<25,
All Students,034907,Queen City ISD,034,Cass County,08,Mt Pleasant,<175,<25,4.5,<25,,<25,<25,
All Students,035901,Dimmitt ISD,035,Castro County,16,Amarillo,<150,<25,7.7,<25,,<25,<25,
All Students,036901,Anahuac ISD,036,Chambers County,04,Houston,<200,<25,6.6,<25,16.7,<25,<25,11.1
All Students,036902,Barbers Hill ISD,036,Chambers County,04,Houston,763,218,28.6,148,67.9,478,306,64.0
All Students,036903,East Chambers ISD,036,Chambers County,05,Beaumont,<200,<25,1.7,<25,,<25,<25,
All Students,037904,Jacksonville ISD,037,Cherokee County,07,Kilgore,534,27,5.1,14,51.9,28,14,50.0
All Students,037907,Rusk ISD,037,Cherokee County,07,Kilgore,<275,<25,0.4,<25,,<25,<25,
All Students,039902,Henrietta ISD,039,Clay County,09,Wichita Falls,<125,<25,7.5,<25,33.3,<25,<25,30.8
All Students,039904,Bellevue ISD,039,Clay County,09,Wichita Falls,<25,<25,13.6,<25,66.7,<25,<25,60.0
All Students,040902,Whiteface CISD,040,Cochran County,17,Lubbock,45,12,26.7,6,50.0,12,6,50.0
All Students,041901,Bronte ISD,041,Coke County,15,San Angelo,<50,<25,2.0,<25,,<25,<25,
All Students,043801,Imagine International Academy Of N,043,Collin County,10,Richardson,<100,<50,38.1,<50,90.6,50,40,80.0
All Students,043901,Allen ISD,043,Collin County,10,Richardson,3174,1064,33.5,897,84.3,2985,2312,77.5
All Students,043902,Anna ISD,043,Collin County,10,Richardson,356,28,7.9,18,64.3,31,20,64.5
All Students,043903,Celina ISD,043,Collin County,10,Richardson,330,109,33.0,68,62.4,146,86,58.9
All Students,043904,Farmersville ISD,043,Collin County,10,Richardson,220,14,6.4,7,50.0,14,7,50.0
All Students,043905,Frisco ISD,043,Collin County,10,Richardson,7220,3311,45.9,2580,77.9,8957,6513,72.7
All Students,043907,McKinney ISD,043,Collin County,10,Richardson,3749,1875,50.0,1163,62.0,5127,2872,56.0
All Students,043908,Melissa ISD,043,Collin County,10,Richardson,<375,<25,0.6,<25,,<25,<25,
All Students,043910,Plano ISD,043,Collin County,10,Richardson,8363,3677,44.0,3012,81.9,10701,8354,78.1
All Students,043911,Princeton ISD,043,Collin County,10,Richardson,535,56,10.5,18,32.1,74,21,28.4
All Students,043912,Prosper ISD,043,Collin County,10,Richardson,1151,418,36.3,278,66.5,836,521,62.3
All Students,043914,Wylie ISD,043,Collin County,10,Richardson,1959,655,33.4,385,58.8,1439,803,55.8
All Students,043918,Community ISD,043,Collin County,10,Richardson,267,31,11.6,15,48.4,49,22,44.9
All Students,043919,Lovejoy ISD,043,Collin County,10,Richardson,688,425,61.8,341,80.2,1124,884,78.6
All Students,044904,Samnorwood ISD,044,Collingsworth County,16,Amarillo,<25,<25,,<25,,<25,<25,
All Students,045902,Columbus ISD,045,Colorado County,03,Victoria,261,65,24.9,19,29.2,94,26,27.7
All Students,045903,Rice CISD,045,Colorado County,03,Victoria,<225,<25,2.3,<25,60.0,<25,<25,60.0
All Students,046901,New Braunfels ISD,046,Comal County,13,Austin,1167,268,23.0,163,60.8,583,312,53.5
All Students,046902,Comal ISD,046,Comal County,20,San Antonio,3168,946,29.9,502,53.1,2035,1056,51.9
All Students,047901,Comanche ISD,047,Comanche County,14,Abilene,162,45,27.8,15,33.3,54,18,33.3
All Students,047902,De Leon ISD,047,Comanche County,14,Abilene,<100,<25,1.1,<25,100,<25,<25,33.3
All Students,049901,Gainesville ISD,049,Cooke County,11,Fort Worth,<375,<25,3.9,<25,71.4,14,10,71.4
All Students,049902,Muenster ISD,049,Cooke County,11,Fort Worth,<75,<25,3.0,<25,50.0,<25,<25,50.0
All Students,049903,Valley View ISD,049,Cooke County,11,Fort Worth,<100,<25,25.3,<25,,<25,<25,
All Students,049905,Callisburg ISD,049,Cooke County,11,Fort Worth,157,20,12.7,5,25.0,23,7,30.4
All Students,049907,Lindsay ISD,049,Cooke County,11,Fort Worth,72,12,16.7,7,58.3,15,8,53.3
All Students,050902,Gatesville ISD,050,Coryell County,12,Waco,389,34,8.7,18,52.9,57,25,43.9
All Students,050904,Oglesby ISD,050,Coryell County,12,Waco,<25,<25,4.3,<25,,<25,<25,
All Students,050909,Jonesboro ISD,050,Coryell County,12,Waco,<50,<25,2.4,<25,,<25,<25,
All Students,050910,Copperas Cove ISD,050,Coryell County,12,Waco,1068,200,18.7,76,38.0,363,112,30.9
All Students,053001,Crockett County Consolidated CSD,053,Crockett County,15,San Angelo,<125,<25,21.6,<25,9.1,<50,<25,6.9
All Students,054901,Crosbyton CISD,054,Crosby County,17,Lubbock,<75,<25,2.0,<25,,<25,<25,
All Students,055901,Culberson County-Allamoore ISD,055,Culberson County,18,Midland,<75,<25,1.6,<25,,<25,<25,
All Students,057802,Pegasus School Of Liberal Arts And,057,Dallas County,10,Richardson,<50,<25,2.0,<25,,<25,<25,
All Students,057803,Uplift Education,057,Dallas County,10,Richardson,<1225,<1000,81.5,<500,48.3,2640,908,34.4
All Students,057804,Texans Can Academies,057,Dallas County,10,Richardson,<2975,<25,0.1,<25,,<25,<25,
All Students,057807,Life School,057,Dallas County,10,Richardson,<600,<50,5.5,<25,9.4,<50,<25,7.9
All Students,057814,Academy For Academic Excellence,057,Dallas County,10,Richardson,<50,<25,3.6,<25,100,<25,<25,100
All Students,057825,Honors Academy,057,Dallas County,10,Richardson,<25,<25,,<25,,<25,<25,
All Students,057829,A+ Academy,057,Dallas County,10,Richardson,<150,<25,17.0,<25,16.7,<50,<25,14.8
All Students,057830,Inspired Vision Academy,057,Dallas County,10,Richardson,<225,<75,27.8,<25,7.0,<100,<25,4.4
All Students,057847,Village Tech Schools,057,Dallas County,10,Richardson,<75,<25,29.7,<25,4.5,<50,<25,2.9
All Students,057848,International Leadership Of Texas,057,Dallas County,10,Richardson,327,144,44.0,59,41.0,214,75,35.0
All Students,057903,Carrollton-Farmers Branch ISD,057,Dallas County,10,Richardson,<3350,<975,28.5,<550,56.4,<2175,<1075,48.5
All Students,057904,Cedar Hill ISD,057,Dallas County,10,Richardson,1248,177,14.2,17,9.6,302,29,9.6
All Students,057905,Dallas ISD,057,Dallas County,10,Richardson,16908,6933,41.0,2202,31.8,17825,4409,24.7
All Students,057906,Desoto ISD,057,Dallas County,10,Richardson,1591,249,15.7,28,11.2,460,36,7.8
All Students,057907,Duncanville ISD,057,Dallas County,10,Richardson,2005,194,9.7,85,43.8,365,119,32.6
All Students,057909,Garland ISD,057,Dallas County,10,Richardson,8344,3168,38.0,1142,36.0,8082,2169,26.8
All Students,057910,Grand Prairie ISD,057,Dallas County,10,Richardson,4014,1214,30.2,355,29.2,2669,632,23.7
All Students,057911,Highland Park ISD,057,Dallas County,10,Richardson,1087,864,79.5,670,77.5,2532,1873,74.0
All Students,057912,Irving ISD,057,Dallas County,10,Richardson,4565,1705,37.3,565,33.1,3986,967,24.3
All Students,057913,Lancaster ISD,057,Dallas County,10,Richardson,<975,<250,24.6,<25,8.9,<500,<25,4.4
All Students,057914,Mesquite ISD,057,Dallas County,10,Richardson,5584,1257,22.5,542,43.1,2730,953,34.9
All Students,057916,Richardson ISD,057,Dallas County,10,Richardson,4560,1823,40.0,1070,58.7,4659,2456,52.7
All Students,057922,Coppell ISD,057,Dallas County,10,Richardson,<1800,<875,48.1,<725,83.5,2183,1750,80.2
All Students,059901,Hereford ISD,059,Deaf Smith County,16,Amarillo,<525,<25,1.2,<25,16.7,<25,<25,22.2
All Students,060902,Cooper ISD,060,Delta County,08,Mt Pleasant,<125,<25,3.4,<25,,<25,<25,
All Students,061501,University Of North Texas,061,Denton County,11,Fort Worth,<25,<25,,<25,100,5,5,100
All Students,061802,North Texas Collegiate Academy,061,Denton County,11,Fort Worth,<25,<25,,<25,,<25,<25,
All Students,061901,Denton ISD,061,Denton County,11,Fort Worth,3684,834,22.6,469,56.2,1773,852,48.1
All Students,061902,Lewisville ISD,061,Denton County,11,Fort Worth,8437,2596,30.8,1950,75.1,6206,4535,73.1
All Students,061903,Pilot Point ISD,061,Denton County,11,Fort Worth,<200,<25,9.4,<25,11.1,<25,<25,11.1
All Students,061905,Krum ISD,061,Denton County,11,Fort Worth,291,60,20.6,29,48.3,80,37,46.3
All Students,061907,Aubrey ISD,061,Denton County,11,Fort Worth,293,52,17.7,12,23.1,60,13,21.7
All Students,061908,Sanger ISD,061,Denton County,11,Fort Worth,366,39,10.7,15,38.5,48,17,35.4
All Students,061910,Argyle ISD,061,Denton County,11,Fort Worth,379,37,9.8,26,70.3,68,50,73.5
All Students,061911,Northwest ISD,061,Denton County,11,Fort Worth,2894,1208,41.7,751,62.2,3404,1751,51.4
All Students,061912,Lake Dallas ISD,061,Denton County,11,Fort Worth,614,94,15.3,61,64.9,195,105,53.8
All Students,061914,Little Elm ISD,061,Denton County,11,Fort Worth,871,237,27.2,140,59.1,609,315,51.7
All Students,062901,Cuero ISD,062,DeWitt County,03,Victoria,301,46,15.3,10,21.7,67,11,16.4
All Students,062902,Nordheim ISD,062,DeWitt County,03,Victoria,<25,<25,5.3,<25,,<25,<25,
All Students,064903,Carrizo Springs CISD,064,Dimmit County,20,San Antonio,<275,<25,1.5,<25,,<25,<25,
All Students,066902,San Diego ISD,066,Duval County,02,Corpus Christi,<200,<25,4.8,<25,44.4,<25,<25,44.4
All Students,066903,Freer ISD,066,Duval County,02,Corpus Christi,<125,<25,2.9,<25,,<25,<25,
All Students,067903,Eastland ISD,067,Eastland County,14,Abilene,<175,<25,1.3,<25,,<25,<25,
All Students,067904,Gorman ISD,067,Eastland County,14,Abilene,<75,<25,2.0,<25,100,<25,<25,100
All Students,068901,Ector County ISD,068,Ector County,18,Midland,3398,938,27.6,165,17.6,1806,253,14.0
All Students,069901,Rocksprings ISD,069,Edwards County,15,San Angelo,<50,<25,2.9,<25,,<25,<25,
All Students,070801,Waxahachie Faith Family Academy,070,Ellis County,10,Richardson,193,67,34.7,13,19.4,83,13,15.7
All Students,070903,Ennis ISD,070,Ellis County,10,Richardson,779,119,15.3,60,50.4,302,111,36.8
All Students,070905,Ferris ISD,070,Ellis County,10,Richardson,331,47,14.2,16,34.0,78,18,23.1
All Students,070908,Midlothian ISD,070,Ellis County,10,Richardson,1190,261,21.9,165,63.2,683,365,53.4
All Students,070911,Red Oak ISD,070,Ellis County,10,Richardson,902,99,11.0,61,61.6,192,131,68.2
All Students,070912,Waxahachie ISD,070,Ellis County,10,Richardson,1153,104,9.0,54,51.9,195,80,41.0
All Students,071801,Burnham Wood Charter School Distri,071,El Paso County,19,El Paso,46,29,63.0,10,34.5,45,11,24.4
All Students,071806,Harmony Science Acad (El Paso),071,El Paso County,19,El Paso,189,100,52.9,60,60.0,194,83,42.8
All Students,071901,Clint ISD,071,El Paso County,19,El Paso,1555,425,27.3,121,28.5,615,135,22.0
All Students,071902,El Paso ISD,071,El Paso County,19,El Paso,8750,1752,20.0,812,46.3,3394,1344,39.6
All Students,071903,Fabens ISD,071,El Paso County,19,El Paso,333,28,8.4,11,39.3,38,14,36.8
All Students,071904,San Elizario ISD,071,El Paso County,19,El Paso,473,191,40.4,22,11.5,312,23,7.4
All Students,071905,Ysleta ISD,071,El Paso County,19,El Paso,5989,1729,28.9,462,26.7,2872,655,22.8
All Students,071906,Anthony ISD,071,El Paso County,19,El Paso,<125,<25,12.7,<25,20.0,<25,<25,20.0
All Students,071907,Canutillo ISD,071,El Paso County,19,El Paso,889,209,23.5,55,26.3,291,65,22.3
All Students,071908,Tornillo ISD,071,El Paso County,19,El Paso,139,27,19.4,21,77.8,27,21,77.8
All Students,071909,Socorro ISD,071,El Paso County,19,El Paso,<6950,<2075,29.7,<375,17.3,3666,462,12.6
All Students,072801,Premier High Schools,072,Erath County,11,Fort Worth,<3300,<25,0.3,<25,60.0,20,8,40.0
All Students,072802,Erath Excels Academy Inc,072,Erath County,11,Fort Worth,<75,<25,3.6,<25,50.0,<25,<25,20.0
All Students,072902,Dublin ISD,072,Erath County,11,Fort Worth,<150,<25,8.8,<25,91.7,12,11,91.7
All Students,072903,Stephenville ISD,072,Erath County,11,Fort Worth,477,44,9.2,33,75.0,60,43,71.7
All Students,073905,Rosebud-Lott ISD,073,Falls County,12,Waco,<100,<25,2.2,<25,,<25,<25,
All Students,074903,Bonham ISD,074,Fannin County,10,Richardson,229,29,12.7,7,24.1,44,11,25.0
All Students,074907,Honey Grove ISD,074,Fannin County,10,Richardson,<100,<25,20.5,<25,,<25,<25,
All Students,075901,Flatonia ISD,075,Fayette County,13,Austin,84,23,27.4,7,30.4,23,7,30.4
All Students,075902,La Grange ISD,075,Fayette County,13,Austin,269,55,20.4,33,60.0,126,58,46.0
All Students,075903,Schulenburg ISD,075,Fayette County,13,Austin,118,11,9.3,5,45.5,12,5,41.7
All Students,075908,Round Top-Carmine ISD,075,Fayette County,13,Austin,<50,<25,2.8,<25,100,<25,<25,100
All Students,079901,Lamar CISD,079,Fort Bend County,04,Houston,4049,1182,29.2,579,49.0,2924,1294,44.3
All Students,079906,Needville ISD,079,Fort Bend County,04,Houston,475,61,12.8,45,73.8,100,64,64.0
All Students,079907,Fort Bend ISD,079,Fort Bend County,04,Houston,11214,3810,34.0,2652,69.6,11285,7317,64.8
All Students,079910,Stafford MSD,079,Fort Bend County,04,Houston,477,78,16.4,21,26.9,122,29,23.8
All Students,080901,Mount Vernon ISD,080,Franklin County,08,Mt Pleasant,<225,<25,1.9,<25,,<25,<25,
All Students,081902,Fairfield ISD,081,Freestone County,12,Waco,261,35,13.4,6,17.1,46,6,13.0
All Students,081904,Teague ISD,081,Freestone County,12,Waco,226,72,31.9,7,9.7,113,7,6.2
All Students,082903,Pearsall ISD,082,Frio County,20,San Antonio,<325,<25,4.6,<25,,<25,<25,
All Students,083901,Seagraves ISD,083,Gaines County,17,Lubbock,<75,<25,5.6,<25,50.0,<25,<25,50.0
All Students,083902,Loop ISD,083,Gaines County,17,Lubbock,<25,<25,5.6,<25,,<25,<25,
All Students,083903,Seminole ISD,083,Gaines County,17,Lubbock,<375,<25,1.7,<25,33.3,<25,<25,33.3
All Students,084802,Odyssey Academy Inc,084,Galveston County,04,Houston,<50,<25,2.4,<25,100,<25,<25,50.0
All Students,084901,Dickinson ISD,084,Galveston County,04,Houston,1334,167,12.5,80,47.9,326,132,40.5
All Students,084902,Galveston ISD,084,Galveston County,04,Houston,945,172,18.2,69,40.1,423,143,33.8
All Students,084906,Texas City ISD,084,Galveston County,04,Houston,1187,188,15.8,34,18.1,416,54,13.0
All Students,084909,Santa Fe ISD,084,Galveston County,04,Houston,688,95,13.8,30,31.6,200,48,24.0
All Students,084910,Clear Creek ISD,084,Galveston County,04,Houston,6150,1767,28.7,1291,73.1,4435,2933,66.1
All Students,084911,Friendswood ISD,084,Galveston County,04,Houston,1084,340,31.4,272,80.0,937,710,75.8
All Students,086901,Fredericksburg ISD,086,Gillespie County,13,Austin,473,108,22.8,47,43.5,238,87,36.6
All Students,086902,Harper ISD,086,Gillespie County,13,Austin,<125,<25,1.9,<25,100,<25,<25,100
All Students,088902,Goliad ISD,088,Goliad County,03,Victoria,188,33,17.6,6,18.2,33,6,18.2
All Students,089901,Gonzales ISD,089,Gonzales County,13,Austin,360,21,5.8,12,57.1,31,14,45.2
All Students,089903,Nixon-Smiley CISD,089,Gonzales County,13,Austin,<175,<25,1.3,<25,,<25,<25,
All Students,090904,Pampa ISD,090,Gray County,16,Amarillo,462,112,24.2,33,29.5,215,39,18.1
All Students,091901,Bells ISD,091,Grayson County,10,Richardson,<125,<25,12.6,<25,21.4,<25,<25,21.4
All Students,091903,Denison ISD,091,Grayson County,10,Richardson,585,114,19.5,63,55.3,283,124,43.8
All Students,091905,Howe ISD,091,Grayson County,10,Richardson,146,34,23.3,8,23.5,34,8,23.5
