Group,District,DistName,County,CntyName,Region,RegnName,Math,Reading,Writing,Total,Grads_Mskd,Exnees_Mskd,Part_Rate,Crit_Mskd,Above_Crit_Rate
All Students,119902,Jacksboro ISD,119,Jack County,09,Wichita Falls,474,472,441,946,<75,<50,45.9,<25,10.7
All Students,119903,Perrin-Whitt CISD,119,Jack County,09,Wichita Falls,526,509,473,1034,<50,<25,33.3,<25,22.2
All Students,120901,Edna ISD,120,Jackson County,03,Victoria,465,467,437,933,<125,<25,14.7,<25,13.3
All Students,120902,Ganado ISD,120,Jackson County,03,Victoria,,,,,<75,<25,1.7,<25,
All Students,120905,Industrial ISD,120,Jackson County,03,Victoria,526,511,491,1037,91,39,42.9,8,20.5
All Students,121902,Brookeland ISD,121,Jasper County,05,Beaumont,493,494,476,987,<50,<25,28,<25,14.3
All Students,121903,Buna ISD,121,Jasper County,05,Beaumont,493,481,471,974,<125,<75,50,<25,19.6
All Students,121904,Jasper ISD,121,Jasper County,05,Beaumont,491,476,440,967,130,28,21.5,6,21.4
All Students,121905,Kirbyville CISD,121,Jasper County,05,Beaumont,580,580,600,1160,<125,<25,1.9,<25,50
All Students,121906,Evadale ISD,121,Jasper County,05,Beaumont,436,438,420,874,<50,<25,58.3,<25,4.8
All Students,122901,Ft Davis ISD,122,Jeff Davis County,18,Midland,481,503,498,984,19,32,100,8,25
All Students,122902,Valentine ISD,122,Jeff Davis County,18,Midland,407,393,413,800,<25,<25,75,<25,
All Students,123503,Texas Academy Of Leadership In The,123,Jefferson County,05,Beaumont,618,629,631,1248,<25,<25,,<25,92.3
All Students,123803,Tekoa Academy Of Accelerated Studi,123,Jefferson County,05,Beaumont,295,345,370,640,<25,<25,10.5,<25,
All Students,123807,Bob Hope School,123,Jefferson County,05,Beaumont,419,378,382,798,<25,<25,100,<25,
All Students,123905,Nederland ISD,123,Jefferson County,05,Beaumont,482,468,442,950,357,226,63.3,43,19
All Students,123907,Port Arthur ISD,123,Jefferson County,05,Beaumont,419,412,398,831,<450,<175,40.5,<25,4.6
All Students,123908,Port Neches-Groves ISD,123,Jefferson County,05,Beaumont,493,492,450,985,329,213,64.7,39,18.3
All Students,123910,Beaumont ISD,123,Jefferson County,05,Beaumont,448,441,428,889,1096,629,57.4,96,15.3
All Students,123913,Sabine Pass ISD,123,Jefferson County,05,Beaumont,460,463,451,923,<50,<25,82.1,<25,13
All Students,123914,Hamshire-Fannett ISD,123,Jefferson County,05,Beaumont,478,465,432,943,137,84,61.3,16,19
All Students,125901,Alice ISD,125,Jim Wells County,02,Corpus Christi,484,483,471,967,287,21,7.3,5,23.8
All Students,125902,Ben Bolt-Palito Blanco ISD,125,Jim Wells County,02,Corpus Christi,450,495,465,945,<75,<25,3.8,<25,50
All Students,125903,Orange Grove ISD,125,Jim Wells County,02,Corpus Christi,468,520,510,988,<125,<25,3.8,<25,25
All Students,126901,Alvarado ISD,126,Johnson County,11,Fort Worth,461,457,429,918,248,136,54.8,18,13.2
All Students,126902,Burleson ISD,126,Johnson County,11,Fort Worth,496,491,465,988,752,402,53.5,93,23.1
All Students,126903,Cleburne ISD,126,Johnson County,11,Fort Worth,474,467,448,941,361,162,44.9,30,18.5
All Students,126904,Grandview ISD,126,Johnson County,11,Fort Worth,510,478,459,988,84,35,41.7,7,20
All Students,126905,Joshua ISD,126,Johnson County,11,Fort Worth,500,492,462,992,322,162,50.3,37,22.8
All Students,126906,Keene ISD,126,Johnson County,11,Fort Worth,498,479,443,977,65,36,55.4,11,30.6
All Students,126907,Rio Vista ISD,126,Johnson County,11,Fort Worth,499,461,432,960,<75,<25,48,<25,20.8
All Students,126908,Venus ISD,126,Johnson County,11,Fort Worth,459,439,417,898,<125,<75,53.2,<25,5.1
All Students,126911,Godley ISD,126,Johnson County,11,Fort Worth,502,479,462,980,112,54,48.2,10,18.5
All Students,127901,Anson ISD,127,Jones County,14,Abilene,545,525,535,1070,<50,<25,4.5,<25,50
All Students,127903,Hamlin ISD,127,Jones County,14,Abilene,565,530,640,1095,<50,<25,5,<25,50
All Students,127904,Hawley ISD,127,Jones County,14,Abilene,468,453,450,921,<75,<25,35,<25,14.3
All Students,127905,Lueders-Avoca ISD,127,Jones County,14,Abilene,450,385,405,835,<25,<25,18.2,<25,
All Students,127906,Stamford ISD,127,Jones County,14,Abilene,,,,,<50,<25,2.5,<25,
All Students,128901,Karnes City ISD,128,Karnes County,03,Victoria,445,433,419,878,<100,<50,53.3,<25,7.5
All Students,128902,Kenedy ISD,128,Karnes County,03,Victoria,415,455,450,870,<50,<25,10,<25,
All Students,128903,Runge ISD,128,Karnes County,03,Victoria,,,,,<50,<25,4,<25,
All Students,128904,Falls City ISD,128,Karnes County,20,San Antonio,523,463,465,986,<50,<25,50,<25,15.4
All Students,129901,Crandall ISD,129,Kaufman County,10,Richardson,490,470,445,960,<225,<100,45.4,<25,14.3
All Students,129902,Forney ISD,129,Kaufman County,10,Richardson,484,479,450,962,615,359,58.4,70,19.5
All Students,129903,Kaufman ISD,129,Kaufman County,10,Richardson,473,465,435,937,<250,<125,47.6,<25,15.7
All Students,129904,Kemp ISD,129,Kaufman County,10,Richardson,464,457,439,920,92,42,45.7,6,14.3
All Students,129905,Mabank ISD,129,Kaufman County,10,Richardson,492,487,460,979,222,65,29.3,14,21.5
All Students,129906,Terrell ISD,129,Kaufman County,10,Richardson,459,434,422,893,<275,<75,18.9,<25,5.9
All Students,129910,Scurry-Rosser ISD,129,Kaufman County,10,Richardson,457,484,464,940,<75,<25,28.8,<25,9.5
All Students,130801,Meadowland Charter School,130,Kendall County,20,San Antonio,,,,,<25,<25,4.8,<25,
All Students,130901,Boerne ISD,130,Kendall County,20,San Antonio,525,525,495,1050,557,413,74.1,158,38.3
All Students,130902,Comfort ISD,130,Kendall County,13,Austin,504,467,463,971,101,51,50.5,12,23.5
All Students,133901,Center Point ISD,133,Kerr County,20,San Antonio,462,447,433,909,<50,<50,62.8,<25,11.1
All Students,133903,Kerrville ISD,133,Kerr County,20,San Antonio,512,504,479,1016,<350,<225,58.7,<75,35.1
All Students,133904,Ingram ISD,133,Kerr County,20,San Antonio,453,421,418,874,<100,<50,50.7,<25,7.9
All Students,134901,Junction ISD,134,Kimble County,15,San Angelo,432,427,410,859,<50,<50,62.8,<25,
All Students,136901,Brackett ISD,136,Kinney County,20,San Antonio,466,468,433,934,<50,<25,45.8,<25,13.6
All Students,137901,Kingsville ISD,137,Kleberg County,02,Corpus Christi,450,437,416,887,<200,<100,48.7,<25,8.4
All Students,137903,Riviera ISD,137,Kleberg County,02,Corpus Christi,422,411,415,833,<50,<50,68.9,<25,3.2
All Students,137904,Santa Gertrudis ISD,137,Kleberg County,02,Corpus Christi,499,482,436,981,<75,<25,27.1,<25,21.1
All Students,138902,Knox City-O'Brien CISD,138,Knox County,09,Wichita Falls,,,,,<25,<25,6.3,<25,
All Students,138903,Munday CISD,138,Knox County,09,Wichita Falls,,,,,<25,<25,4.8,<25,
All Students,139905,Chisum ISD,139,Lamar County,08,Mt Pleasant,467,467,433,933,<75,<25,4.2,<25,
All Students,139908,Roxton ISD,139,Lamar County,08,Mt Pleasant,,,,,<25,<25,8.3,<25,
All Students,139909,Paris ISD,139,Lamar County,08,Mt Pleasant,524,525,513,1049,191,31,16.2,13,41.9
All Students,139911,North Lamar ISD,139,Lamar County,08,Mt Pleasant,488,492,465,980,191,60,31.4,15,25
All Students,139912,Prairiland ISD,139,Lamar County,08,Mt Pleasant,505,447,452,952,<100,<25,7.1,<25,
All Students,140904,Littlefield ISD,140,Lamb County,17,Lubbock,446,438,450,884,<125,<25,7.9,<25,
All Students,140905,Olton ISD,140,Lamb County,17,Lubbock,,,,,<75,<25,1.9,<25,
All Students,140908,Sudan ISD,140,Lamb County,17,Lubbock,,,,,<50,<25,3.1,<25,100
All Students,141901,Lampasas ISD,141,Lampasas County,12,Waco,504,505,466,1009,228,131,57.5,33,25.2
All Students,141902,Lometa ISD,141,Lampasas County,12,Waco,411,403,419,814,<25,<25,36.8,<25,
All Students,142901,Cotulla ISD,142,La Salle County,20,San Antonio,421,415,407,836,<100,<50,39.2,<25,3.2
All Students,143901,Hallettsville ISD,143,Lavaca County,03,Victoria,556,477,465,1033,71,19,26.8,6,31.6
All Students,143902,Moulton ISD,143,Lavaca County,03,Victoria,490,500,513,990,<25,<25,35.3,<25,16.7
All Students,143903,Shiner ISD,143,Lavaca County,03,Victoria,511,463,473,974,45,32,71.1,5,15.6
All Students,144901,Giddings ISD,144,Lee County,13,Austin,490,494,463,983,169,78,46.2,21,26.9
All Students,144902,Lexington ISD,144,Lee County,13,Austin,468,465,425,933,<75,<25,41.4,<25,12.5
All Students,144903,Dime Box ISD,144,Lee County,13,Austin,560,480,465,1040,<25,<25,13.3,<25,50
All Students,145901,Buffalo ISD,145,Leon County,06,Huntsville,459,450,436,909,<75,<50,49.1,<25,10.7
All Students,145902,Centerville ISD,145,Leon County,06,Huntsville,445,449,425,894,<75,<50,46.4,<25,3.8
All Students,145906,Normangee ISD,145,Leon County,06,Huntsville,486,451,439,937,<50,<25,30.3,<25,10
All Students,145907,Oakwood ISD,145,Leon County,06,Huntsville,347,352,372,698,<25,<25,46.2,<25,16.7
All Students,145911,Leon ISD,145,Leon County,06,Huntsville,464,465,427,929,<75,<25,38.5,<25,10
All Students,146901,Cleveland ISD,146,Liberty County,04,Houston,410,390,370,799,<225,<200,87.4,<25,3.9
All Students,146902,Dayton ISD,146,Liberty County,04,Houston,468,449,432,917,319,110,34.5,12,10.9
All Students,146904,Hardin ISD,146,Liberty County,04,Houston,446,450,428,896,<75,<50,53.5,<25,10.5
All Students,146905,Hull-Daisetta ISD,146,Liberty County,05,Beaumont,454,446,422,900,<50,<25,29.5,<25,7.7
All Students,146906,Liberty ISD,146,Liberty County,04,Houston,464,444,424,908,<125,<75,53,<25,15.1
All Students,146907,Tarkington ISD,146,Liberty County,04,Houston,481,476,448,957,110,49,44.5,10,20.4
All Students,147901,Coolidge ISD,147,Limestone County,12,Waco,341,359,346,700,<25,<25,46.7,<25,
All Students,147902,Groesbeck ISD,147,Limestone County,12,Waco,479,446,420,924,<125,<25,7.3,<25,11.1
All Students,147903,Mexia ISD,147,Limestone County,12,Waco,470,450,434,920,<125,<25,4.1,<25,20
All Students,149901,George West ISD,149,Live Oak County,02,Corpus Christi,461,462,445,923,<75,<25,26.2,<25,17.6
All Students,149902,Three Rivers ISD,149,Live Oak County,02,Corpus Christi,523,505,478,1028,<50,<25,9.1,<25,25
All Students,150901,Llano ISD,150,Llano County,13,Austin,523,488,458,1011,117,75,64.1,19,25.3
All Students,152504,Texas Tech University High School,152,Lubbock County,17,Lubbock,552,554,533,1106,<25,<50,,<25,52.2
All Students,152803,South Plains Academy Charter Distr,152,Lubbock County,17,Lubbock,376,371,337,748,<100,<25,15.4,<25,
All Students,152901,Lubbock ISD,152,Lubbock County,17,Lubbock,445,431,424,876,1674,1468,87.7,238,16.2
All Students,152902,New Deal ISD,152,Lubbock County,17,Lubbock,498,476,463,974,<75,<25,39.2,<25,15
All Students,152903,Slaton ISD,152,Lubbock County,17,Lubbock,470,461,436,932,<75,<25,30.9,<25,14.3
All Students,152906,Lubbock-Cooper ISD,152,Lubbock County,17,Lubbock,486,487,463,973,237,86,36.3,18,20.9
All Students,152907,Frenship ISD,152,Lubbock County,17,Lubbock,507,494,474,1001,502,237,47.2,64,27
All Students,152908,Roosevelt ISD,152,Lubbock County,17,Lubbock,473,438,445,911,<75,<50,40.6,<25,3.8
All Students,152909,Shallowater ISD,152,Lubbock County,17,Lubbock,525,517,486,1042,112,30,26.8,11,36.7
All Students,152910,Idalou ISD,152,Lubbock County,17,Lubbock,566,462,466,1028,<75,<25,8.2,<25,20
All Students,153903,O'Donnell ISD,153,Lynn County,17,Lubbock,355,310,365,665,<25,<25,11.1,<25,
All Students,153904,Tahoka ISD,153,Lynn County,17,Lubbock,436,446,436,883,<50,<25,16.7,<25,12.5
All Students,153905,New Home ISD,153,Lynn County,17,Lubbock,610,547,487,1157,<25,<25,17.6,<25,66.7
All Students,154901,Madisonville CISD,154,Madison County,06,Huntsville,471,461,443,932,135,68,50.4,10,14.7
All Students,154903,North Zulch ISD,154,Madison County,06,Huntsville,441,441,415,882,<25,<25,55.6,<25,10
All Students,155901,Jefferson ISD,155,Marion County,08,Mt Pleasant,,,,,<75,<25,1.5,<25,
All Students,156902,Stanton ISD,156,Martin County,18,Midland,492,503,474,995,52,25,48.1,7,28
All Students,156905,Grady ISD,156,Martin County,18,Midland,575,575,470,1150,<25,<25,9.5,<25,50
All Students,157901,Mason ISD,157,Mason County,15,San Angelo,487,463,458,949,<50,<50,66.7,<25,16.7
All Students,158901,Bay City ISD,158,Matagorda County,03,Victoria,480,459,438,939,226,97,42.9,21,21.6
All Students,158902,Tidehaven ISD,158,Matagorda County,03,Victoria,525,523,499,1048,<75,<25,16,<25,37.5
All Students,158905,Palacios ISD,158,Matagorda County,03,Victoria,472,443,430,915,83,47,56.6,7,14.9
All Students,158906,Van Vleck ISD,158,Matagorda County,03,Victoria,467,452,431,919,<75,<50,45.9,<25,5.9
All Students,159901,Eagle Pass ISD,159,Maverick County,20,San Antonio,445,427,410,872,906,510,56.3,47,9.2
All Students,160901,Brady ISD,160,McCulloch County,15,San Angelo,458,466,434,924,<75,<50,38.9,<25,10.7
All Students,160904,Rochelle ISD,160,McCulloch County,15,San Angelo,,,,,<25,<25,5.9,<25,
All Students,160905,Lohn ISD,160,McCulloch County,15,San Angelo,410,430,445,840,<25,<25,20,<25,
All Students,161802,Rapoport Academy Public School,161,McLennan County,12,Waco,525,558,547,1083,31,22,71,13,59.1
All Students,161807,Harmony Science Acad (Waco),161,McLennan County,12,Waco,502,485,464,987,262,285,100,72,25.3
All Students,161901,Crawford ISD,161,McLennan County,12,Waco,536,543,508,1079,45,23,51.1,7,30.4
All Students,161903,Midway ISD,161,McLennan County,12,Waco,513,509,486,1022,502,280,55.8,94,33.6
All Students,161906,La Vega ISD,161,McLennan County,12,Waco,401,399,389,800,<175,<75,38.4,<25,1.7
All Students,161907,Lorena ISD,161,McLennan County,12,Waco,504,492,483,996,132,76,57.6,17,22.4
All Students,161908,Mart ISD,161,McLennan County,12,Waco,470,436,433,906,<50,<25,48.9,<25,13.6
All Students,161909,McGregor ISD,161,McLennan County,12,Waco,426,441,403,867,<100,<25,29.3,<25,8.3
All Students,161910,Moody ISD,161,McLennan County,12,Waco,529,531,507,1060,<50,<25,18.4,<25,44.4
All Students,161912,Riesel ISD,161,McLennan County,12,Waco,517,512,467,1028,<75,<25,34.6,<25,33.3
All Students,161914,Waco ISD,161,McLennan County,12,Waco,423,408,400,832,724,254,35.1,18,7.1
All Students,161916,West ISD,161,McLennan County,12,Waco,528,517,485,1045,116,48,41.4,16,33.3
All Students,161918,Axtell ISD,161,McLennan County,12,Waco,504,511,482,1015,<75,<25,22.2,<25,16.7
All Students,161919,Bruceville-Eddy ISD,161,McLennan County,12,Waco,465,453,423,918,<75,<25,39.7,<25,13
All Students,161920,China Spring ISD,161,McLennan County,12,Waco,530,508,491,1038,152,53,34.9,17,32.1
All Students,161921,Connally ISD,161,McLennan County,12,Waco,464,448,433,911,<150,<75,50,<25,14.1
All Students,161922,Robinson ISD,161,McLennan County,12,Waco,485,503,480,988,187,32,17.1,6,18.8
All Students,161923,Bosqueville ISD,161,McLennan County,12,Waco,494,495,488,989,<50,<25,22.7,<25,10
All Students,161925,Gholson ISD,161,McLennan County,12,Waco,446,479,443,924,<25,<25,70,<25,14.3
All Students,162904,McMullen County ISD,162,McMullen County,02,Corpus Christi,519,497,461,1016,<25,<25,43.8,<25,42.9
All Students,163901,Devine ISD,163,Medina County,20,San Antonio,456,459,438,915,<150,<50,31.5,<25,7.3
All Students,163902,D'Hanis School,163,Medina County,20,San Antonio,509,490,512,999,<25,<25,42.9,<25,44.4
All Students,163903,Natalia ISD,163,Medina County,20,San Antonio,434,437,431,871,<75,<50,37.8,<25,7.1
All Students,163904,Hondo ISD,163,Medina County,20,San Antonio,534,536,501,1071,136,19,14,10,52.6
All Students,163908,Medina Valley ISD,163,Medina County,20,San Antonio,511,518,474,1028,233,25,10.7,9,36
All Students,165901,Midland ISD,165,Midland County,18,Midland,502,486,459,988,1280,520,40.6,135,26
All Students,165902,Greenwood ISD,165,Midland County,18,Midland,501,463,463,964,<125,<75,54.5,<25,13.3
All Students,166901,Cameron ISD,166,Milam County,06,Huntsville,451,447,432,898,<100,<50,45.3,<25,7.7
All Students,166903,Milano ISD,166,Milam County,06,Huntsville,548,497,472,1044,<50,<25,23.7,<25,44.4
All Students,166904,Rockdale ISD,166,Milam County,06,Huntsville,446,449,423,895,120,39,32.5,6,15.4
All Students,166905,Thorndale ISD,166,Milam County,13,Austin,471,453,445,924,47,34,72.3,7,20.6
All Students,166907,Buckholts ISD,166,Milam County,06,Huntsville,530,560,550,1090,<25,<25,14.3,<25,
All Students,167901,Goldthwaite ISD,167,Mills County,12,Waco,502,479,465,981,49,28,57.1,6,21.4
All Students,167902,Mullin ISD,167,Mills County,12,Waco,,,,,<150,<25,0.7,<25,
All Students,167904,Priddy ISD,167,Mills County,12,Waco,545,505,495,1050,<25,<25,25,<25,50
All Students,168901,Colorado ISD,168,Mitchell County,14,Abilene,520,520,478,1040,<75,<25,6.5,<25,25
All Students,168903,Westbrook ISD,168,Mitchell County,14,Abilene,,,,,<25,<25,5,<25,
All Students,169901,Bowie ISD,169,Montague County,09,Wichita Falls,453,454,429,907,<100,<75,63.3,<25,3.2
All Students,169902,Nocona ISD,169,Montague County,09,Wichita Falls,466,464,438,930,<75,<25,9.6,<25,
All Students,169906,Gold Burg ISD,169,Montague County,09,Wichita Falls,535,515,505,1050,<25,<25,13.3,<25,50
All Students,169909,Prairie Valley ISD,169,Montague County,09,Wichita Falls,597,517,497,1113,<25,<25,27.3,<25,66.7
All Students,169910,Forestburg ISD,169,Montague County,09,Wichita Falls,,,,,<25,<25,10,<25,100
All Students,169911,Saint Jo ISD,169,Montague County,09,Wichita Falls,476,502,478,978,<25,<25,21.7,<25,20
All Students,170902,Conroe ISD,170,Montgomery County,06,Huntsville,545,530,508,1076,3457,2184,63.2,961,44
All Students,170903,Montgomery ISD,170,Montgomery County,06,Huntsville,524,511,477,1034,445,259,58.2,80,30.9
All Students,170904,Willis ISD,170,Montgomery County,06,Huntsville,480,460,444,940,397,208,52.4,34,16.3
All Students,170906,Magnolia ISD,170,Montgomery County,06,Huntsville,516,501,480,1017,793,395,49.8,131,33.2
All Students,170907,Splendora ISD,170,Montgomery County,06,Huntsville,479,470,467,948,<250,<50,18.6,<25,4.7
All Students,170908,New Caney ISD,170,Montgomery County,06,Huntsville,463,464,442,927,692,262,37.9,41,15.6
All Students,171901,Dumas ISD,171,Moore County,16,Amarillo,481,443,421,924,<250,<25,3.3,<25,
All Students,171902,Sunray ISD,171,Moore County,16,Amarillo,530,515,470,1045,<50,<25,7.4,<25,50
All Students,172902,Daingerfield-Lone Star ISD,172,Morris County,08,Mt Pleasant,388,403,361,790,<75,<25,16.7,<25,
All Students,172905,Pewitt CISD,172,Morris County,08,Mt Pleasant,508,522,497,1030,<75,<25,10.9,<25,33.3
All Students,173901,Motley County ISD,173,Motley County,17,Lubbock,503,463,437,967,<25,<25,18.8,<25,33.3
All Students,174901,Chireno ISD,174,Nacogdoches County,07,Kilgore,454,484,444,938,<50,<25,17.2,<25,20
All Students,174902,Cushing ISD,174,Nacogdoches County,07,Kilgore,499,486,446,986,<50,<25,32.6,<25,21.4
All Students,174903,Garrison ISD,174,Nacogdoches County,07,Kilgore,465,474,449,938,<50,<25,24.4,<25,9.1
All Students,174904,Nacogdoches ISD,174,Nacogdoches County,07,Kilgore,510,494,470,1005,<375,<150,36.8,<50,30.6
All Students,174906,Woden ISD,174,Nacogdoches County,07,Kilgore,503,498,490,1001,<75,<25,21.4,<25,25
All Students,174908,Central Heights ISD,174,Nacogdoches County,07,Kilgore,525,527,514,1052,70,19,27.1,6,31.6
All Students,174909,Martinsville ISD,174,Nacogdoches County,07,Kilgore,,,,,<50,<25,3,<25,100
All Students,174911,Douglass ISD,174,Nacogdoches County,07,Kilgore,518,491,492,1008,<50,<25,44.4,<25,25
All Students,175902,Blooming Grove ISD,175,Navarro County,12,Waco,461,453,432,915,<75,<50,50.7,<25,11.4
All Students,175903,Corsicana ISD,175,Navarro County,12,Waco,454,443,421,898,321,161,50.2,23,14.3
All Students,175904,Dawson ISD,175,Navarro County,12,Waco,473,452,447,925,<50,<25,22.2,<25,16.7
All Students,175905,Frost ISD,175,Navarro County,12,Waco,416,386,372,802,<25,<25,22.7,<25,
All Students,175907,Kerens ISD,175,Navarro County,12,Waco,444,404,404,848,<50,<25,11.1,<25,
All Students,175910,Mildred ISD,175,Navarro County,12,Waco,554,522,486,1076,46,14,30.4,8,57.1
All Students,175911,Rice ISD,175,Navarro County,12,Waco,460,436,409,896,<100,<50,41.8,<25,6.1
All Students,176901,Burkeville ISD,176,Newton County,05,Beaumont,448,500,483,948,<25,<25,17.4,<25,
All Students,176902,Newton ISD,176,Newton County,05,Beaumont,,,,,<75,<25,1.5,<25,
All Students,176903,Deweyville ISD,176,Newton County,05,Beaumont,474,469,449,943,<75,<25,40.4,<25,9.5
All Students,177901,Roscoe Collegiate ISD,177,Nolan County,14,Abilene,465,535,505,1000,<25,<25,9.1,<25,
All Students,177902,Sweetwater ISD,177,Nolan County,14,Abilene,480,530,475,1010,<125,<25,1.8,<25,50
All Students,177903,Blackwell CISD,177,Nolan County,14,Abilene,,,,,<25,<25,9.1,<25,100
All Students,177905,Highland ISD,177,Nolan County,14,Abilene,598,520,510,1118,<25,<25,23.5,<25,50
All Students,178902,Bishop CISD,178,Nueces County,02,Corpus Christi,453,457,424,910,<100,<50,51,<25,6.1
All Students,178903,Calallen ISD,178,Nueces County,02,Corpus Christi,487,484,469,971,269,135,50.2,24,17.8
All Students,178904,Corpus Christi ISD,178,Nueces County,02,Corpus Christi,455,454,434,909,2291,1074,46.9,164,15.3
All Students,178906,London ISD,178,Nueces County,02,Corpus Christi,524,497,480,1021,<25,<25,95.7,<25,18.2
All Students,178908,Port Aransas ISD,178,Nueces County,02,Corpus Christi,518,506,478,1024,<50,<50,61,<25,40
All Students,178909,Robstown ISD,178,Nueces County,02,Corpus Christi,455,473,393,928,<150,<25,2.9,<25,25
All Students,178912,Tuloso-Midway ISD,178,Nueces County,02,Corpus Christi,488,491,471,979,273,104,38.1,23,22.1
All Students,178913,Banquete ISD,178,Nueces County,02,Corpus Christi,550,483,443,1033,<75,<25,4.9,<25,33.3
All Students,178914,Flour Bluff ISD,178,Nueces County,02,Corpus Christi,517,503,476,1020,459,273,59.5,94,34.4
All Students,178915,West Oso ISD,178,Nueces County,02,Corpus Christi,398,375,354,773,<150,<100,68.8,<25,
All Students,179901,Perryton ISD,179,Ochiltree County,16,Amarillo,440,425,420,865,<150,<25,1.5,<25,
All Students,180901,Boys Ranch ISD,180,Oldham County,16,Amarillo,488,458,485,945,<50,<25,8.2,<25,
All Students,180902,Vega ISD,180,Oldham County,16,Amarillo,532,422,453,953,<25,<25,25,<25,16.7
All Students,181901,Bridge City ISD,181,Orange County,05,Beaumont,481,476,437,957,178,112,62.9,21,18.8
All Students,181905,Orangefield ISD,181,Orange County,05,Beaumont,502,493,461,994,136,57,41.9,11,19.3
All Students,181906,West Orange-Cove CISD,181,Orange County,05,Beaumont,399,393,381,792,<150,<75,56.3,<25,2.8
All Students,181907,Vidor ISD,181,Orange County,05,Beaumont,486,468,432,955,336,178,53,33,18.5
All Students,181908,Little Cypress-Mauriceville CISD,181,Orange County,05,Beaumont,494,482,457,976,245,120,49,23,19.2
All Students,182901,Gordon ISD,182,Palo Pinto County,11,Fort Worth,382,438,432,820,<25,<25,42.9,<25,
All Students,182902,Graford ISD,182,Palo Pinto County,11,Fort Worth,466,439,439,904,<25,<25,45,<25,
All Students,182903,Mineral Wells ISD,182,Palo Pinto County,11,Fort Worth,489,473,440,963,217,89,41,16,18
All Students,182904,Santo ISD,182,Palo Pinto County,11,Fort Worth,458,460,503,918,<50,<25,11.4,<25,
All Students,182905,Strawn ISD,182,Palo Pinto County,11,Fort Worth,505,525,475,1030,<25,<25,11.1,<25,50
All Students,183801,Panola Charter School,183,Panola County,07,Kilgore,513,563,499,1076,<50,<25,20,<25,57.1
All Students,183901,Beckville ISD,183,Panola County,07,Kilgore,473,463,433,937,<50,<25,8.6,<25,33.3
All Students,183902,Carthage ISD,183,Panola County,07,Kilgore,545,533,528,1077,158,23,14.6,9,39.1
All Students,183904,Gary ISD,183,Panola County,07,Kilgore,390,423,423,813,<50,<25,10,<25,
All Students,184901,Poolville ISD,184,Parker County,11,Fort Worth,465,457,439,922,<50,<50,60,<25,18.5
All Students,184902,Springtown ISD,184,Parker County,11,Fort Worth,463,482,444,945,195,95,48.7,15,15.8
All Students,184903,Weatherford ISD,184,Parker County,11,Fort Worth,496,504,478,1000,520,239,46,61,25.5
All Students,184904,Millsap ISD,184,Parker County,11,Fort Worth,445,422,413,867,<50,<25,26.8,<25,
All Students,184907,Aledo ISD,184,Parker County,11,Fort Worth,554,538,507,1091,420,277,66,129,46.6
All Students,184908,Peaster ISD,184,Parker County,11,Fort Worth,532,544,517,1076,74,25,33.8,10,40
All Students,184909,Brock ISD,184,Parker County,11,Fort Worth,552,496,495,1048,70,17,24.3,7,41.2
All Students,185902,Farwell ISD,185,Parmer County,16,Amarillo,,,,,<50,<25,4,<25,
All Students,185903,Friona ISD,185,Parmer County,16,Amarillo,545,535,575,1080,<100,<25,2.4,<25,50
All Students,186901,Buena Vista ISD,186,Pecos County,18,Midland,490,446,408,936,<25,<25,62.5,<25,
All Students,186902,Fort Stockton ISD,186,Pecos County,18,Midland,433,421,406,854,<150,<75,44.2,<25,5.3
All Students,186903,Iraan-Sheffield ISD,186,Pecos County,18,Midland,496,502,464,998,<50,<25,11.4,<25,20
All Students,187901,Big Sandy ISD,187,Polk County,06,Huntsville,433,420,409,853,<50,<25,57.9,<25,18.2
All Students,187903,Goodrich ISD,187,Polk County,06,Huntsville,435,435,465,870,<25,<25,22.2,<25,
All Students,187904,Corrigan-Camden ISD,187,Polk County,06,Huntsville,448,416,391,864,<75,<50,55.6,<25,10
All Students,187906,Leggett ISD,187,Polk County,06,Huntsville,343,316,340,659,<25,<25,50,<25,
All Students,187907,Livingston ISD,187,Polk County,06,Huntsville,462,444,419,906,234,93,39.7,10,10.8
All Students,187910,Onalaska ISD,187,Polk County,06,Huntsville,462,480,453,943,58,29,50,5,17.2
All Students,188901,Amarillo ISD,188,Potter County,16,Amarillo,446,419,398,865,1771,1682,95,188,11.2
All Students,188902,River Road ISD,188,Potter County,16,Amarillo,450,565,500,1015,<100,<25,2.6,<25,50
All Students,188903,Highland Park ISD,188,Potter County,16,Amarillo,481,478,456,959,<75,<25,18,<25,18.2
All Students,188904,Bushland ISD,188,Potter County,16,Amarillo,537,511,471,1049,103,15,14.6,5,33.3
All Students,189901,Marfa ISD,189,Presidio County,18,Midland,,,,,<50,<25,3.7,<25,
All Students,189902,Presidio ISD,189,Presidio County,18,Midland,415,378,388,793,<100,<25,12.6,<25,
All Students,190903,Rains ISD,190,Rains County,07,Kilgore,494,535,515,1029,<125,<25,10.1,<25,27.3
All Students,191901,Canyon ISD,191,Randall County,16,Amarillo,522,513,484,1035,609,113,18.6,35,31
All Students,192901,Reagan County ISD,192,Reagan County,18,Midland,500,545,515,1045,<75,<25,7,<25,25
All Students,193801,Big Springs Charter School,193,Real County,20,San Antonio,,,,,<25,<25,7.1,<25,
All Students,193902,Leakey ISD,193,Real County,20,San Antonio,550,610,560,1160,<25,<25,14.3,<25,100
